October 2024 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective October 1, 2024 through December 31, 2024",,,,,,,,,
,,,,,,,,,
The ASP crosswalks are maintained by the Division of Data Analysis and Market Based Pricing to support ASP-based Medicare Part B payments only. The crosswalks are intended to help the public (including entities that submit manufacturer ASP data and providers who bill for drugs) understand which drug products (identified by NDCs) are assigned to which HCPCS billing codes. The crosswalks are not intended to be a comprehensive list of all drugs/NDCs available in the United States. The NDC to HCPCS Crosswalk also includes information on the NDC package size and the number of billable units (as defined by the HCPCS code descriptor). Comments on the file may be sent to sec303aspdata@cms.hhs.gov.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
_2024_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J3241,Inj. teprotumumab-trbw 10 mg,"Horizon Therapeutics USA, Inc.",75987-0130-15,Tepezza,10 MG,1,1,50,50
J3243,Tigecycline injection,Pfizer Inc,00008-4990-20,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,Pfizer Inc,00008-4994-20,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,Sandoz Inc.,00781-3481-92,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,Eugia US LLC,55150-0228-10,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,Apotex Corp,60505-6098-01,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,"FreseniUS Kabi USA, LLC",63323-0960-10,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,"AMNEAL PHARMACEUTICALS, LLC",70121-1647-07,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,"XELLIA PHARMACEUTICALS USA, LLC",70594-0035-02,Tigecycline,1 MG,1,10,50,500
J3243,Tigecycline injection,Meitheal Pharmaceuticals Inc.,71288-0019-11,Tigecycline,1 MG,1,10,50,500
J3245,"Inj., tildrakizumab, 1 mg",SUN PHARMACEUTICAL GLOBAL FZE.,47335-0177-95,Ilumya,1 MG,1,1,100,100
J3246,Tirofiban hcl,"Nexus Pharmaceuticals, LLC",14789-0102-05,Tirofiban,0.25 MG,250,1,50,50
J3246,Tirofiban hcl,"Nexus Pharmaceuticals, LLC",14789-0102-10,Tirofiban,0.25 MG,250,2,50,100
J3246,Tirofiban hcl,Medicure International Inc,25208-0001-04,Aggrastat,0.25 MG,15,1,15,15
J3246,Tirofiban hcl,Medicure International Inc,25208-0002-01,Aggrastat,0.25 MG,100,1,20,20
J3246,Tirofiban hcl,Medicure International Inc,25208-0002-02,Aggrastat,0.25 MG,250,1,50,50
J3246,Tirofiban hcl,Medicure International Inc,25208-0002-03,Aggrastat,0.25 MG,100,1,20,20
J3246,Tirofiban hcl,Medicure International Inc,25208-0902-01,Aggrastat,0.25 MG,100,1,20,20
J3246,Tirofiban hcl,Medicure International Inc,25208-0902-02,Aggrastat,0.25 MG,250,1,50,50
J3246,Tirofiban hcl,Eugia US LLC,55150-0429-01,Tirofiban,0.25 MG,100,1,20,20
J3246,Tirofiban hcl,Eugia US LLC,55150-0430-01,Tirofiban,0.25 MG,250,1,50,50
J3247,Inj secukinumab intrav 1mg,Novartis Pharmaceuticals Corporation,00078-1168-61,Cosentyx,1 MG,5,1,125,125
J3250,Trimethobenzamide hcl inj,Henry Schein Inc.,00404-9964-02,Tigan,200 MG,2,1,1,1
J3250,Trimethobenzamide hcl inj,"Par Pharmaceutical, Inc.",42023-0119-25,Tigan,200 MG,2,25,1,25
J3250,Trimethobenzamide hcl inj,"HF Acquisition Co. LLC, DBA HealthFirst",51662-1430-01,Tigan,200 MG,2,1,1,1
J3250,Trimethobenzamide hcl inj,"HF Acquisition Co. LLC, DBA HealthFirst",51662-1430-03,Tigan,200 MG,2,25,1,25
J3260,Tobramycin sulfate injection,Pfizer Inc,00409-3578-01,Tobramycin Sulfate,80 MG,2,25,1,25
J3260,Tobramycin sulfate injection,Baxter Healthcare Corporation,36000-0242-01,Tobramycin Sulfate,80 MG,1,1,15,15
J3260,Tobramycin sulfate injection,Baxter Healthcare Corporation,36000-0244-25,Tobramycin Sulfate,80 MG,2,25,1,25
J3260,Tobramycin sulfate injection,"XGen Pharmaceuticals DJB, Inc.",39822-0412-01,Tobramycin Sulfate,80 MG,1,1,15,15
J3260,Tobramycin sulfate injection,"XGen Pharmaceuticals DJB, Inc.",39822-0412-06,Tobramycin Sulfate,80 MG,1,6,15,90
J3260,Tobramycin sulfate injection,Eugia US LLC,55150-0470-06,Tobramycin Sulfate,80 MG,1,6,15,90
J3260,Tobramycin sulfate injection,"FreseniUS Kabi USA, LLC",63323-0303-51,Tobramycin Sulfate,80 MG,1,6,15,90
J3260,Tobramycin sulfate injection,"FreseniUS Kabi USA, LLC",63323-0303-55,Tobramycin Sulfate,80 MG,1,6,15,90
J3260,Tobramycin sulfate injection,"FreseniUS Kabi USA, LLC",63323-0305-02,Tobramycin Sulfate,80 MG,2,25,0.25,6.25
J3260,Tobramycin sulfate injection,"FreseniUS Kabi USA, LLC",63323-0306-02,Tobramycin Sulfate,80 MG,2,25,1,25
J3260,Tobramycin sulfate injection,"FreseniUS Kabi USA, LLC",63323-0306-26,Tobramycin Sulfate,80 MG,2,25,1,25
J3260,Tobramycin sulfate injection,"FreseniUS Kabi USA, LLC",63323-0306-30,Tobramycin Sulfate,80 MG,30,10,15,150
J3260,Tobramycin sulfate injection,"FreseniUS Kabi USA, LLC",63323-0307-51,Tobramycin Sulfate,80 MG,50,1,25,25
J3260,Tobramycin sulfate injection,Mylan Institutional LLC,67457-0428-30,Tobramycin Sulfate,80 MG,30,10,15,150
J3260,Tobramycin sulfate injection,Mylan Institutional LLC,67457-0473-22,Tobramycin Sulfate,80 MG,2,25,1,25
J3260,Tobramycin sulfate injection,Slate Run Pharmaceuticals,70436-0110-56,Tobramycin Sulfate,80 MG,1,6,15,90
J3260,Tobramycin sulfate injection,Slate Run Pharmaceuticals,70436-0110-80,Tobramycin Sulfate,80 MG,1,1,15,15
J3260,Tobramycin sulfate injection,"Xiromed, LLC",70700-0173-86,Tobramycin Sulfate,80 MG,1,6,15,90
J3260,Tobramycin sulfate injection,Fosun Pharma USA Inc.,72266-0163-06,Tobramycin Sulfate,80 MG,1,6,15,90
J3262,Tocilizumab injection,"Genentech, Inc.",50242-0135-01,Actemra,1 MG,4,1,80,80
J3262,Tocilizumab injection,"Genentech, Inc.",50242-0136-01,Actemra,1 MG,10,1,200,200
J3262,Tocilizumab injection,"Genentech, Inc.",50242-0137-01,Actemra,1 MG,20,1,400,400
J3263,"Inj, toripalimab-tpzi, 1 mg","Coherus BioSciences, Inc.",70114-0340-01,Loqtorzi,1 MG,6,1,240,240
J3285,Treprostinil injection,"Teva Parenteral Medicines, Inc.",00703-0666-01,Treprostinil Injection,1 MG,20,1,20,20
J3285,Treprostinil injection,"Teva Parenteral Medicines, Inc.",00703-0676-01,Treprostinil Injection,1 MG,20,1,50,50
J3285,Treprostinil injection,"Teva Parenteral Medicines, Inc.",00703-0686-01,Treprostinil Injection,1 MG,20,1,100,100
J3285,Treprostinil injection,"Teva Parenteral Medicines, Inc.",00703-0696-01,Treprostinil Injection,1 MG,20,1,200,200
J3285,Treprostinil injection,Sandoz Inc.,00781-3420-80,Treprostinil Injection,1 MG,20,1,20,20
J3285,Treprostinil injection,Sandoz Inc.,00781-3425-80,Treprostinil Injection,1 MG,20,1,50,50
J3285,Treprostinil injection,Sandoz Inc.,00781-3427-80,Treprostinil Injection,1 MG,20,1,100,100
J3285,Treprostinil injection,Sandoz Inc.,00781-3430-80,Treprostinil Injection,1 MG,20,1,200,200
J3285,Treprostinil injection,"Par Pharmaceutical, Inc.",42023-0206-01,Treprostinil Injection,1 MG,20,1,20,20
J3285,Treprostinil injection,"Par Pharmaceutical, Inc.",42023-0207-01,Treprostinil Injection,1 MG,20,1,50,50
J3285,Treprostinil injection,"Par Pharmaceutical, Inc.",42023-0208-01,Treprostinil Injection,1 MG,20,1,100,100
J3285,Treprostinil injection,"Par Pharmaceutical, Inc.",42023-0209-01,Treprostinil Injection,1 MG,20,1,200,200
J3285,Treprostinil injection,Dr. Reddy's Laboratories Inc.,43598-0646-11,Treprostinil Injection,1 MG,20,1,50,50
J3285,Treprostinil injection,Dr. Reddy's Laboratories Inc.,43598-0647-11,Treprostinil Injection,1 MG,20,1,100,100
J3285,Treprostinil injection,Dr. Reddy's Laboratories Inc.,43598-0648-11,Treprostinil Injection,1 MG,20,1,200,200
J3285,Treprostinil injection,Dr. Reddy's Laboratories Inc.,43598-0649-11,Treprostinil Injection,1 MG,20,1,20,20
J3285,Treprostinil injection,United Therapeutics Corporation,66302-0101-01,Remodulin,1 MG,20,1,20,20
J3285,Treprostinil injection,United Therapeutics Corporation,66302-0102-01,Remodulin,1 MG,20,1,50,50
J3285,Treprostinil injection,United Therapeutics Corporation,66302-0105-01,Remodulin,1 MG,20,1,100,100
J3285,Treprostinil injection,United Therapeutics Corporation,66302-0110-01,Remodulin,1 MG,20,1,200,200
J3299,Inj xipere 1 mg,BAUSCH & LOMB AMERICAS INC.,24208-0040-40,Xipere,1 mg,0.9,1,36,36
J3299,Inj xipere 1 mg,"Clearside Biomedical, Inc.",71565-0040-01,Xipere,1 MG,0.9,1,36,36
J3301,Triamcinolone acet inj nos,"E.R. Squibb & Sons, L.L.C.",00003-0293-05,Kenalog-80,10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,"E.R. Squibb & Sons, L.L.C.",00003-0293-20,Kenalog-80,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,"E.R. Squibb & Sons, L.L.C.",00003-0293-28,Kenalog-80,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,"E.R. Squibb & Sons, L.L.C.",00003-0315-05,Kenalog-80,10 MG,1,1,8,8
J3301,Triamcinolone acet inj nos,"E.R. Squibb & Sons, L.L.C.",00003-0315-20,Kenalog-80,10 MG,5,1,40,40
J3301,Triamcinolone acet inj nos,"E.R. Squibb & Sons, L.L.C.",00003-0494-20,Kenalog-80,10 MG,5,1,5,5
J3301,Triamcinolone acet inj nos,"Teva Parenteral Medicines, Inc.",00703-0241-01,Triamcinolone Acetonide,10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,"Teva Parenteral Medicines, Inc.",00703-0243-01,Triamcinolone Acetonide,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,"Teva Parenteral Medicines, Inc.",00703-0245-01,Triamcinolone Acetonide,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,Northstar RxLLC,16714-0130-25,Triamcinolone Acetonide,10 MG,1,25,4,100
J3301,Triamcinolone acet inj nos,Northstar RxLLC,16714-0140-01,Triamcinolone Acetonide,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,Northstar RxLLC,16714-0150-01,Triamcinolone Acetonide,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,A-S Medication Solutions,50090-0256-00,Kenalog-40,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,A-S Medication Solutions,50090-0295-01,Kenalog-40,10 MG,5,1,5,5
J3301,Triamcinolone acet inj nos,A-S Medication Solutions,50090-0819-00,Kenalog-40,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,A-S Medication Solutions,50090-2360-00,Kenalog-40,10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,Eugia US LLC,55150-0384-01,Triamcinolone Acetonide,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,Eugia US LLC,55150-0385-01,Triamcinolone Acetonide,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,Mylan Institutional LLC,67457-0621-02,Triamcinolone Acetonide,10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,Mylan Institutional LLC,67457-0622-05,Triamcinolone Acetonide,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,Mylan Institutional LLC,67457-0623-10,Triamcinolone Acetonide,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1049-02,Triamcinolone Acetonide,10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1049-05,Triamcinolone Acetonide,10 MG,1,25,4,100
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1168-01,Triamcinolone Acetonide,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1169-01,Triamcinolone Acetonide,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1651-01,"Triamcinolone Acetonide
",10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1651-05,"Triamcinolone Acetonide
",10 MG,1,25,4,100
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1652-01,"Triamcinolone Acetonide
",10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1653-01,"Triamcinolone Acetonide
",10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1654-01,"Triamcinolone Acetonide
",10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1655-01,"Triamcinolone Acetonide
",10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,"AMNEAL PHARMACEUTICALS, LLC",70121-1657-01,"Triamcinolone Acetonide
",10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,NORTHSTAR RX LLC,72603-0108-01,Triamcinolone Acetonide,10 MG,1,1,4,4
J3301,Triamcinolone acet inj nos,NORTHSTAR RX LLC,72603-0202-01,Triamcinolone Acetonide,10 MG,5,1,20,20
J3301,Triamcinolone acet inj nos,NORTHSTAR RX LLC,72603-0401-01,Triamcinolone Acetonide,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,"Long Grove Pharmaceuticals, LLC",81298-5781-05,Triamcinolone Acetonide,10 MG,1,25,4,100
J3301,Triamcinolone acet inj nos,"Long Grove Pharmaceuticals, LLC",81298-5783-03,Triamcinolone Acetonide,10 MG,10,1,40,40
J3301,Triamcinolone acet inj nos,"Long Grove Pharmaceuticals, LLC",81298-5785-03,Triamcinolone Acetonide,10 MG,5,1,20,20
J3304,Inj triamcinolone ace xr 1mg,"Pacira Pharmaceuticals, Inc.",65250-0003-01,Zilretta,1 MG,1,1,32,32
J3304,Inj triamcinolone ace xr 1mg,"FLEXION THERAPEUTICS, INC.",70801-0003-01,Zilretta,1 MG,1,1,32,32
J3315,Triptorelin pamoate,Verity Pharmaceuticals Inc.,74676-5902-01,Trelstar,3.75 MG,1,1,1,1
J3315,Triptorelin pamoate,Verity Pharmaceuticals Inc.,74676-5904-01,Trelstar,3.75 MG,1,1,3,3
J3315,Triptorelin pamoate,Verity Pharmaceuticals Inc.,74676-5906-01,Trelstar,3.75 MG,1,1,6,6
J3357,"Ustekinumab sub cu inj, 1 mg","Janssen Biotech, Inc.",57894-0060-02,Stelara,1 MG,0.5,1,45,45
J3357,"Ustekinumab sub cu inj, 1 mg","Janssen Biotech, Inc.",57894-0060-03,Stelara,1 MG,0.5,1,45,45
J3357,"Ustekinumab sub cu inj, 1 mg","Janssen Biotech, Inc.",57894-0061-03,Stelara,1 MG,1,1,90,90
J3358,"Ustekinumab, iv inject, 1 mg","Janssen Biotech, Inc.",57894-0054-27,Stelara,1 MG,26,1,130,130
J3360,Diazepam injection,Henry Schein Inc.,00404-9848-10,Diazepam,5 MG,10,1,10,10
J3360,Diazepam injection,Henry Schein Inc.,00404-9849-02,Diazepam,5 MG,2,1,2,2
J3360,Diazepam injection,Pfizer Inc,00409-1273-32,Diazepam,5 MG,2,10,2,20
J3360,Diazepam injection,Pfizer Inc,00409-3213-12,Diazepam,5 MG,10,10,10,100
J3360,Diazepam injection,Hikma Pharmaceuticals USA Inc.,00641-6243-10,Diazepam,5 MG,10,10,10,100
J3360,Diazepam injection,Hikma Pharmaceuticals USA Inc.,00641-6244-10,Diazepam,5 MG,2,10,2,20
J3360,Diazepam injection,DASH PHARMACEUTICALS,69339-0136-32,Diazepam,5 MG,2,10,2,20
J3360,Diazepam injection,NATCO Pharma USA LLC,69339-0136-34,Diazepam,5 MG,2,10,2,20
J3360,Diazepam injection,NATCO Pharma USA LLC,69339-0137-05,Diazepam,5 MG,10,5,10,50
J3360,Diazepam injection,NATCO Pharma USA LLC,69339-0137-95,Diazepam,5 MG,10,5,10,50
J3360,Diazepam injection,"Civica, Inc.",72572-0140-02,Diazepam,5 MG,2,10,2,20
J3360,Diazepam injection,"FreseniUS Kabi USA, LLC",76045-0204-20,Diazepam,5 MG,2,24,2,48
J3370,Vancomycin hcl injection,Hikma Pharmaceuticals USA Inc.,00143-9152-10,Vancomycin HCl,500 MG,1,10,2.5,25
J3370,Vancomycin hcl injection,Hikma Pharmaceuticals USA Inc.,00143-9153-10,Vancomycin HCl,500 MG,1,10,3,30
J3370,Vancomycin hcl injection,Hikma Pharmaceuticals USA Inc.,00143-9355-10,Vancomycin HCl,500 MG,1,10,1.5,15
J3370,Vancomycin hcl injection,Hikma Pharmaceuticals USA Inc.,00143-9357-10,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Hikma Pharmaceuticals USA Inc.,00143-9358-01,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,Hikma Pharmaceuticals USA Inc.,00143-9359-01,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-0122-04,Vancomycin HCl,500 MG,250,4,2.5,10
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-0124-04,Vancomycin HCl,500 MG,300,4,3,12
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-3551-48,Vancomycin HCl,500 MG,100,1,1,1
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-3552-48,Vancomycin HCl,500 MG,200,1,2,2
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-3580-48,Vancomycin HCl,500 MG,150,1,1.5,1.5
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-3581-01,Vancomycin HCl,500 MG,100,1,1,1
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-3582-01,Vancomycin HCl,500 MG,150,1,1.5,1.5
J3370,Vancomycin hcl injection,Baxter Healthcare Corporation,00338-3583-01,Vancomycin HCl,500 MG,200,1,2,2
J3370,Vancomycin hcl injection,Henry Schein Inc.,00404-9965-99,Vancomycin HCl,500 MG,1,1,1,1
J3370,Vancomycin hcl injection,Pfizer Inc,00409-1319-01,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,Pfizer Inc,00409-3515-01,Vancomycin HCl,500 MG,1,10,3,30
J3370,Vancomycin hcl injection,Pfizer Inc,00409-4332-01,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,Pfizer Inc,00409-5017-01,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6509-01,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6509-49,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,PFIZER INC.,00409-6510-01,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6531-01,Vancomycin HCl,500 MG,1,10,1.5,15
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6531-02,Vancomycin HCl,500 MG,1,10,1.5,15
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6533-21,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6533-31,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6534-01,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,Pfizer Inc,00409-6535-01,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Northstar RxLLC,16714-0247-10,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,Northstar RxLLC,16714-0309-10,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Sagent Pharmaceuticals,25021-0150-10,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,Sagent Pharmaceuticals,25021-0151-20,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Sagent Pharmaceuticals,25021-0157-99,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,Sagent Pharmaceuticals,25021-0158-99,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,ALVOGEN,47781-0597-91,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Eugia US LLC,55150-0471-10,Vancomycin HCl,500 MG,1,10,2.5,25
J3370,Vancomycin hcl injection,Eugia US LLC,55150-0472-10,Vancomycin HCl,500 MG,1,10,3,30
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0203-20,Vancomycin HCl,500 MG,1,10,1.5,15
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0203-26,Vancomycin HCl,500 MG,1,10,1.5,15
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0221-10,Vancomycin HCl,500 MG,1,25,1,25
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0221-16,Vancomycin HCl,500 MG,1,25,1,25
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0284-20,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0284-26,Vancomycin HCl,500mg,1,10,2,20
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0295-61,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0295-66,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0314-61,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,"FreseniUS Kabi USA, LLC",63323-0314-66,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,Mylan Institutional LLC,67457-0339-50,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,Mylan Institutional LLC,67457-0340-01,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Mylan Institutional LLC,67457-0341-05,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,Mylan Institutional LLC,67457-0342-10,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,AMERICAN HEALTH PACKAGING,68001-0338-62,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,AMERICAN HEALTH PACKAGING,68001-0339-64,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,BluePoint Laboratories,68001-0407-75,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,Slate Run Pharmaceuticals,70436-0020-82,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,Slate Run Pharmaceuticals,70436-0021-82,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Slate Run Pharmaceuticals,70436-0022-82,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,Slate Run Pharmaceuticals,70436-0023-82,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,"Xellia Pharmaceuticals USA, LLC.",70594-0045-02,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,"Xellia Pharmaceuticals USA, LLC.",70594-0046-02,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,"Xellia Pharmaceuticals USA, LLC.",70594-0047-01,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,"Xellia Pharmaceuticals USA, LLC.",70594-0048-01,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,"Xellia Pharmaceuticals USA, LLC.",70594-0122-02,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,"Xellia Pharmaceuticals USA, LLC.",70594-0123-02,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,"Athenex Pharmaceutical Division, LLC",70860-0104-10,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,"Athenex Pharmaceutical Division, LLC",70860-0105-20,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,"MEITHEAL PHARMACEUTICALS, INC.",71288-0022-11,Vancomycin HCl,500 MG,1,10,1,10
J3370,Vancomycin hcl injection,"MEITHEAL PHARMACEUTICALS, INC.",71288-0023-21,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,Meitheal Pharmaceuticals Inc.,71288-0024-21,Vancomycin HCl,500 MG,1,10,1.5,15
J3370,Vancomycin hcl injection,Meitheal Pharmaceuticals Inc.,71288-0025-75,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,Meitheal Pharmaceuticals Inc.,71288-0026-75,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,"Civica, Inc.",72572-0801-02,Vancomycin HCl,500 MG,1,10,2,20
J3370,Vancomycin hcl injection,"Civica, Inc.",72572-0803-01,Vancomycin HCl,500 MG,1,1,10,10
J3370,Vancomycin hcl injection,"Civica, Inc.",72572-0805-01,Vancomycin HCl,500 MG,1,1,20,20
J3370,Vancomycin hcl injection,"Alvogen, Inc.",72611-0765-10,Vancomycin HCl,500 MG,1,10,2,20
J3371,"Inj, vancomycin hcl (mylan)",Mylan Institutional LLC,67457-0705-75,Vancomycin HCl,500 MG,1,10,1.5,15
J3371,"Inj, vancomycin hcl (mylan)",Mylan Institutional LLC,67457-0823-99,Vancomycin HCl,500 MG,1,10,2.5,25
J3371,"Inj, vancomycin hcl (mylan)",Mylan Institutional LLC,67457-0824-99,Vancomycin HCl,500 MG,1,10,3,30
J3372,"Inj, vancomycin hcl (xellia)","Xellia Pharmaceuticals USA, LLC.",70594-0041-03,Vancomycin HCl,500 MG,100,12,1,12
J3372,"Inj, vancomycin hcl (xellia)","Xellia Pharmaceuticals USA, LLC.",70594-0042-03,Vancomycin HCl,500 MG,1,12,2,24
J3372,"Inj, vancomycin hcl (xellia)","Xellia Pharmaceuticals USA, LLC.",70594-0043-02,Vancomycin HCl,500 MG,1,6,3,18
J3372,"Inj, vancomycin hcl (xellia)","Xellia Pharmaceuticals USA, LLC.",70594-0044-02,Vancomycin HCl,500 MG,400,6,4,24
J3372,"Inj, vancomycin hcl (xellia)","Xellia Pharmaceuticals USA, LLC.",70594-0056-03,Vancomycin HCl,500 MG,150,12,1.5,18
J3372,"Inj, vancomycin hcl (xellia)","Xellia Pharmaceuticals USA, LLC.",70594-0057-02,Vancomycin HCl,500 MG,250,6,2.5,15
J3372,"Inj, vancomycin hcl (xellia)","Xellia Pharmaceuticals USA, LLC.",70594-0058-02,Vancomycin HCl,500 MG,350,6,3.5,21
