HCPCS Code,NDC,Description,Drug Name,Pkg Size,Pkg Qty,BUPP,Payment Limit,ASP
J2792,70257-0330-51,"Rho(d) immune globulin h, sd",WINRHO SDF,1.3,1,15.0,33.723,31.814
J2792,70257-0350-51,"Rho(d) immune globulin h, sd",WINRHO SDF,2.2,1,25.0,33.723,31.814
J2794,00480-1232-08,"Inj risperdal consta, 0.5 mg",RISPERIDONE ER,1.0,1,50.0,12.164,11.475
J2794,00480-1342-08,"Inj risperdal consta, 0.5 mg",RISPERIDONE ER,1.0,1,75.0,12.164,11.475
J2794,00480-1453-08,"Inj risperdal consta, 0.5 mg",RISPERIDONE ER,1.0,1,100.0,12.164,11.475
J2794,00480-1554-08,"Inj risperdal consta, 0.5 mg",RISPERIDONE ER,1.0,1,25.0,12.164,11.475
J2794,50458-0306-11,"Inj risperdal consta, 0.5 mg",Risperdal Consta,1.0,1,50.0,12.164,11.475
J2794,50458-0307-11,"Inj risperdal consta, 0.5 mg",Risperdal Consta,1.0,1,75.0,12.164,11.475
J2794,50458-0308-11,"Inj risperdal consta, 0.5 mg",Risperdal Consta,1.0,1,100.0,12.164,11.475
J2794,50458-0309-11,"Inj risperdal consta, 0.5 mg",Risperdal Consta,1.0,1,25.0,12.164,11.475
J2795,00143-9263-10,Ropivacaine hcl injection,Ropivacaine,20.0,10,400.0,0.069,0.065
J2795,00404-9924-30,Ropivacaine hcl injection,Naropin,30.0,1,150.0,0.069,0.065
J2795,00409-9300-10,Ropivacaine hcl injection,Ropivacaine,10.0,10,200.0,0.069,0.065
J2795,00409-9300-20,Ropivacaine hcl injection,Ropivacaine,20.0,10,400.0,0.069,0.065
J2795,00409-9301-30,Ropivacaine hcl injection,Ropivacaine,30.0,10,1500.0,0.069,0.065
J2795,00409-9302-20,Ropivacaine hcl injection,Ropivacaine,20.0,10,1500.0,0.069,0.065
J2795,00409-9303-10,Ropivacaine hcl injection,Ropivacaine,10.0,10,1000.0,0.069,0.065
J2795,00409-9303-20,Ropivacaine hcl injection,Ropivacaine,20.0,10,2000.0,0.069,0.065
J2795,25021-0652-82,Ropivacaine hcl injection,Ropivacaine,100.0,10,5000.0,0.069,0.065
J2795,25021-0652-87,Ropivacaine hcl injection,Ropivacaine,200.0,10,10000.0,0.069,0.065
J2795,25021-0671-66,Ropivacaine hcl injection,Ropivacaine,100.0,10,2000.0,0.069,0.065
J2795,25021-0671-67,Ropivacaine hcl injection,Ropivacaine,200.0,10,4000.0,0.069,0.065
J2795,25021-0671-82,Ropivacaine hcl injection,Ropivacaine,100.0,10,2000.0,0.069,0.065
J2795,25021-0671-87,Ropivacaine hcl injection,Ropivacaine,200.0,10,4000.0,0.069,0.065
J2795,43066-0015-10,Ropivacaine hcl injection,Ropivacaine,20.0,10,400.0,0.069,0.065
J2795,43066-0019-10,Ropivacaine hcl injection,Ropivacaine,20.0,10,1000.0,0.069,0.065
J2795,43066-0023-10,Ropivacaine hcl injection,Ropivacaine,30.0,10,1500.0,0.069,0.065
J2795,43066-0027-10,Ropivacaine hcl injection,Ropivacaine,20.0,10,2000.0,0.069,0.065
J2795,43066-0152-10,Ropivacaine hcl injection,Ropivacaine,100.0,10,2000.0,0.069,0.065
J2795,43066-0154-10,Ropivacaine hcl injection,Ropivacaine,200.0,10,4000.0,0.069,0.065
J2795,55150-0195-20,Ropivacaine hcl injection,Ropivacaine,20.0,25,1000.0,0.069,0.065
J2795,55150-0196-99,Ropivacaine hcl injection,Ropivacaine,100.0,1,200.0,0.069,0.065
J2795,55150-0197-20,Ropivacaine hcl injection,Ropivacaine,20.0,25,2500.0,0.069,0.065
J2795,55150-0198-30,Ropivacaine hcl injection,Ropivacaine,30.0,25,3750.0,0.069,0.065
J2795,55150-0199-20,Ropivacaine hcl injection,Ropivacaine,20.0,25,3750.0,0.069,0.065
J2795,55150-0200-10,Ropivacaine hcl injection,Ropivacaine,10.0,25,2500.0,0.069,0.065
J2795,55150-0201-20,Ropivacaine hcl injection,Ropivacaine,20.0,25,5000.0,0.069,0.065
J2795,63323-0285-10,Ropivacaine hcl injection,Naropin,10.0,5,100.0,0.069,0.065
J2795,63323-0285-13,Ropivacaine hcl injection,Naropin,10.0,25,500.0,0.069,0.065
J2795,63323-0285-20,Ropivacaine hcl injection,Naropin ,20.0,5,200.0,0.069,0.065
J2795,63323-0285-23,Ropivacaine hcl injection,Naropin,20.0,25,1000.0,0.069,0.065
J2795,63323-0285-28,Ropivacaine hcl injection,Naropin,20.0,25,1000.0,0.069,0.065
J2795,63323-0285-61,Ropivacaine hcl injection,Naropin,100.0,24,4800.0,0.069,0.065
J2795,63323-0285-63,Ropivacaine hcl injection,Naropin,200.0,24,9600.0,0.069,0.065
J2795,63323-0285-64,Ropivacaine hcl injection,Naropin,200.0,12,4800.0,0.069,0.065
J2795,63323-0285-65,Ropivacaine hcl injection,Naropin,100.0,12,2400.0,0.069,0.065
J2795,63323-0285-67,Ropivacaine hcl injection,Naropin,100.0,12,2400.0,0.069,0.065
J2795,63323-0285-68,Ropivacaine hcl injection,Naropin,100.0,12,2400.0,0.069,0.065
J2795,63323-0285-73,Ropivacaine hcl injection,Naropin,200.0,12,4800.0,0.069,0.065
J2795,63323-0286-00,Ropivacaine hcl injection,Naropin,100.0,12,6000.0,0.069,0.065
J2795,63323-0286-20,Ropivacaine hcl injection,Naropin,20.0,5,500.0,0.069,0.065
J2795,63323-0286-23,Ropivacaine hcl injection,Naropin,20.0,25,2500.0,0.069,0.065
J2795,63323-0286-27,Ropivacaine hcl injection,Naropin,20.0,25,2500.0,0.069,0.065
J2795,63323-0286-31,Ropivacaine hcl injection,Naropin ,30.0,5,750.0,0.069,0.065
J2795,63323-0286-35,Ropivacaine hcl injection,Naropin,30.0,25,3750.0,0.069,0.065
J2795,63323-0286-38,Ropivacaine hcl injection,Naropin,30.0,25,3750.0,0.069,0.065
J2795,63323-0286-63,Ropivacaine hcl injection,Naropin,200.0,12,12000.0,0.069,0.065
J2795,63323-0286-95,Ropivacaine hcl injection,Naropin,30.0,25,3750.0,0.069,0.065
J2795,63323-0287-20,Ropivacaine hcl injection,Naropin,20.0,5,750.0,0.069,0.065
J2795,63323-0287-21,Ropivacaine hcl injection,Naropin,20.0,25,3750.0,0.069,0.065
J2795,63323-0288-10,Ropivacaine hcl injection,Naropin,10.0,5,500.0,0.069,0.065
J2795,63323-0288-11,Ropivacaine hcl injection,Naropin,10.0,25,2500.0,0.069,0.065
J2795,63323-0288-20,Ropivacaine hcl injection,Naropin,20.0,5,1000.0,0.069,0.065
J2795,63323-0288-21,Ropivacaine hcl injection,Naropin,20.0,25,5000.0,0.069,0.065
J2795,63323-0288-27,Ropivacaine hcl injection,Naropin,20.0,5,1000.0,0.069,0.065
J2795,63323-0288-29,Ropivacaine hcl injection,Naropin,20.0,25,5000.0,0.069,0.065
J2795,67457-0798-99,Ropivacaine hcl injection,ROPIVACAINE HCL,100.0,10,2000.0,0.069,0.065
J2795,67457-0799-99,Ropivacaine hcl injection,ROPIVACAINE HCL,200.0,10,4000.0,0.069,0.065
J2795,70121-1732-09,Ropivacaine hcl injection,ROPIVACAINE HCL,100.0,24,4800.0,0.069,0.065
J2795,70121-1733-09,Ropivacaine hcl injection,ROPIVACAINE HCL,200.0,24,9600.0,0.069,0.065
J2795,72572-0707-10,Ropivacaine hcl injection,Ropivacaine Hcl,30.0,10,1500.0,0.069,0.065
J2796,55513-0221-01,Romiplostim injection,Nplate,1.0,1,25.0,100.814,95.108
J2796,55513-0222-01,Romiplostim injection,Nplate,1.0,1,50.0,100.814,95.108
J2796,55513-0223-01,Romiplostim injection,Nplate,1.0,1,12.5,100.814,95.108
J2798,12496-0090-01,"Inj., perseris, 0.5 mg",Perseris,1.0,1,180.0,12.211,11.52
J2798,12496-0120-01,"Inj., perseris, 0.5 mg",Perseris,1.0,1,240.0,12.211,11.52
J2799,51759-0305-10,"Inj, uzedy, 1 mg",UZEDY,0.14,1,50.0,25.08,23.66
J2799,51759-0410-10,"Inj, uzedy, 1 mg",UZEDY,0.21,1,75.0,25.08,23.66
J2799,51759-0520-10,"Inj, uzedy, 1 mg",UZEDY,0.28,1,100.0,25.08,23.66
J2799,51759-0630-10,"Inj, uzedy, 1 mg",UZEDY,0.35,1,125.0,25.08,23.66
J2799,51759-0740-10,"Inj, uzedy, 1 mg",UZEDY,0.42,1,150.0,25.08,23.66
J2799,51759-0850-10,"Inj, uzedy, 1 mg",UZEDY,0.56,1,200.0,25.08,23.66
J2799,51759-0960-10,"Inj, uzedy, 1 mg",UZEDY,0.7,1,250.0,25.08,23.66
J2800,00404-9992-10,Methocarbamol injection,Methocarbamol,10.0,1,1.0,8.099,7.641
J2800,00517-1825-10,Methocarbamol injection,Methocarbamol,10.0,10,10.0,8.099,7.641
J2800,00641-6103-10,Methocarbamol injection,ROBAXIN,10.0,10,10.0,8.099,7.641
J2800,00641-6103-25,Methocarbamol injection,Robaxin,10.0,25,25.0,8.099,7.641
J2800,00641-6217-25,Methocarbamol injection,Robaxin,10.0,25,25.0,8.099,7.641
J2800,25021-0675-10,Methocarbamol injection,Methocarbamol,10.0,25,25.0,8.099,7.641
J2800,43598-0839-36,Methocarbamol injection,Methocarbamol,10.0,10,10.0,8.099,7.641
J2800,55150-0223-10,Methocarbamol injection,Methocarbamol,10.0,25,25.0,8.099,7.641
J2800,63323-0778-10,Methocarbamol injection,Methocarbamol,10.0,25,25.0,8.099,7.641
J2800,67457-0273-10,Methocarbamol injection,Methocarbamol,10.0,25,25.0,8.099,7.641
J2800,71288-0716-10,Methocarbamol injection,Methocarbamol,10.0,25,25.0,8.099,7.641
J2805,00270-0556-15,Sincalide injection,Sincalide Inj,1.0,10,10.0,142.52,134.453
J2805,63323-0579-05,Sincalide injection,Sincalide,1.0,10,10.0,142.52,134.453
J2820,71837-5843-05,Sargramostim injection,Leukine (LYO PWD),1.0,5,25.0,59.995,56.599
J2860,73090-0420-01,"Injection, siltuximab",Sylvant,1.0,1,10.0,153.155,144.486
J2860,73090-0421-01,"Injection, siltuximab",Sylvant,1.0,1,40.0,153.155,144.486
J2916,00024-2792-10,Na ferric gluconate complex,Ferrlecit,5.0,10,50.0,2.137,2.016
J2916,00024-2794-10,Na ferric gluconate complex,Ferrlecit,5.0,10,50.0,2.137,2.016
J2916,00143-9298-10,Na ferric gluconate complex,SODIUM FERRIC GLUCONATE,5.0,10,50.0,2.137,2.016
J2916,00143-9570-10,Na ferric gluconate complex,SODIUM FERRIC GLUCONATE,5.0,10,50.0,2.137,2.016
J2919,00009-0003-02,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,100.0,0.295,0.278
J2919,00009-0018-20,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,200.0,0.295,0.278
J2919,00009-0039-06,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,200.0,0.295,0.278
J2919,00009-0039-28,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,200.0,0.295,0.278
J2919,00009-0039-32,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,200.0,0.295,0.278
J2919,00009-0047-04,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,625.0,0.295,0.278
J2919,00009-0047-22,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,625.0,0.295,0.278
J2919,00009-0047-26,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,625.0,0.295,0.278
J2919,00009-0698-01,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,200.0,0.295,0.278
J2919,00009-0698-02,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,200.0,0.295,0.278
J2919,00009-0758-01,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,100.0,0.295,0.278
J2919,00009-0850-01,"Inj, methylpred sod succ 5mg",SOLU-MEDROL,1.0,1,400.0,0.295,0.278
J2919,00143-9753-25,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,25,200.0,0.295,0.278
J2919,00143-9754-25,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,25,625.0,0.295,0.278
J2919,00143-9850-01,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,1,100.0,0.295,0.278
J2919,00143-9851-01,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,1,200.0,0.295,0.278
J2919,00404-9957-02,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,25.0,0.295,0.278
J2919,00404-9958-01,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,8.0,0.295,0.278
J2919,43598-0127-25,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,25,200.0,0.295,0.278
J2919,43598-0128-11,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,1,100.0,0.295,0.278
J2919,43598-0129-25,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,25,625.0,0.295,0.278
J2919,43598-0130-74,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,1,200.0,0.295,0.278
J2919,50090-0271-00,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,25.0,0.295,0.278
J2919,50090-0271-01,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,625.0,0.295,0.278
J2919,51662-1263-01,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,25.0,0.295,0.278
J2919,51662-1263-03,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,625.0,0.295,0.278
J2919,51662-1264-01,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,1,8.0,0.295,0.278
J2919,51662-1264-03,"Inj, methylpred sod succ 5mg",Solu-Medrol,1.0,25,200.0,0.295,0.278
J2919,63323-0255-03,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,25,200.0,0.295,0.278
J2919,63323-0258-03,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,25,625.0,0.295,0.278
J2919,63323-0265-30,"Inj, methylpred sod succ 5mg",Methylprednisolone Sodium Succ,1.0,1,200.0,0.295,0.278
J2997,50242-0041-10,Alteplase recombinant,Cathflo Activase,1.0,10,20.0,91.341,86.171
J2997,50242-0041-64,Alteplase recombinant,Cathflo Activase,1.0,1,2.0,91.341,86.171
J2997,50242-0044-13,Alteplase recombinant,Activase,1.0,1,50.0,91.341,86.171
J2997,50242-0085-27,Alteplase recombinant,Activase,1.0,1,100.0,91.341,86.171
J3000,39822-0706-02,Streptomycin injection,Streptomycin Sulfate,1.0,10,10.0,31.975,30.165
J3010,00409-9093-11,Fentanyl citrate injection,Fentanyl Citrate,2.0,10,10.0,0.838,0.791
J3010,00409-9093-32,Fentanyl citrate injection,FENTANYL CITRATE,2.0,10,10.0,0.838,0.791
J3010,00409-9093-35,Fentanyl citrate injection,FENTANYL CITRATE,5.0,10,25.0,0.838,0.791
J3010,00409-9094-22,Fentanyl citrate injection,Fentanyl Citrate,2.0,25,25.0,0.838,0.791
J3010,00409-9094-25,Fentanyl citrate injection,FENTANYL CITRATE,5.0,25,62.5,0.838,0.791
J3010,00409-9094-28,Fentanyl citrate injection,Fentanyl Citrate,10.0,25,125.0,0.838,0.791
J3010,00409-9094-31,Fentanyl citrate injection,Fentanyl Citrate,20.0,25,250.0,0.838,0.791
J3010,00409-9094-61,Fentanyl citrate injection,FENTANYL CITRATE,50.0,25,625.0,0.838,0.791
J3010,00641-6027-25,Fentanyl citrate injection,Fentanyl Citrate,2.0,25,25.0,0.838,0.791
J3010,00641-6028-25,Fentanyl citrate injection,Fentanyl Citrate,5.0,25,62.5,0.838,0.791
J3010,00641-6029-01,Fentanyl citrate injection,FENTANYL CITRATE/PF 50 MCG/ML VIAL (ML),20.0,1,10.0,0.838,0.791
J3010,00641-6029-25,Fentanyl citrate injection,Fentanyl Citrate,20.0,25,250.0,0.838,0.791
J3010,00641-6030-01,Fentanyl citrate injection,Fentanyl Citrate,50.0,1,25.0,0.838,0.791
J3010,00641-6247-25,Fentanyl citrate injection,Fentanyl Citrate,1.0,25,12.5,0.838,0.791
J3010,00641-6248-10,Fentanyl citrate injection,FENTANYL CITRATE,1.0,10,5.0,0.838,0.791
J3010,00641-6249-10,Fentanyl citrate injection,FENTANYL CITRATE,1.0,10,5.0,0.838,0.791
J3010,63323-0806-01,Fentanyl citrate injection,Fentanyl Citrate,1.0,25,12.5,0.838,0.791
J3010,63323-0806-02,Fentanyl citrate injection,Fentanyl Citrate,2.0,25,25.0,0.838,0.791
J3010,63323-0806-05,Fentanyl citrate injection,Fentanyl Citrate,5.0,25,62.5,0.838,0.791
J3010,63323-0806-20,Fentanyl citrate injection,Fentanyl Citrate,20.0,25,250.0,0.838,0.791
J3010,63323-0806-50,Fentanyl citrate injection,Fentanyl Citrate,50.0,1,25.0,0.838,0.791
J3010,63323-0808-11,Fentanyl citrate injection,Fentanyl Citrate,1.0,10,5.0,0.838,0.791
J3010,63323-0810-20,Fentanyl citrate injection,Fentanyl Citrate,2.0,20,20.0,0.838,0.791
J3010,72572-0170-25,Fentanyl citrate injection,Fentanyl Citrate,2.0,25,25.0,0.838,0.791
J3010,72572-0171-10,Fentanyl citrate injection,Fentanyl Citrate,5.0,10,25.0,0.838,0.791
J3010,72572-0171-25,Fentanyl citrate injection,Fentanyl Citrate,5.0,25,62.5,0.838,0.791
J3010,72572-0172-01,Fentanyl citrate injection,Fentanyl Citrate,50.0,1,25.0,0.838,0.791
J3010,81565-0205-02,Fentanyl citrate injection,FENTANYL CITRATE,2.0,25,25.0,0.838,0.791
J3032,67386-0130-51,Inj. eptinezumab-jjmr 1 mg,Vyepti,1.0,1,100.0,18.656,17.6
J3055,57894-0469-01,Inj talquetamab-tgvs 0.25 mg,Talvey,1.5,1,12.0,67.612,63.785
J3055,57894-0470-01,Inj talquetamab-tgvs 0.25 mg,Talvey,1.0,1,160.0,67.612,63.785
J3060,00069-0106-01,"Inj, taliglucerase alfa 10 u",Elelyso,1.0,1,20.0,44.57,42.047
J3090,67919-0040-02,Inj tedizolid phosphate,SIVEXTRO,1.0,10,2000.0,1.809,1.707
J3090,72000-0320-10,Inj tedizolid phosphate,Sivextro,1.0,10,2000.0,1.809,1.707
J3095,66220-0315-22,Telavancin injection,Vibativ,1.0,12,900.0,7.06,6.66
J3101,50242-0120-47,Tenecteplase injection,TNKASE,1.0,1,50.0,157.468,148.555
J3105,00143-9375-10,Terbutaline sulfate inj,Terbutaline Sulfate,1.0,10,10.0,3.663,3.456
J3105,00143-9746-10,Terbutaline sulfate inj,TERBUTALINE,1.0,10,10.0,3.663,3.456
J3105,00404-9962-01,Terbutaline sulfate inj,Terbutaline Sulfate,1.0,1,1.0,3.663,3.456
J3105,63323-0665-01,Terbutaline sulfate inj,Terbutaline Sulfate,1.0,25,25.0,3.663,3.456
J3111,55513-0880-02,Inj. romosozumab-aqqg 1 mg,Evenity,1.17,2,210.0,11.155,10.524
J3121,00143-9750-01,Inj testostero enanthate 1mg,Testosterone Enanthate,5.0,1,1000.0,0.047,0.044
J3145,67979-0511-43,Testosterone undecanoate 1mg,Aveed ,3.0,1,750.0,1.889,1.782
J3230,00404-9836-01,Chlorpromazine hcl injection,Chlorpromazine HCl,1.0,1,0.5,30.094,28.391
J3230,00641-1397-35,Chlorpromazine hcl injection,Chlorpromazine Hcl,1.0,25,12.5,30.094,28.391
J3230,00641-1398-35,Chlorpromazine hcl injection,Chlorpromazine Hcl,2.0,25,25.0,30.094,28.391
J3230,51662-1406-01,Chlorpromazine hcl injection,Chlorpromazine HCl,2.0,1,1.0,30.094,28.391
J3230,52584-0397-31,Chlorpromazine hcl injection,Chlorpromazine HCl,1.0,1,0.5,30.094,28.391
J3230,55150-0318-25,Chlorpromazine hcl injection,Chlorpromazine Hcl,1.0,25,12.5,30.094,28.391
J3230,55150-0319-25,Chlorpromazine hcl injection,Chlorpromazine Hcl,2.0,25,25.0,30.094,28.391
J3240,58468-0030-02,Thyrotropin injection,Thyrogen,1.0,2,2.0,2065.839,1948.905
J3241,75987-0130-15,Inj. teprotumumab-trbw 10 mg,Tepezza,1.0,1,50.0,336.14,317.113
J3243,00008-4990-20,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,00008-4994-20,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,00781-3481-92,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,55150-0228-10,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,60505-6098-01,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,63323-0960-10,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,70121-1647-07,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,70594-0035-02,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3243,71288-0019-11,Tigecycline injection,Tigecycline,1.0,10,500.0,0.583,0.55
J3245,47335-0177-95,"Inj., tildrakizumab, 1 mg",Ilumya,1.0,1,100.0,133.551,125.992
J3246,14789-0102-05,Tirofiban hcl,Tirofiban,250.0,1,50.0,3.963,3.739
J3246,25208-0001-04,Tirofiban hcl,Aggrastat,15.0,1,15.0,3.963,3.739
J3246,25208-0002-01,Tirofiban hcl,Aggrastat,100.0,1,20.0,3.963,3.739
J3246,25208-0002-02,Tirofiban hcl,Aggrastat,250.0,1,50.0,3.963,3.739
J3246,25208-0002-03,Tirofiban hcl,Aggrastat,100.0,1,20.0,3.963,3.739
J3246,25208-0902-01,Tirofiban hcl,Aggrastat,100.0,1,20.0,3.963,3.739
J3246,25208-0902-02,Tirofiban hcl,Aggrastat,250.0,1,50.0,3.963,3.739
J3246,55150-0429-01,Tirofiban hcl,Tirofiban,100.0,1,20.0,3.963,3.739
J3246,55150-0430-01,Tirofiban hcl,Tirofiban,250.0,1,50.0,3.963,3.739
J3247,00078-1168-61,Inj secukinumab intrav 1mg,Cosentyx,5.0,1,125.0,17.564,16.57
J3250,00404-9964-02,Trimethobenzamide hcl inj,Tigan,2.0,1,1.0,48.359,45.622
J3250,42023-0119-25,Trimethobenzamide hcl inj,Tigan,2.0,25,25.0,48.359,45.622
J3250,51662-1430-01,Trimethobenzamide hcl inj,Tigan,2.0,1,1.0,48.359,45.622
J3250,51662-1430-03,Trimethobenzamide hcl inj,Tigan,2.0,25,25.0,48.359,45.622
J3260,00409-3578-01,Tobramycin sulfate injection,Tobramycin Sulfate,2.0,25,25.0,2.388,2.253
J3260,36000-0242-01,Tobramycin sulfate injection,Tobramycin Sulfate,1.0,1,15.0,2.388,2.253
J3260,36000-0244-25,Tobramycin sulfate injection,Tobramycin Sulfate,2.0,25,25.0,2.388,2.253
J3260,39822-0412-01,Tobramycin sulfate injection,Tobramycin Sulfate,1.0,1,15.0,2.388,2.253
J3260,39822-0412-06,Tobramycin sulfate injection,Tobramycin Sulfate,1.0,6,90.0,2.388,2.253
J3260,55150-0470-06,Tobramycin sulfate injection,Tobramycin Sulfate,1.0,6,90.0,2.388,2.253
J3260,63323-0303-51,Tobramycin sulfate injection,Tobramycin Sulfate,1.0,6,90.0,2.388,2.253
J3260,63323-0303-55,Tobramycin sulfate injection,Tobramycin Sulfate,1.0,6,90.0,2.388,2.253
J3260,63323-0305-02,Tobramycin sulfate injection,Tobramycin Sulfate,2.0,25,6.25,2.388,2.253
J3260,63323-0306-02,Tobramycin sulfate injection,Tobramycin Sulfate,2.0,25,25.0,2.388,2.253
J3260,63323-0306-26,Tobramycin sulfate injection,Tobramycin Sulfate,2.0,25,25.0,2.388,2.253
J3260,63323-0306-30,Tobramycin sulfate injection,Tobramycin Sulfate,30.0,10,150.0,2.388,2.253
J3260,63323-0307-51,Tobramycin sulfate injection,Tobramycin Sulfate,50.0,1,25.0,2.388,2.253
J3260,67457-0428-30,Tobramycin sulfate injection,Tobramycin Sulfate,30.0,10,150.0,2.388,2.253
J3260,67457-0473-22,Tobramycin sulfate injection,Tobramycin Sulfate,2.0,25,25.0,2.388,2.253
J3260,70436-0110-56,Tobramycin sulfate injection,TOBRAMYCIN,1.0,6,90.0,2.388,2.253
J3260,70436-0110-80,Tobramycin sulfate injection,TOBRAMYCIN,1.0,1,15.0,2.388,2.253
J3260,72266-0163-06,Tobramycin sulfate injection,Tobramycin Sulfate,1.0,6,90.0,2.388,2.253
J3262,50242-0135-01,Tocilizumab injection,Actemra,4.0,1,80.0,5.95,5.613
J3262,50242-0136-01,Tocilizumab injection,Actemra,10.0,1,200.0,5.95,5.613
J3262,50242-0137-01,Tocilizumab injection,Actemra,20.0,1,400.0,5.95,5.613
J3263,70114-0340-01,"Inj, toripalimab-tpzi, 1 mg",LOQTORZI,6.0,1,240.0,39.272,37.049
J3285,00703-0666-01,Treprostinil injection,Treprostinil Injection,20.0,1,20.0,55.484,52.343
J3285,00703-0676-01,Treprostinil injection,Treprostinil Injection,20.0,1,50.0,55.484,52.343
J3285,00703-0686-01,Treprostinil injection,Treprostinil Injection,20.0,1,100.0,55.484,52.343
J3285,00703-0696-01,Treprostinil injection,Treprostinil Injection,20.0,1,200.0,55.484,52.343
J3285,00781-3420-80,Treprostinil injection,Treprostinil Injection,20.0,1,20.0,55.484,52.343
J3285,00781-3425-80,Treprostinil injection,Treprostinil Injection,20.0,1,50.0,55.484,52.343
J3285,00781-3427-80,Treprostinil injection,Treprostinil Injection,20.0,1,100.0,55.484,52.343
J3285,00781-3430-80,Treprostinil injection,Treprostinil Injection,20.0,1,200.0,55.484,52.343
J3285,42023-0206-01,Treprostinil injection,Treprostinil Injection,20.0,1,20.0,55.484,52.343
J3285,42023-0207-01,Treprostinil injection,Treprostinil Injection,20.0,1,50.0,55.484,52.343
J3285,42023-0208-01,Treprostinil injection,Treprostinil Injection,20.0,1,100.0,55.484,52.343
J3285,42023-0209-01,Treprostinil injection,Treprostinil Injection,20.0,1,200.0,55.484,52.343
J3285,43598-0646-11,Treprostinil injection,Treprostinil Injection,20.0,1,50.0,55.484,52.343
J3285,43598-0647-11,Treprostinil injection,Treprostinil Injection,20.0,1,100.0,55.484,52.343
J3285,43598-0648-11,Treprostinil injection,Treprostinil Injection,20.0,1,200.0,55.484,52.343
J3285,43598-0649-11,Treprostinil injection,Treprostinil Injection,20.0,1,20.0,55.484,52.343
J3285,66302-0101-01,Treprostinil injection,Remodulin,20.0,1,20.0,55.484,52.343
J3285,66302-0102-01,Treprostinil injection,Remodulin,20.0,1,50.0,55.484,52.343
J3285,66302-0105-01,Treprostinil injection,Remodulin,20.0,1,100.0,55.484,52.343
J3285,66302-0110-01,Treprostinil injection,Remodulin,20.0,1,200.0,55.484,52.343
J3299,24208-0040-40,Inj xipere 1 mg,Xipere,0.9,1,36.0,48.583,45.833
J3299,71565-0040-01,Inj xipere 1 mg,Xipere,0.9,1,36.0,48.583,45.833
J3301,00003-0293-05,Triamcinolone acet inj nos,Kenalog,1.0,1,4.0,1.029,0.971
J3301,00003-0293-20,Triamcinolone acet inj nos,Kenalog,5.0,1,20.0,1.029,0.971
J3301,00003-0293-28,Triamcinolone acet inj nos,Kenalog,10.0,1,40.0,1.029,0.971
J3301,00003-0315-05,Triamcinolone acet inj nos,Kenalog-80,1.0,1,8.0,1.029,0.971
J3301,00003-0315-20,Triamcinolone acet inj nos,Kenalog-80,5.0,1,40.0,1.029,0.971
J3301,00003-0494-20,Triamcinolone acet inj nos,Kenalog,5.0,1,5.0,1.029,0.971
J3301,00703-0241-01,Triamcinolone acet inj nos,Triamcinolone Acetonide,1.0,1,4.0,1.029,0.971
