69960,Release inner ear canal,J1,5165,66.3421,"$5,915.66",.,"$1,183.14",,,,,
69970,Remove inner ear lesion,J1,5165,66.3421,"$5,915.66",.,"$1,183.14",,,,,
69979,Unlisted px temporal bone,T,5161,2.6043,$232.22,.,$46.45,,,,,
69990,Microsurgery add-on,N,,, ,,,,,,,
70010,Contrast x-ray of brain,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
70015,Contrast x-ray of brain,Q2,5573,8.8602,$790.06,.,$158.02,,,,,
70030,X-ray eye for foreign body,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70100,X-ray exam of jaw <4views,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
7010F,Pt info into recall system,M,,, ,,,,,,,
70110,X-ray exam of jaw 4/> views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
70120,X-ray exam of mastoids,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
70130,X-ray exam of mastoids,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
70134,X-ray exam of middle ear,Q1,5524,6.1490,$548.30,.,$109.66,,,,,
70140,X-ray exam of facial bones,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70150,X-ray exam of facial bones,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
70160,X-ray exam of nasal bones,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70170,X-ray exam of tear duct,Q2,5523,2.7108,$241.72,.,$48.35,,,,,
70190,X-ray exam of eye sockets,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70200,X-ray exam of eye sockets,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
7020F,Mammo assess cat in dbase,E1,,, ,,,,,,,
70210,X-ray exam of sinuses,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70220,X-ray exam of sinuses,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70240,X-ray exam pituitary saddle,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70250,X-ray exam of skull,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
7025F,Pt infosys alarm 4 nxt mammo,E1,,, ,,,,,,,
70260,X-ray exam of skull,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
70300,X-ray exam of teeth,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70310,X-ray exam of teeth,Q1,5523,2.7108,$241.72,.,$48.35,,,,,
70320,Full mouth x-ray of teeth,Q1,5523,2.7108,$241.72,.,$48.35,,,,,
70328,X-ray exam of jaw joint,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70330,X-ray exam of jaw joints,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70332,X-ray exam of jaw joint,Q2,5523,2.7108,$241.72,.,$48.35,,,,,
70336,Magnetic image jaw joint,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
70350,X-ray head for orthodontia,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70355,Panoramic x-ray of jaws,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70360,X-ray exam of neck,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70370,Throat x-ray & fluoroscopy,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70371,Speech evaluation complex,Q1,5523,2.7108,$241.72,.,$48.35,,,,,
70380,X-ray exam of salivary gland,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
70390,X-ray exam of salivary duct,Q2,5523,2.7108,$241.72,.,$48.35,,,,,
70450,Ct head/brain w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
70460,Ct head/brain w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70470,Ct head/brain w/o & w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70480,Ct orbit/ear/fossa w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
70481,Ct orbit/ear/fossa w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70482,Ct orbit/ear/fossa w/o&w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70486,Ct maxillofacial w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
70487,Ct maxillofacial w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70488,Ct maxillofacial w/o & w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70490,Ct soft tissue neck w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
70491,Ct soft tissue neck w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70492,Ct sft tsue nck w/o & w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70496,Ct angiography head,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70498,Ct angiography neck,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
70540,Mri orbit/face/neck w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
70542,Mri orbit/face/neck w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70543,Mri orbt/fac/nck w/o &w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70544,Mr angiography head w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
70545,Mr angiography head w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70546,Mr angiograph head w/o&w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70547,Mr angiography neck w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
70548,Mr angiography neck w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70549,Mr angiograph neck w/o&w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70551,Mri brain stem w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
70552,Mri brain stem w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70553,Mri brain stem w/o & w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
70554,Fmri brain by tech,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
70555,Fmri brain by phys/psych,S,5523,2.7108,$241.72,.,$48.35,,,,,
70557,Mri brain w/o dye,S,5524,6.1490,$548.30,.,$109.66,,,,,
70558,Mri brain w/dye,S,5571,1.9964,$178.02,.,$35.61,,,,,
70559,Mri brain w/o & w/dye,S,5571,1.9964,$178.02,.,$35.61,,,,,
71045,X-ray exam chest 1 view,Q3,5521,0.9874,$88.05,.,$17.61,,,,,
71046,X-ray exam chest 2 views,Q3,5521,0.9874,$88.05,.,$17.61,,,,,
71047,X-ray exam chest 3 views,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
71048,X-ray exam chest 4+ views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
71100,X-ray exam ribs uni 2 views,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
71101,X-ray exam unilat ribs/chest,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
71110,X-ray exam ribs bil 3 views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
71111,X-ray exam ribs/chest4/> vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
71120,X-ray exam breastbone 2/>vws,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
71130,X-ray strenoclavic jt 3/>vws,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
71250,Ct thorax dx c-,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
71260,Ct thorax dx c+,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
71270,Ct thorax dx c-/c+,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
71271,Ct thorax lung cancer scr c-,S,5522,1.1926,$106.34,$0.00,$0.00,,,,,
71275,Ct angiography chest,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
71550,Mri chest w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
71551,Mri chest w/dye,Q3,5573,8.8602,$790.06,.,$158.02,,,,,
71552,Mri chest w/o & w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
71555,Mri angio chest w or w/o dye,B,,, ,,,,,,,
72020,X-ray exam of spine 1 view,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
72040,X-ray exam neck spine 2-3 vw,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
72050,X-ray exam neck spine 4/5vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72052,X-ray exam neck spine 6/>vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72070,X-ray exam thorac spine 2vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72072,X-ray exam thorac spine 3vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72074,X-ray exam thorac spine4/>vw,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72080,X-ray exam thoracolmb 2/> vw,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
72081,X-ray exam entire spi 1 vw,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
72082,X-ray exam entire spi 2/3 vw,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72083,X-ray exam entire spi 4/5 vw,S,5522,1.1926,$106.34,.,$21.27,,,,,
72084,X-ray exam entire spi 6/> vw,S,5522,1.1926,$106.34,.,$21.27,,,,,
72100,X-ray exam l-s spine 2/3 vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72110,X-ray exam l-2 spine 4/>vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72114,X-ray exam l-s spine bending,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72120,X-ray bend only l-s spine,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72125,Ct neck spine w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
72126,Ct neck spine w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72127,Ct neck spine w/o & w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
72128,Ct chest spine w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
72129,Ct chest spine w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
72130,Ct chest spine w/o & w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
72131,Ct lumbar spine w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
72132,Ct lumbar spine w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72133,Ct lumbar spine w/o & w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
72141,Mri neck spine w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
72142,Mri neck spine w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72146,Mri chest spine w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
72147,Mri chest spine w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72148,Mri lumbar spine w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
72149,Mri lumbar spine w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72156,Mri neck spine w/o & w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72157,Mri chest spine w/o & w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72158,Mri lumbar spine w/o & w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72159,Mr angio spine w/o&w/dye,B,,, ,,,,,,,
72170,X-ray exam of pelvis,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72190,X-ray exam of pelvis,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72191,Ct angiograph pelv w/o&w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
72192,Ct pelvis w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
72193,Ct pelvis w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
72194,Ct pelvis w/o & w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
72195,Mri pelvis w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
72196,Mri pelvis w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72197,Mri pelvis w/o & w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
72198,Mr angio pelvis w/o & w/dye,B,,, ,,,,,,,
72200,X-ray exam si joints,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72202,X-ray exam si joints 3/> vws,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
72220,X-ray exam sacrum tailbone,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
72240,Myelography neck spine,Q2,5573,8.8602,$790.06,.,$158.02,,,,,
72255,Myelography thoracic spine,Q2,5573,8.8602,$790.06,.,$158.02,,,,,
72265,Myelography l-s spine,Q2,5573,8.8602,$790.06,.,$158.02,,,,,
72270,Myelogphy 2/> spine regions,Q2,5573,8.8602,$790.06,.,$158.02,,,,,
72285,Discography cerv/thor spine,Q2,5431,21.8997,"$1,952.77",.,$390.56,,,,,
72295,X-ray of lower spine disk,Q2,5431,21.8997,"$1,952.77",.,$390.56,,,,,
73000,X-ray exam of collar bone,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73010,X-ray exam of shoulder blade,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
73020,X-ray exam of shoulder,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73030,X-ray exam of shoulder,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73040,Contrast x-ray of shoulder,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
73050,X-ray exam of shoulders,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73060,X-ray exam of humerus,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73070,X-ray exam of elbow,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73080,X-ray exam of elbow,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73085,Contrast x-ray of elbow,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
73090,X-ray exam of forearm,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73092,X-ray exam of arm infant,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
73100,X-ray exam of wrist,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73110,X-ray exam of wrist,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73115,Contrast x-ray of wrist,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
73120,X-ray exam of hand,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
73130,X-ray exam of hand,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73140,X-ray exam of finger(s),Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73200,Ct upper extremity w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
73201,Ct upper extremity w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
73202,Ct uppr extremity w/o&w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
73206,Ct angio upr extrm w/o&w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
73218,Mri upper extremity w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
73219,Mri upper extremity w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
73220,Mri uppr extremity w/o&w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
73221,Mri joint upr extrem w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
73222,Mri joint upr extrem w/dye,Q3,5573,8.8602,$790.06,.,$158.02,,,,,
73223,Mri joint upr extr w/o&w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
73225,Mr angio upr extr w/o&w/dye,B,,, ,,,,,,,
73501,X-ray exam hip uni 1 view,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73502,X-ray exam hip uni 2-3 views,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73503,X-ray exam hip uni 4/> views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
73521,X-ray exam hips bi 2 views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
73522,X-ray exam hips bi 3-4 views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
73523,X-ray exam hips bi 5/> views,S,5522,1.1926,$106.34,.,$21.27,,,,,
73525,Contrast x-ray of hip,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
73551,X-ray exam of femur 1,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73552,X-ray exam of femur 2/>,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73560,X-ray exam of knee 1 or 2,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73562,X-ray exam of knee 3,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73564,X-ray exam knee 4 or more,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
73565,X-ray exam of knees,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73580,Contrast x-ray of knee joint,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
73590,X-ray exam of lower leg,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73592,X-ray exam of leg infant,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73600,X-ray exam of ankle,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73610,X-ray exam of ankle,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73615,Contrast x-ray of ankle,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
73620,X-ray exam of foot,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73630,X-ray exam of foot,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73650,X-ray exam of heel,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73660,X-ray exam of toe(s),Q1,5521,0.9874,$88.05,.,$17.61,,,,,
73700,Ct lower extremity w/o dye,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
73701,Ct lower extremity w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
73702,Ct lwr extremity w/o&w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
73706,Ct angio lwr extr w/o&w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
73718,Mri lower extremity w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
73719,Mri lower extremity w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
73720,Mri lwr extremity w/o&w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
73721,Mri jnt of lwr extre w/o dye,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
73722,Mri joint of lwr extr w/dye,Q3,5573,8.8602,$790.06,.,$158.02,,,,,
73723,Mri joint lwr extr w/o&w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
73725,Mr ang lwr ext w or w/o dye,B,,, ,,,,,,,
74018,Radex abdomen 1 view,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
74019,Radex abdomen 2 views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
74021,Radex abdomen 3+ views,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
74022,Radex compl aqt abd series,Q1,5522,1.1926,$106.34,.,$21.27,,,,,
74150,Ct abdomen w/o contrast,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
74160,Ct abdomen w/contrast,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
74170,Ct abd wo cntrst flwd cntrst,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
74174,Cta abd&plvs w/contrast,S,5572,4.0051,$357.13,.,$71.43,,,,,
74175,Cta abdomen w/contrast,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
74176,Ct abd & pelvis w/o contrast,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
74177,Ct abd & pelvis w/contrast,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
74178,Ct abd&plv wo cntr flwd cntr,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
74181,Mri abdomen w/o contrast,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
74182,Mri abdomen w/contrast,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
74183,Mri abd w/o cntr flwd cntr,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
74185,Mra abd w or w/o cntrst,B,,, ,,,,,,,
74190,Peritoneogram rs&i,Q2,5524,6.1490,$548.30,.,$109.66,,,,,
74210,X-ray xm phrnx&/crv esoph c+,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74220,X-ray xm esophagus 1cntrst,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74221,X-ray xm esophagus 2cntrst,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74230,X-ray xm swlng funcj c+,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74235,Remove esophagus obstruction,N,,, ,,,,,,,
74240,X-ray xm upr gi trc 1cntrst,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74246,X-ray xm upr gi trc 2cntrst,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74248,X-ray sm int f-thru std,N,,, ,,,,,,,
74250,X-ray xm sm int 1cntrst std,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74251,X-ray xm sm int 2cntrst std,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74261,Ct colonography dx,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
74262,Ct colonography dx w/dye,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
74263,Ct colonography screening,S,5523,2.7108,$241.72,$0.00,$0.00,,,,,
74270,X-ray xm colon 1cntrst std,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74280,X-ray xm colon 2cntrst std,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74283,Ther nma rdctj intus/obstrcj,S,5571,1.9964,$178.02,.,$35.61,,,,,
74290,Contrast x-ray gallbladder,Q1,5571,1.9964,$178.02,.,$35.61,,,,,
74300,X-ray bile ducts/pancreas,N,,, ,,,,,,,
74301,X-rays at surgery add-on,N,,, ,,,,,,,
74328,X-ray bile duct endoscopy,N,,, ,,,,,,,
74329,X-ray for pancreas endoscopy,N,,, ,,,,,,,
74330,X-ray bile/panc endoscopy,N,,, ,,,,,,,
74340,X-ray guide for gi tube,N,,, ,,,,,,,
74355,X-ray guide intestinal tube,N,,, ,,,,,,,
74360,X-ray guide gi dilation,N,,, ,,,,,,,
74363,X-ray bile duct dilation,N,,, ,,,,,,,
74400,Urography iv +-kub tomog,S,5571,1.9964,$178.02,.,$35.61,,,,,
74410,Urography nfs drip&/bolus,S,5571,1.9964,$178.02,.,$35.61,,,,,
74415,Urography nfs drip&/bls w/nf,S,5571,1.9964,$178.02,.,$35.61,,,,,
74420,Urography rtrgr +-kub,S,5572,4.0051,$357.13,.,$71.43,,,,,
74425,Urography antegrade rs&i,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
74430,Contrast x-ray bladder,Q2,5572,4.0051,$357.13,.,$71.43,,,,,
74440,X-ray male genital tract,Q2,5523,2.7108,$241.72,.,$48.35,,,,,
74445,X-ray exam of penis,Q2,5522,1.1926,$106.34,.,$21.27,,,,,
74450,X-ray urethra/bladder,Q2,5523,2.7108,$241.72,.,$48.35,,,,,
74455,X-ray urethra/bladder,Q2,5523,2.7108,$241.72,.,$48.35,,,,,
74470,X-ray exam of kidney lesion,Q2,5524,6.1490,$548.30,.,$109.66,,,,,
74485,Dilation urtr/urt rs&i,Q2,5373,22.9733,"$2,048.51",.,$409.71,,,,,
74712,Mri fetal sngl/1st gestation,S,5523,2.7108,$241.72,.,$48.35,,,,,
74713,Mri fetal ea addl gestation,N,,, ,,,,,,,
74740,X-ray female genital tract,Q2,5523,2.7108,$241.72,.,$48.35,,,,,
74742,X-ray fallopian tube,N,,, ,,,,,,,
74775,X-ray exam of perineum,S,5523,2.7108,$241.72,.,$48.35,,,,,
75557,Cardiac mri for morph,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
75559,Cardiac mri w/stress img,Q3,5524,6.1490,$548.30,.,$109.66,,,,,
75561,Cardiac mri for morph w/dye,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
75563,Card mri w/stress img & dye,Q3,5573,8.8602,$790.06,.,$158.02,,,,,
75565,Card mri veloc flow mapping,N,,, ,,,,,,,
75571,Ct hrt w/o dye w/ca test,Q1,5521,0.9874,$88.05,.,$17.61,,,,,
75572,Ct hrt w/3d image,S,5572,4.0051,$357.13,.,$71.43,,,,,
75573,Ct hrt c+ strux cgen hrt ds,S,5572,4.0051,$357.13,.,$71.43,,,,,
75574,Ct angio hrt w/3d image,S,5572,4.0051,$357.13,.,$71.43,,,,,
75580,N-invas est c ffr sw aly cta,S,5724,11.4097,"$1,017.39",.,$203.48,,,,,
75600,Contrast exam thoracic aorta,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75605,Contrast exam thoracic aorta,Q2,5184,60.6231,"$5,405.70",.,"$1,081.14",,,,,
75625,Contrast exam abdominl aorta,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75630,X-ray aorta leg arteries,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75635,Ct angio abdominal arteries,Q2,5571,1.9964,$178.02,.,$35.61,,,,,
75705,Artery x-rays spine,Q2,5184,60.6231,"$5,405.70",.,"$1,081.14",,,,,
75710,Artery x-rays arm/leg,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75716,Artery x-rays arms/legs,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75726,Artery x-rays abdomen,Q2,5184,60.6231,"$5,405.70",.,"$1,081.14",,,,,
75731,Artery x-rays adrenal gland,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75733,Artery x-rays adrenals,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75736,Artery x-rays pelvis,Q2,5184,60.6231,"$5,405.70",.,"$1,081.14",,,,,
75741,Artery x-rays lung,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75743,Artery x-rays lungs,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75746,Artery x-rays lung,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75756,Artery x-rays chest,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75774,Artery x-ray each vessel,N,,, ,,,,,,,
75801,Lymph vessel x-ray arm/leg,Q2,5181,6.9336,$618.26,.,$123.66,,,,,
75803,Lymph vessel x-ray arms/legs,J1,5182,17.4213,"$1,553.44",.,$310.69,,,,,
75805,Lymph vessel x-ray trunk,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75807,Lymph vessel x-ray trunk,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75809,Nonvascular shunt x-ray,Q2,5522,1.1926,$106.34,.,$21.27,,,,,
75810,Vein x-ray spleen/liver,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75820,Vein x-ray arm/leg,Q2,5182,17.4213,"$1,553.44",.,$310.69,,,,,
75822,Vein x-ray arms/legs,J1,5182,17.4213,"$1,553.44",.,$310.69,,,,,
75825,Vein x-ray trunk,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75827,Vein x-ray chest,Q2,5182,17.4213,"$1,553.44",.,$310.69,,,,,
75831,Vein x-ray kidney,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75833,Vein x-ray kidneys,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75840,Vein x-ray adrenal gland,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75842,Vein x-ray adrenal glands,Q2,5184,60.6231,"$5,405.70",.,"$1,081.14",,,,,
75860,Vein x-ray neck,Q2,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75870,Vein x-ray skull,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
75872,Vein x-ray skull epidural,Q2,5181,6.9336,$618.26,.,$123.66,,,,,
75880,Vein x-ray eye socket,Q2,5181,6.9336,$618.26,.,$123.66,,,,,
