HCPCS Code,Description,NDC,Drug Name,Pkg Size,Pkg Qty,BUPP,Payment Limit,ASP,SI,Effective Start Date
J3285,Treprostinil injection,00781-3420-80,Treprostinil Injection,20.0,1,20.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,00781-3425-80,Treprostinil Injection,20.0,1,50.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,00781-3427-80,Treprostinil Injection,20.0,1,100.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,00781-3430-80,Treprostinil Injection,20.0,1,200.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,42023-0206-01,Treprostinil Injection,20.0,1,20.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,42023-0207-01,Treprostinil Injection,20.0,1,50.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,42023-0208-01,Treprostinil Injection,20.0,1,100.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,42023-0209-01,Treprostinil Injection,20.0,1,200.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,43598-0646-11,Treprostinil Injection,20.0,1,50.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,43598-0647-11,Treprostinil Injection,20.0,1,100.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,43598-0648-11,Treprostinil Injection,20.0,1,200.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,43598-0649-11,Treprostinil Injection,20.0,1,20.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,66302-0101-01,Remodulin,20.0,1,20.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,66302-0102-01,Remodulin,20.0,1,50.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,66302-0105-01,Remodulin,20.0,1,100.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,66302-0110-01,Remodulin,20.0,1,200.0,54.48,51.396,K,2026-01-01
J3285,Treprostinil injection,66302-0114-01,Remodulin,20.0,1,8.0,54.48,51.396,K,2026-01-01
J3299,Inj xipere 1 mg,24208-0040-40,Xipere,0.9,1,36.0,47.85,45.142,K,2026-01-01
J3299,Inj xipere 1 mg,71565-0040-01,Xipere,0.9,1,36.0,47.85,45.142,K,2026-01-01
J3300,Triamcinolone a inj prs-free,00078-0897-78,Triesence,1.0,1,40.0,24.491,23.105,G,2026-01-01
J3300,Triamcinolone a inj prs-free,82667-0800-01,Triesence,1.0,1,40.0,24.491,23.105,G,2026-01-01
J3301,Triamcinolone acet inj nos,00003-0293-05,Kenalog-80,1.0,1,4.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00003-0293-20,Kenalog-80,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00003-0293-28,Kenalog-80,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00003-0315-05,Kenalog-80,1.0,1,8.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00003-0315-20,Kenalog-80,5.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00003-0494-20,Kenalog-80,5.0,1,5.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00143-9387-25,Triamcinolone Acetonide,1.0,25,100.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00703-0241-01,Triamcinolone Acetonide,1.0,1,4.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00703-0243-01,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,00703-0245-01,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,16714-0130-25,Triamcinolone Acetonide,1.0,25,100.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,16714-0140-01,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,16714-0150-01,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,43598-0676-11,Triamcinolone Acetonide,5.0,1,5.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,50090-0256-00,Kenalog-40,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,50090-0295-01,Kenalog-40,5.0,1,5.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,50090-0819-00,Kenalog-40,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,50090-2360-00,Kenalog-40,1.0,1,4.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,55150-0384-01,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,55150-0385-01,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,67457-0621-02,Triamcinolone Acetonide,1.0,1,4.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,67457-0621-99,Triamcinolone Acetonide,1.0,25,100.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,67457-0622-05,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,67457-0622-99,Triamcinolone Acetonide,5.0,25,500.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,67457-0623-10,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,67457-0623-99,Triamcinolone Acetonide,10.0,25,1000.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1049-02,Triamcinolone Acetonide,1.0,1,4.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1049-05,Triamcinolone Acetonide,1.0,25,100.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1168-01,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1169-01,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1651-01,Triamcinolone Acetonide,1.0,1,4.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1651-05,Triamcinolone Acetonide,1.0,25,100.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1652-01,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1653-01,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1654-01,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1655-01,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,70121-1657-01,Triamcinolone Acetonide,1.0,1,4.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,81298-5781-05,Triamcinolone Acetonide,1.0,25,100.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,81298-5783-03,Triamcinolone Acetonide,10.0,1,40.0,0.741,0.699,N,2026-01-01
J3301,Triamcinolone acet inj nos,81298-5785-03,Triamcinolone Acetonide,5.0,1,20.0,0.741,0.699,N,2026-01-01
J3304,Inj triamcinolone ace xr 1mg,65250-0003-01,Zilretta,1.0,1,32.0,18.579,17.527,K,2026-01-01
J3315,Triptorelin pamoate,74676-5902-01,Trelstar,1.0,1,1.0,463.195,436.976,K,2026-01-01
J3315,Triptorelin pamoate,74676-5904-01,Trelstar,1.0,1,3.0,463.195,436.976,K,2026-01-01
J3315,Triptorelin pamoate,74676-5906-01,Trelstar,1.0,1,6.0,463.195,436.976,K,2026-01-01
J3316,"Inj., triptorelin xr 3.75 mg",24338-0150-20,Triptodur,1.0,1,6.0,3764.986,3551.874,K,2026-01-01
J3358,"Ustekinumab, iv inject, 1 mg",57894-0054-27,Stelara,26.0,1,130.0,12.49,11.783,K,2026-01-01
J3358,"Ustekinumab, iv inject, 1 mg",57894-0444-01,Ustekinumab,26.0,1,130.0,12.49,11.783,K,2026-01-01
J3360,Diazepam injection,00404-9848-10,Diazepam,10.0,1,10.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,00404-9849-02,Diazepam,2.0,1,2.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,00409-1273-32,Diazepam,2.0,10,20.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,00409-3213-12,Diazepam,10.0,10,100.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,00641-6243-10,Diazepam,10.0,10,100.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,00641-6244-10,Diazepam,2.0,10,20.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,43598-0106-10,Diazepam,2.0,10,20.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,62332-0811-20,Diazepam,2.0,10,20.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,69339-0136-34,Diazepam,2.0,10,20.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,69339-0136-97,Diazepam,2.0,10,20.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,69339-0137-05,Diazepam,10.0,5,50.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,69339-0137-95,Diazepam,10.0,5,50.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,72572-0140-02,Diazepam,2.0,10,20.0,6.69,6.311,N,2026-01-01
J3360,Diazepam injection,76045-0204-20,Diazepam,2.0,24,48.0,6.69,6.311,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00143-9355-10,Vancomycin HCl,1.0,10,750.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00143-9357-10,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00143-9358-01,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00143-9359-01,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-0122-04,Vancomycin HCl,250.0,4,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-0124-04,Vancomycin HCl,300.0,4,600.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-3551-48,Vancomycin HCl,100.0,1,600.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-3552-48,Vancomycin HCl,200.0,1,600.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-3580-48,Vancomycin HCl,150.0,1,450.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-3581-01,Vancomycin HCl,100.0,1,600.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-3582-01,Vancomycin HCl,150.0,1,450.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00338-3583-01,Vancomycin HCl,200.0,1,600.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00404-9965-99,Vancomycin HCl,1.0,1,50.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-1319-01,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-3515-01,Vancomycin HCl,1.0,10,1500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-4332-01,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-5017-01,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6509-01,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6509-49,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6531-01,Vancomycin HCl,1.0,10,750.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6531-02,Vancomycin HCl,1.0,10,750.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6533-21,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6533-31,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6534-01,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",00409-6535-01,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",16714-0247-10,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",16714-0309-10,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",25021-0150-10,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",25021-0151-20,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",25021-0157-99,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",25021-0158-99,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0203-20,Vancomycin HCl,1.0,10,750.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0203-26,Vancomycin HCl,1.0,10,750.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0221-10,Vancomycin HCl,1.0,25,1250.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0221-16,Vancomycin HCl,1.0,25,1250.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0284-20,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0284-26,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0295-61,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0295-66,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0314-61,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",63323-0314-66,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",67457-0339-50,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",67457-0340-01,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",67457-0341-05,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",67457-0342-10,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",68001-0407-75,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70436-0020-82,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70436-0021-82,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70436-0022-82,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70436-0023-82,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70594-0045-02,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70594-0046-02,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70594-0047-01,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70594-0048-01,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70594-0122-02,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70594-0123-02,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70860-0104-10,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",70860-0105-20,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",71288-0022-11,Vancomycin HCl,1.0,10,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",71288-0023-21,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",71288-0024-21,Vancomycin HCl,1.0,10,750.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",71288-0025-75,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",71288-0026-75,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",72572-0801-02,Vancomycin HCl,1.0,10,1000.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",72572-0803-01,Vancomycin HCl,1.0,1,500.0,0.031,0.029,N,2026-01-01
J3373,"Inj, vancomycin hcl, 10 mg",72572-0805-01,Vancomycin HCl,1.0,1,1000.0,0.031,0.029,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",00143-9152-10,Vancomycin HCl,1.0,10,1250.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",00143-9153-10,Vancomycin HCl,1.0,10,1500.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",25021-0147-20,Vancomycin HCl,1.0,10,750.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",25021-0148-30,Vancomycin HCl,1.0,10,1250.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",25021-0149-30,Vancomycin HCl,1.0,10,1500.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",55150-0471-10,Vancomycin HCl,1.0,10,1250.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",55150-0472-10,Vancomycin HCl,1.0,10,1500.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",67457-0705-75,Vancomycin HCl,1.0,10,750.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",67457-0823-99,Vancomycin HCl,1.0,10,1250.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",67457-0824-99,Vancomycin HCl,1.0,10,1500.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",68462-0477-74,Vancomycin HCl,1.0,10,750.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",68462-0478-84,Vancomycin HCl,1.0,10,1250.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",68462-0479-84,Vancomycin HCl,1.0,10,1500.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",72078-0065-99,Vancomycin HCl,1.0,10,1750.0,0.103,0.097,N,2026-01-01
J3374,"Inj, vancomycin (mylan) 10mg",72078-0066-99,Vancomycin HCl,1.0,10,2000.0,0.103,0.097,N,2026-01-01
J3375,Inj vancomycin (xellia) 10mg,70594-0041-03,Vancomycin HCl,100.0,12,600.0,0.134,0.126,N,2026-01-01
J3375,Inj vancomycin (xellia) 10mg,70594-0042-03,Vancomycin HCl,1.0,12,1200.0,0.134,0.126,N,2026-01-01
J3375,Inj vancomycin (xellia) 10mg,70594-0043-02,Vancomycin HCl,1.0,6,900.0,0.134,0.126,N,2026-01-01
J3375,Inj vancomycin (xellia) 10mg,70594-0044-02,Vancomycin HCl,400.0,6,1200.0,0.134,0.126,N,2026-01-01
J3375,Inj vancomycin (xellia) 10mg,70594-0056-03,Vancomycin HCl,150.0,12,900.0,0.134,0.126,N,2026-01-01
J3375,Inj vancomycin (xellia) 10mg,70594-0057-02,Vancomycin HCl,250.0,6,750.0,0.134,0.126,N,2026-01-01
J3375,Inj vancomycin (xellia) 10mg,70594-0058-02,Vancomycin HCl,350.0,6,1050.0,0.134,0.126,N,2026-01-01
J3376,Inj vancomycin (hikma) 10mg,00143-9161-10,Vancomycin HCl,1.0,10,500.0,0.019,0.018,,2026-01-01
J3376,Inj vancomycin (hikma) 10mg,00143-9161-25,Vancomycin HCl,1.0,25,1250.0,0.019,0.018,,2026-01-01
J3376,Inj vancomycin (hikma) 10mg,00143-9162-10,Vancomycin HCl,1.0,10,1000.0,0.019,0.018,,2026-01-01
J3376,Inj vancomycin (hikma) 10mg,00143-9163-01,Vancomycin HCl,1.0,1,500.0,0.019,0.018,,2026-01-01
J3376,Inj vancomycin (hikma) 10mg,00143-9164-01,Vancomycin HCl,1.0,1,1000.0,0.019,0.018,,2026-01-01
J3379,"Inj, valproate sod, 5 mg",00143-9637-10,Valproate Sodium,5.0,10,1000.0,0.045,0.042,,2026-01-01
J3379,"Inj, valproate sod, 5 mg",00143-9785-10,Valproate Sodium,5.0,10,1000.0,0.045,0.042,,2026-01-01
J3379,"Inj, valproate sod, 5 mg",25021-0797-05,Valproate Sodium,5.0,10,1000.0,0.045,0.042,,2026-01-01
J3379,"Inj, valproate sod, 5 mg",63323-0494-05,Valproate Sodium,5.0,10,1000.0,0.045,0.042,,2026-01-01
J3379,"Inj, valproate sod, 5 mg",63323-0494-16,Valproate Sodium,5.0,10,1000.0,0.045,0.042,,2026-01-01
J3379,"Inj, valproate sod, 5 mg",70860-0784-05,Valproate Sodium,5.0,10,1000.0,0.045,0.042,,2026-01-01
J3380,Inj vedolizumab iv 1 mg,64764-0300-20,Entyvio,1.0,1,300.0,21.371,20.161,K,2026-01-01
J3385,Velaglucerase alfa,54092-0701-04,Vpriv,1.0,1,4.0,386.428,364.555,K,2026-01-01
J3396,Verteporfin injection,00187-5600-15,Visudyne,1.0,1,150.0,11.556,10.902,K,2026-01-01
J3401,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",82194-0510-02,Vyjuvek,1.0,1,25.0,1014.786,957.345,G,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0111-01,Ryoncil,1.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0112-02,Ryoncil,1.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0113-03,Ryoncil,3.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0114-01,Ryoncil,4.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0115-02,Ryoncil,5.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0116-03,Ryoncil,6.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0117-04,Ryoncil,7.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3402,Inj. remestemcel-l-rknd/ td,73648-0118-02,Ryoncil,8.0,1,1.0,201669.021,190253.793,K,2026-01-01
J3403,"Revakinagene, per implant",82958-0501-01,Encelto,1.0,1,1.0,265000.0,250000.0,G,2026-01-01
J3410,Hydroxyzine hcl injection,00404-9877-01,Hydroxyzine HCl,1.0,1,2.0,13.0,12.264,N,2026-01-01
J3410,Hydroxyzine hcl injection,00404-9878-02,Hydroxyzine HCl,2.0,1,4.0,13.0,12.264,N,2026-01-01
J3410,Hydroxyzine hcl injection,00517-4201-25,Hydroxyzine HCl,1.0,25,25.0,13.0,12.264,N,2026-01-01
J3410,Hydroxyzine hcl injection,00517-5601-25,Hydroxyzine HCl,1.0,25,50.0,13.0,12.264,N,2026-01-01
J3410,Hydroxyzine hcl injection,00517-5602-25,Hydroxyzine HCl,2.0,25,100.0,13.0,12.264,N,2026-01-01
J3410,Hydroxyzine hcl injection,51662-1649-03,Hydroxyzine HCl,1.0,25,25.0,13.0,12.264,N,2026-01-01
J3411,Thiamine hcl 100 mg,00404-9799-20,Thiamine HCl,2.0,1,2.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,00404-9963-02,Thiamine HCl,2.0,1,2.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,00641-6228-25,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,25021-0500-02,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,43598-0050-25,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,50090-4407-01,Thiamine HCl,2.0,1,2.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,50090-5407-01,Thiamine HCl,2.0,1,2.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,51662-1523-01,Thiamine HCl,2.0,1,2.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,51662-1523-03,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,55150-0273-25,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,63323-0013-02,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,63323-0013-09,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,63323-0013-26,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
J3411,Thiamine hcl 100 mg,65145-0129-25,Thiamine HCl,2.0,25,50.0,1.806,1.704,N,2026-01-01
