Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective January 1, 2026 through March 31, 2026",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q25 ASP data.,,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,
J8655,"Oral netupitant, palonosetro",0.5 MG,380.188,20.000,,,,,,,
J8670,"Rolapitant, oral, 1mg",1 MG,2.003,20.000,,,,,,,
J8700,Temozolomide,5 MG,0.542,20.000,,,,,,,
J8705,Topotecan oral,0.25 mg,125.090,20.000,,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.783,20.000,,,,,,,
J9011,"Datopotamab deruxtecan, 1 mg",1 MG,51.552,20.000,,,,,,,
J9017,Arsenic trioxide injection,1 MG,7.388,20.000,,,,,,,
J9021,"Inj, aspara, rylaze, 0.1 mg",0.1 MG,56.176,19.350,,,,,,Inflation-adjusted coinsurance,
J9022,"Inj, atezolizumab,10 mg",10 MG,93.910,20.000,,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,104.986,20.000,,,,,,,
J9024,Inj atezolizumb 5mg hya-tqjs,5 MG,32.101,19.687,,,,,,Inflation-adjusted coinsurance,
J9025,Azacitidine injection,1 MG,0.463,20.000,,,,,,,
J9026,"Inj, tarlatamab-dlle, 1 mg",1 MG,1566.586,20.000,,,,,,,
J9027,Clofarabine injection,1 MG,14.369,20.000,,,,,,,
J9028,"Inj, nogapendekin pmln, 1mcg",1 MCG,94.728,20.000,,,,,,,
J9029,"Instill adstiladrin, tx dose",PER THERAPEUTIC DOSE,64274.791,20.000,,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,3.279,20.000,,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,53.111,19.638,,,,,,Inflation-adjusted coinsurance,
J9033,"Inj, bendamustine hcl, 1mg",1 MG,2.047,20.000,,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,12.834,20.000,,,,,,,
J9035,Bevacizumab injection,10 MG,73.632,20.000,,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,13.649,20.000,,,,,,AMP-based payment limit,
J9038,Inj axatilimab-csfr 0.1 mg,0.1 MG,55.650,20.000,,,,,,,
J9039,"Injection, blinatumomab",1 MCG,163.683,18.451,,,,,,Inflation-adjusted coinsurance,
J9040,Bleomycin sulfate injection,15 UNITS,23.018,20.000,,,,,,,
J9041,"Injection, bortezomib, 0.1mg",0.1 MG,2.678,20.000,,,,,,,
J9042,Brentuximab vedotin inj,1 MG,268.451,17.405,,,,,,Inflation-adjusted coinsurance,
J9043,Cabazitaxel injection,1 MG,230.796,20.000,,,,,,,
J9045,Carboplatin injection,50 MG,2.929,20.000,,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,55.607,17.981,,,,,,Inflation-adjusted coinsurance,
J9049,"Inj, bortezomib, hospira",0.1 MG,1.454,20.000,,,,,,,
J9050,Carmustine injection,100 MG,232.623,20.000,,,,,,,
J9054,Inj bortezomib boruzu 0.1 mg,0.1 MG,25.634,20.000,,,,,,,
J9055,Cetuximab injection,10 MG,80.343,20.000,,,,,,,
J9056,"Inj, vivimusta, 1 mg",1 MG,31.993,20.000,,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,2.112,20.000,,,,,,AMP-based payment limit,
J9061,"Inj, amivantamab-vmjw",2 MG,22.555,18.787,,,,,,Inflation-adjusted coinsurance,
J9063,"Inj, elahere, 1 mg",1 MG,71.166,19.969,,,,,,Inflation-adjusted coinsurance,
J9065,Inj cladribine per 1 mg,1 MG,7.419,20.000,,,,,,,
J9071,Inj cyclophosphamd auromedic,5 MG,0.606,20.000,,,,,,,
J9072,Inj cyclophos frindovyx 5 mg,5 MG,8.991,9.037,,,,,,Inflation-adjusted coinsurance,
J9073,Inj cyclophos dr reddys 5 mg,5 MG,0.696,20.000,,,,,,,
J9074,"Inj, cyclophosphamd, sandoz",5 MG,3.841,20.000,,,,,,,
J9075,"Inj, cyclophosphamide, nos",5 MG,0.585,20.000,,,,,,,
J9076,"Inj, cyclophos (baxter) 5mg",5 MG,4.920,20.000,,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.835,20.000,,,,,,,
J9118,Inj. calaspargase pegol-mknl,10 UNIT,82.075,20.000,,,,,,,
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,28.691,20.000,,,,,,,
J9120,Dactinomycin injection,0.5 MG,307.985,20.000,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.124,20.000,,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,55.058,20.000,,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,70.788,20.000,,,,,,,
J9150,Daunorubicin injection,10 MG,26.326,20.000,,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,260.490,19.230,,,,,,Inflation-adjusted coinsurance,
J9155,Degarelix injection,1 MG,4.450,20.000,,,,,,,
J9171,Docetaxel injection,1 MG,0.651,20.000,,,,,,,
J9172,"Docetaxel (docivyx), 1 mg",1 MG,49.757,20.000,,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,86.270,20.000,,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,8.037,20.000,,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,36.718,19.550,,,,,,Inflation-adjusted coinsurance,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.973,20.000,,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,72.608,20.000,,,,,,,
J9181,Etoposide injection,10 MG,1.044,20.000,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,81.409,20.000,,,,,,,
J9190,Fluorouracil injection,500 MG,1.941,20.000,,,,,,,
J9196,Inj gemcitabine hcl (accord),200 MG,5.290,18.560,,,,,,Inflation-adjusted coinsurance,
J9200,Floxuridine injection,500 MG,4254.923,20.000,,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.590,20.000,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,777.502,16.889,,,,,,Inflation-adjusted coinsurance,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,240.165,20.000,,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,253.467,20.000,,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,65.956,20.000,,,,,,,
J9206,Irinotecan injection,20 MG,1.794,20.000,,,,,,AMP-based payment limit,
J9207,Ixabepilone injection,1 MG,139.976,19.778,,,,,,Inflation-adjusted coinsurance,
J9208,Ifosfamide injection,1 GM,24.843,20.000,,,,,,,
J9209,Mesna injection,200 MG,1.700,20.000,,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,384.132,20.000,,,,,,,
J9211,Idarubicin hcl injection,5 MG,40.048,20.000,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,170.778,20.000,,,,,,,
J9223,"Inj. lurbinectedin, 0.1 mg",0.1 MG,210.784,20.000,,,,,,,
J9226,Supprelin la implant,50 MG,43185.339,20.000,,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,84.295,19.836,,,,,,Inflation-adjusted coinsurance,
J9228,Ipilimumab injection,1 MG,186.914,20.000,,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2816.767,20.000,,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,86.942,20.000,,,,,,,
J9246,"Inj., evomela, 1 mg",1 MG,18.634,20.000,,,,,,,
J9248,Inj melphalan (hepzato) 1 mg,1 MG,795.000,20.000,,,,,,,
J9256,"Inj, nipocalimab-aahu, 3 mg",3 MG,32.743,20.000,,,,,,Added January 2026,
J9260,Inj methotrexate sodium 50mg,50 MG,2.579,20.000,,,,,,,
J9261,Nelarabine injection,50 MG,65.160,20.000,,,,,,,
J9263,Oxaliplatin,0.5 MG,0.047,20.000,,,,,,AMP-based payment limit,
J9264,Paclitaxel protein bound,1 MG,8.184,20.000,,,,,,,
J9266,Pegaspargase injection,1 EA,28424.059,18.721,,,,,,Inflation-adjusted coinsurance,
J9267,Paclitaxel injection,1 MG,0.099,20.000,,,,,,,
J9268,Pentostatin injection,10 MG,2537.096,19.188,,,,,,Inflation-adjusted coinsurance,
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,357.024,19.648,,,,,,Inflation-adjusted coinsurance,
J9271,Inj pembrolizumab,1 MG,59.726,20.000,,,,,,,
J9272,"Inj, dostarlimab-gxly, 10 mg",10 MG,247.437,20.000,,,,,,,
J9273,"Inj tisotu vedotin-tftv, 1mg",1 MG,196.068,18.580,,,,,,Inflation-adjusted coinsurance,
J9274,"Inj, tebentafusp-tebn, 1 mcg",1 MCG,222.210,19.999,,,,,,Inflation-adjusted coinsurance,
J9276,"Inj zanidatamab-hrii, 2 mg",2 MG,24.998,20.000,,,,,,,
J9280,Mitomycin injection,5 MG,26.104,20.000,,,,,,,
J9281,Mitomycin instillation,1 MG,323.905,20.000,,,,,,,
J9286,"Inj glofitamab gxbm, 2.5 mg",2.5 MG,2843.588,20.000,,,,,,,
J9289,Inj nivolumab 2 mg hyaluron,2 MG,27.801,20.000,,,,,,,
J9292,"Inj, pemetrexed dipotassium",10 MG,81.232,20.000,,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,30.877,20.000,,,,,,,
J9294,"Inj pemetrexed, hospira 10mg",10 MG,4.190,20.000,,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.731,20.000,,,,,,,
J9296,Inj pemetrexed (accord) 10mg,10 mg,9.736,20.000,,,,,,,
J9297,Inj pemetrexed (sandoz) 10mg,10 MG,1.488,18.408,,,,,,Inflation-adjusted coinsurance,
J9298,Inj nivol relatlimab 3mg/1mg,3 mg/1 mg,201.654,20.000,,,,,,,
J9299,"Injection, nivolumab",1 MG,33.573,20.000,,,,,,,
J9301,Obinutuzumab inj,10 MG,81.625,19.492,,,,,,Inflation-adjusted coinsurance,
J9303,Panitumumab injection,10 MG,173.673,18.287,,,,,,Inflation-adjusted coinsurance,
J9304,"Inj. pemetrexed, 10 mg",10 MG,39.934,20.000,,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,3.594,20.000,,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,17.012,19.643,,,,,,Inflation-adjusted coinsurance,
J9307,Pralatrexate injection,1 MG,392.719,20.000,,,,,,,
J9308,"Injection, ramucirumab",5 MG,75.583,20.000,,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,136.772,20.000,,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,36.874,20.000,,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,74.765,20.000,,,,,,,
J9314,Inj pemetrexed (teva) 10mg,10 MG,15.334,18.896,,,,,,Inflation-adjusted coinsurance,
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,60.960,20.000,,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,36.982,20.000,,,,,,,
J9318,Inj romidepsin non-lyo 0.1mg,0.1 MG,28.517,20.000,,,,,,,
J9319,Inj romidepsin lyophil 0.1mg,0.1 MG,30.906,20.000,,,,,,,
J9321,Inj epcoritamab-bysp 0.16 mg,0.16 MG,56.805,20.000,,,,,,,
J9323,Inj pemetrexed ditromethamin,10 mg,0.125,20.000,,,,,,,
J9324,"Inj, pemrydi rtu, 10 mg",10 MG,73.318,20.000,,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,73.939,18.879,,,,,,Inflation-adjusted coinsurance,
J9326,Telisotuzumab vedotin-tllv,1 MG,145.871,20.000,,,,,,Added January 2026,
J9328,Temozolomide injection,1 MG,10.398,20.000,,,,,,,
J9329,"Inj, tislelizumab-jsgr",1 MG,58.371,20.000,,,,,,,
J9330,Temsirolimus injection,1 MG,20.316,20.000,,,,,,,
J9331,Inj sirolimus prot part 1 mg,1 MG,87.110,20.000,,,,,,,
J9332,Inj efgartigimod 2mg,2 MG,32.223,20.000,,,,,,,
J9333,Inj rozanolixizum-noli 1 mg,1 MG,23.376,20.000,,,,,,,
J9334,Inj efgart-alfa 2mg hya-qvfc,2 MG,34.117,20.000,,,,,,,
J9341,Inj thiotepa (tepylute) 1 mg,1 MG,38.550,20.000,,,,,,Added January 2026,
J9342,Inj thiotepa nos 1 mg,1 MG,8.863,20.000,,,,,,,
J9345,"Inj, retifanlimab-dlwr, 1 mg",1 MG,30.527,20.000,,,,,,,
J9347,"Inj, tremelimumab-actl, 1 mg",1 MG,143.018,20.000,,,,,,,
J9348,"Inj. naxitamab-gqgk, 1 mg",1 MG,686.083,20.000,,,,,,,
J9349,"Inj., tafasitamab-cxix",2 MG,14.242,20.000,,,,,,,
J9350,"Inj mosunetuzumab-axgb, 1 mg",1 MG,655.379,20.000,,,,,,,
J9351,Topotecan injection,0.1 MG,1.248,20.000,,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,391.070,20.000,,,,,,,
J9353,"Inj. margetuximab-cmkb, 5 mg",5 MG,53.749,19.662,,,,,,Inflation-adjusted coinsurance,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,42.193,19.994,,,,,,Inflation-adjusted coinsurance,
J9355,Inj trastuzumab excl biosimi,10 MG,73.483,20.000,,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,61.068,20.000,,,,,,,
J9357,Valrubicin injection,200 MG,1303.342,20.000,,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,31.300,19.167,,,,,,Inflation-adjusted coinsurance,
J9359,Inj lon tesirin-lpyl 0.075mg,0.075 MG,221.222,20.000,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,5.183,20.000,,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,8.151,20.000,,,,,,,
J9380,Inj teclistamab cqyv 0.5 mg,0.5 MG,34.575,19.323,,,,,,Inflation-adjusted coinsurance,
J9381,Inj teplizumab mzwv 5 mcg,5 MCG,38.386,20.000,,,,,,,
J9382,Inj zenocutuzumab-zbco 1 mg,1 MG,33.567,20.000,,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,5.440,20.000,,,,,,,
J9394,"Inj, fulvestrant (fresenius)",25 MG,27.112,20.000,,,,,,,
J9395,"Injection, fulvestrant",25 MG,5.720,20.000,,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,7.224,20.000,,,,,,AMP-based payment limit,
P9041,"Albumin (human),5%, 50ml",50 ML,10.615,20.000,,,95,10.615,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,53.077,20.000,,,95,53.077,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.231,20.000,,,95,21.231,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.077,20.000,,,95,53.077,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.360,20.000,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.360,20.000,,,,,,,
Q0162,Ondansetron oral,1 MG,0.014,20.000,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,1.352,20.000,,,,,,,
Q0224,"Inj, pemivibart, 4500 mg",4500 MG,7239.000,0.000,95,7239.000,,,,See COVID-19 vaccine pricing webpage for payment effective dates ,
Q0249,Tocilizumab for covid-19,1 MG,7.569,0.000,95,7.569,,,,See COVID-19 vaccine pricing webpage for payment effective dates,
Q2041,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,532192.241,18.350,,,,,,Inflation-adjusted coinsurance,
Q2042,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,566531.304,18.547,,,,,,Inflation-adjusted coinsurance,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),54404.108,20.000,,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,104.008,20.000,,,,,,,
Q2053,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,489450.202,19.952,,,,,,Inflation-adjusted coinsurance,
Q2054,Lisocabtagene mara car pos t,"Up to 110 million CAR-positive viable T cells, per therapeutic dose",562201.242,18.308,,,,,,Inflation-adjusted coinsurance,
Q2055,Idecabtagene vicleucel car,UP TO 510 MILLION AUTOLOGOUS ANTI-BCMA CAR-POSITIVE VIABLE T CELLS,558081.726,18.857,,,,,,Inflation-adjusted coinsurance,
Q2056,Ciltacabtagene car-pos t,up to 100 million autologous b-cell maturation antigen (bcma) directed car-positive t cells,587649.574,18.291,,,,,,Inflation-adjusted coinsurance,
Q2057,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,770620.000,20.000,,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,158.916,20.000,,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.774,20.000,,,,,,,
Q5099,"Inj ustekinumab-stba, 1 mg",1 MG,11.853,20.000,,,,,,8% of reference add-on applied,
Q5100,"Inj ustekinumab-kfce, 1 mg",1 MG,24.684,20.000,,,,,,8% of reference add-on applied,
Q5101,"Injection, zarxio",1 MCG,0.349,20.000,,,,,,8% of reference add-on applied,
Q5103,"Injection, inflectra",10 MG,24.220,20.000,,,,,,8% of reference add-on applied,
Q5104,"Injection, renflexis",10 MG,27.754,20.000,,,,,,8% of reference add-on applied,
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.757,20.000,,,,,,8% of reference add-on applied,
Q5106,Inj retacrit non-esrd use,1000 UNITS,7.567,20.000,,,,,,8% of reference add-on applied,
Q5107,Inj mvasi 10 mg,10 MG,23.840,20.000,,,,,,8% of reference add-on applied,
Q5108,"Injection, fulphila",0.5 MG,98.871,20.000,,,,,,,
Q5110,Nivestym,1 MCG,0.275,20.000,,,,,,8% of reference add-on applied,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,161.989,20.000,,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,27.272,20.000,,,,,,8% of reference add-on applied,
Q5113,Inj herzuma 10 mg,10 MG,55.431,20.000,,,,,,8% of reference add-on applied,
Q5114,Inj ogivri 10 mg,10 MG,37.709,20.000,,,,,,8% of reference add-on applied,
Q5115,Inj truxima 10 mg,10 MG,30.145,20.000,,,,,,8% of reference add-on applied,
Q5116,"Inj., trazimera, 10 mg",10 MG,8.205,20.000,,,,,,8% of reference add-on applied,
Q5117,"Inj., kanjinti, 10 mg",10 MG,51.439,20.000,,,,,,8% of reference add-on applied,
Q5118,"Inj., zirabev, 10 mg",10 MG,25.799,20.000,,,,,,8% of reference add-on applied,
Q5119,"Inj ruxience, 10 mg",10 MG,13.270,20.000,,,,,,8% of reference add-on applied,
Q5120,Inj pegfilgrastim-bmez 0.5mg,0.5 MG,119.294,20.000,,,,,,8% of reference add-on applied,
Q5121,"Inj. avsola, 10 mg",10 MG,23.811,20.000,,,,,,8% of reference add-on applied,
Q5122,"Inj, nyvepria",0.5 MG,133.054,20.000,,,,,,,
Q5123,"Inj. riabni, 10 mg",10 MG,20.896,20.000,,,,,,8% of reference add-on applied,
Q5124,"Inj. byooviz, 0.1 mg",0.1 MG,60.215,20.000,,,,,,8% of reference add-on applied,
Q5125,"Inj, releuko 1 mcg",1 MCG,0.338,20.000,,,,,,8% of reference add-on applied,
Q5126,Inj alymsys 10 mg,10 MG,33.012,20.000,,,,,,8% of reference add-on applied,
Q5127,"Inj, stimufend, 0.5 mg",0.5 MG,147.236,20.000,,,,,,,
Q5128,"Inj, cimerli, 0.1 mg",0.1 MG,83.340,20.000,,,,,,,
Q5129,"Inj, vegzelma, 10 mg",10 MG,38.158,20.000,,,,,,8% of reference add-on applied,
Q5130,"Inj, fylnetra, 0.5 mg",0.5 MG,127.227,20.000,,,,,,,
Q5133,"Inj, tofidence, 1 mg",1 MG,5.585,20.000,,,,,,8% of reference add-on applied,
Q5135,"Inj, tyenne, 1 mg",1 MG,4.194,20.000,,,,,,8% of reference add-on applied,
Q5136,"Inj. denosumab-bbdz, 1 mg",1 MG,28.230,20.000,,,,,,Added January 2026 - 8% of reference add-on applied,
Q5138,"Inj, wezlana, iv, 1 mg",1 MG,11.642,20.000,,,,,,8% of reference add-on applied,
Q5146,"Inj, hercessi, 10 mg",10 MG,37.151,20.000,,,,,,8% of reference add-on applied,
Q5147,"Inj, aflibercept-ayyh, 1 mg",1 MG,866.203,20.000,,,,,,,
Q5148,"Inj, nyposi 1 mcg",1 MCG,0.997,20.000,,,,,,Added January 2026,
Q5151,"Inj, eculizumab-aagh, 2 mg",2 MG,31.672,20.000,,,,,,Added January 2026 - 8% of reference add-on applied,
Q5152,"Inj, eculizumab-aeeb, 2 mg",2 MG,42.347,20.000,,,,,,Added January 2026 - 8% of reference add-on applied,
Q9950,Inj sulf hexa lipid microsph,1 ML,18.166,20.000,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,40.207,20.000,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,40.207,20.000,,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.074,20.000,,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.255,20.000,,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.223,20.000,,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,1.036,20.000,,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.401,20.000,,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.149,20.000,,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1998.533,20.000,,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1998.533,20.000,,,,,,,
Q9997,Ustekinumab-ttwe iv inj 1 mg,1 MG,8.268,20.000,,,,,,8% of reference add-on applied,
Q9998,"Inj ustekinumab-aekn, 1 mg",1 MG,43.201,20.000,,,,,,8% of reference add-on applied,
Q9999,Inj ustekinumab-aauz 1 mg,1 MG,32.957,20.000,,,,,,8% of reference add-on applied,
