Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective January 1, 2024 through March 31, 2024",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q23 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J9356,"Inj. herceptin hylecta, 10mg",10 MG,66.022,20.000,,,,,,
J9357,Valrubicin injection,200 MG,1363.848,20.000,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,27.240,20.000,,,,,,
J9359,Inj lon tesirin-lpyl 0.075mg,0.075 MG,200.627,20.000,,,,,,
J9360,Vinblastine sulfate inj,1 MG,4.216,20.000,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,7.725,20.000,,,,,,
J9380,Inj teclistamab cqyv 0.5 mg,0.5 MG,30.847,20.000,,,,,,
J9381,Inj teplizumab mzwv 5 mcg,5 MCG,36.255,20.000,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,7.416,20.000,,,,,,
J9394,"Inj, fulvestrant (fresenius)",25 MG,53.000,12.170,,,,,,Inflation-adjusted coinsurance
J9395,"Injection, fulvestrant",25 MG,8.445,20.000,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,7.282,20.000,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.615,20.000,,,95,10.615,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,53.077,20.000,,,95,53.077,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.231,20.000,,,95,21.231,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.077,20.000,,,95,53.077,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.357,20.000,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.357,20.000,,,,,,
Q0162,Ondansetron oral,1 MG,0.014,20.000,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,0.811,20.000,,,,,,
Q2041,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,449440.000,20.000,,,,,,
Q2042,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,511072.497,19.455,,,,,,Inflation-adjusted coinsurance
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),53426.656,20.000,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,85.484,20.000,,,,,,
Q2053,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,449440.000,20.000,,,,,,
Q2054,Lisocabtagene mara car pos t,"Up to 110 million CAR-positive viable T cells, per therapeutic dose",473853.516,20.000,,,,,,
Q2055,Idecabtagene vicleucel car,UP TO 460 MILLION AUTOLOGOUS ANTI-BCMA CAR-POSITIVE VIABLE T CELLS,484690.300,20.000,,,,,,
Q2056,Ciltacabtagene car-pos t,up to 100 million autologous b-cell maturation antigen (bcma) directed car-positive t cells,507195.920,20.000,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,53.691,20.000,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,146.666,20.000,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.889,20.000,,,,,,
Q4101,Apligraf,1 SQ CM,30.401,20.000,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,13.407,20.000,,,,,,
Q4103,Oasis burn matrix,1 SQ CM,12.989,20.000,,,,,,
Q4104,Integra bmwd,1 SQ CM,49.534,20.000,,,,,,
Q4105,Integra drt or omnigraft,1 SQ CM,25.344,20.000,,,,,,
Q4106,Dermagraft,1 SQ CM,44.944,20.000,,,,,,
Q4108,Integra matrix,1 SQ CM,44.360,20.000,,,,,,
Q4110,Primatrix,1 SQ CM,39.055,20.000,,,,,,
Q4111,Gammagraft,1 SQ CM,7.437,20.000,,,,,,
Q4114,Integra flowable wound matri,1 CC,1507.000,20.000,,,,,,
Q4115,Alloskin,1 SQ CM,12.130,20.000,,,,,,
Q4117,Hyalomatrix,1 SQ CM,16.913,20.000,,,,,,
Q4118,Matristem micromatrix,1 MG,2.548,20.000,,,,,,
Q4121,Theraskin,1 SQ CM,45.000,20.000,,,,,,
Q4123,Alloskin,1 SQ CM,37.602,20.000,,,,,,
Q4124,Oasis tri-layer wound matrix,1 SQ CM,9.284,20.000,,,,,,
Q4126,Memoderm/derma/tranz/integup,1 SQ CM,78.343,20.000,,,,,,
Q4127,Talymed,1 SQ CM,68.487,20.000,,,,,,
Q4128,Flexhd/allopatchhd/sq cm,1 SQ CM,30.732,20.000,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,158.237,20.000,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,136.324,20.000,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,113.678,20.000,,,,,,
Q4141,"Alloskin ac, 1 cm",1 SQ CM,39.449,20.000,,,,,,
Q4143,"Repriza, 1cm",1 SQ CM,29.680,20.000,,,,,,
Q4147,Architect ecm px fx 1 sq cm,1 SQ CM,147.222,20.000,,,,,,
Q4150,Allowrap ds or dry 1 sq cm,1 SQ CM,77.655,20.000,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,132.875,20.000,,,,,,
Q4152,Dermapure 1 square cm,1 SQ CM,50.416,20.000,,,,,,
Q4153,"Dermavest, plurivest sq cm",1 SQ CM,116.257,20.000,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,148.462,20.000,,,,,,
Q4159,Affinity1 square cm,1 SQ CM,359.662,20.000,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,97.987,20.000,,,,,,
Q4161,Bio-connekt per square cm,1 SQ CM,138.294,20.000,,,,,,
Q4163,"Woundex, bioskin, per sq cm",1 SQ CM,168.638,20.000,,,,,,
Q4164,"Helicoll, per square cm",1 SQ CM,1335.383,20.000,,,,,,
Q4166,"Cytal, per square centimeter",1 SQ CM,18.554,20.000,,,,,,
Q4169,"Artacent wound, per sq cm",1 SQ CM,176.057,20.000,,,,,,
Q4170,"Cygnus, per sq cm",1 SQ CM,46.156,20.000,,,,,,
Q4171,"Interfyl, 1 mg",1 MG,11.743,20.000,,,,,,
Q4173,Palingen or palingen xplus,1 SQ CM,383.249,20.000,,,,,,
Q4175,Miroderm,1 SQ CM,63.677,20.000,,,,,,
Q4178,"Floweramniopatch, per sq cm",1 SQ CM,86.515,20.000,,,,,,
Q4180,"Revita, per sq cm",1 SQ CM,614.649,20.000,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,151.600,20.000,,,,,,
Q4187,Epicord 1 sq cm,1 SQ CM,245.773,20.000,,,,,,
Q4190,Artacent ac 1 sq cm,1 SQ CM,442.118,20.000,,,,,,
Q4191,Restorigin 1 sq cm,1 SQ CM,1537.000,20.000,,,,,,Added January 2024
Q4196,Puraply am 1 sq cm,1 SQ CM,103.771,20.000,,,,,,
Q4197,Puraply xt 1 sq cm,1 SQ CM,122.982,20.000,,,,,,
Q4199,"Cygnus matrix, per sq cm",1 SQ CM,317.835,20.000,,,,,,
Q4201,Matrion 1 sq cm,1 SQ CM,104.216,20.000,,,,,,
Q4203,"Derma-gide, 1 sq cm",1 SQ CM,206.735,20.000,,,,,,
Q4205,Membrane graft or wrap sq cm,1 SQ CM,1463.274,20.000,,,,,,
Q4210,Axolotl graf dualgraf sq cm,1 SQ CM,848.000,20.000,,,,,,
Q4217,Woundfix biowound plus xplus,1 SQ CM,781.154,20.000,,,,,,
Q4221,Amniowrap2 per sq cm,1 SQ CM,1696.000,20.000,,,,,,Added January 2024
Q4222,"Progenamatrix, per sq cm",1 SQ CM,91.082,20.000,,,,,,
Q4225,"Amnio or derma tl, per sq cm",1 SQ CM,7685.000,20.000,,,,,,Added January 2024
Q4226,Myown harv prep proc sq cm,1 SQ CM,386.492,20.000,,,,,,
Q4227,Amniocore per sq cm,1 SQ CM,96.187,20.000,,,,,,
Q4229,Cogenex amnio memb per sq cm,1 SQ CM,106.016,20.000,,,,,,
Q4231,"Corplex p, per cc",1 CC,1487.180,20.000,,,,,,Added January 2024
Q4232,"Corplex, per sq cm",1 SQ CM,69.615,20.000,,,,,,
Q4234,"Xcellerate, per sq cm",1 SQ CM,628.886,20.000,,,,,,
Q4235,Amniorepair or altiply sq cm,1 SQ CM,147.064,20.000,,,,,,
Q4236,Carepatch per sq cm,1 SQ CM,868.138,20.000,,,,,,
Q4238,"Derm-maxx, per sq cm",1 SQ CM,1590.000,20.000,,,,,,Added January 2024
Q4239,Amnio-maxx or lite per sq cm,1 SQ CM,68.678,20.000,,,,,,Added January 2024
Q4246,"Coretext or protext, per cc",1 CC,2968.000,20.000,,,,,,
Q4247,"Amniotext patch, per sq cm",1 SQ CM,530.000,20.000,,,,,,
Q4248,Dermacyte amn mem allo sq cm,1 SQ CM,1079.089,20.000,,,,,,
Q4252,"Vendaje, per square centimet",1 SQ CM,295.979,20.000,,,,,,
Q4253,Zenith amniotic membrane psc,1 SQ CM,470.747,20.000,,,,,,
Q4258,"Enverse, per sq cm",1 SQ CM,73.648,20.000,,,,,,
Q4262,"Dual layer impax, per sq cm",1 SQ CM,1170.957,20.000,,,,,,
Q4263,"Surgraft tl, per sq cm",1 SQ CM,1054.305,20.000,,,,,,Added January 2024
Q4267,Neostim dl per sq cm,1 SQ CM,874.500,20.000,,,,,,Added January 2024
Q4278,"Epieffect, per sq cm",1 SQ CM,527.995,20.000,,,,,,
Q4282,Cygnus dual per sq cm,1 SQ CM,903.276,20.000,,,,,,Added January 2024
Q5101,"Injection, zarxio",1 MCG,0.319,20.000,,,,,,8% of reference add-on applied
Q5103,"Injection, inflectra",10 MG,14.294,20.000,,,,,,8% of reference add-on applied
Q5104,"Injection, renflexis",10 MG,31.499,20.000,,,,,,8% of reference add-on applied
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.782,20.000,,,,,,8% of reference add-on applied
Q5106,Inj retacrit non-esrd use,1000 UNITS,7.824,20.000,,,,,,8% of reference add-on applied
Q5107,Inj mvasi 10 mg,10 MG,25.620,20.000,,,,,,8% of reference add-on applied
Q5108,"Injection, fulphila",0.5 MG,122.540,20.000,,,,,,
Q5110,Nivestym,1 MCG,0.291,20.000,,,,,,8% of reference add-on applied
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,122.103,20.000,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,38.936,20.000,,,,,,8% of reference add-on applied
Q5113,Inj herzuma 10 mg,10 MG,40.307,20.000,,,,,,8% of reference add-on applied
Q5114,Inj ogivri 10 mg,10 MG,44.428,20.000,,,,,,8% of reference add-on applied
Q5115,Inj truxima 10 mg,10 MG,35.892,20.000,,,,,,8% of reference add-on applied
Q5116,"Inj., trazimera, 10 mg",10 MG,16.367,20.000,,,,,,8% of reference add-on applied
Q5117,"Inj., kanjinti, 10 mg",10 MG,13.450,20.000,,,,,,8% of reference add-on applied
Q5118,"Inj., zirabev, 10 mg",10 MG,21.511,20.000,,,,,,8% of reference add-on applied
Q5119,"Inj ruxience, 10 mg",10 MG,20.447,20.000,,,,,,8% of reference add-on applied
Q5121,"Inj. avsola, 10 mg",10 MG,25.555,20.000,,,,,,8% of reference add-on applied
Q5122,"Inj, nyvepria",0.5 MG,62.377,20.000,,,,,,
Q5123,"Inj. riabni, 10 mg",10 MG,41.419,20.000,,,,,,8% of reference add-on applied
Q5124,"Inj. byooviz, 0.1 mg",0.1 MG,187.511,20.000,,,,,,8% of reference add-on applied
Q5125,"Inj, releuko 1 mcg",1 MCG,0.539,20.000,,,,,,8% of reference add-on applied
Q5126,Inj alymsys 10 mg,10 MG,60.584,20.000,,,,,,8% of reference add-on applied
Q5127,"Inj, stimufend, 0.5 mg",0.5 MG,328.640,20.000,,,,,,
Q5128,"Inj, cimerli, 0.1 mg",0.1 MG,262.079,20.000,,,,,,
Q5129,"Inj, vegzelma, 10 mg",10 MG,72.412,20.000,,,,,,8% of reference add-on applied
Q5130,"Inj, fylnetra, 0.5 mg",0.5 MG,201.974,20.000,,,,,,
Q9950,Inj sulf hexa lipid microsph,1 ML,18.907,20.000,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,42.159,20.000,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,42.159,20.000,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.084,20.000,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.276,20.000,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.210,20.000,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,1.366,20.000,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.373,20.000,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.117,20.000,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1887.113,20.000,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1887.113,20.000,,,,,,
