Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective April 1, 2025 through June 30, 2025",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 4Q24 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J9190,Fluorouracil injection,500 MG,2.206,20.000,,,,,,
J9196,Inj gemcitabine hcl (accord),200 MG,8.653,11.087,,,,,,Inflation-adjusted coinsurance
J9200,Floxuridine injection,500 MG,3988.333,20.000,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,2.976,20.000,,,,,,
J9202,Goserelin acetate implant,3.6 MG,705.141,20.000,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,233.119,20.000,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,243.625,20.000,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,65.278,20.000,,,,,,
J9206,Irinotecan injection,20 MG,1.640,20.000,,,,,,
J9207,Ixabepilone injection,1 MG,136.207,19.861,,,,,,Inflation-adjusted coinsurance
J9208,Ifosfamide injection,1 GM,24.618,20.000,,,,,,
J9209,Mesna injection,200 MG,1.360,20.000,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,381.503,20.000,,,,,,
J9211,Idarubicin hcl injection,5 MG,43.505,20.000,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,172.288,20.000,,,,,,
J9223,"Inj. lurbinectedin, 0.1 mg",0.1 MG,205.036,20.000,,,,,,
J9226,Supprelin la implant,50 MG,45212.040,20.000,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,78.855,20.000,,,,,,
J9228,Ipilimumab injection,1 MG,180.215,20.000,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2658.129,20.000,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,157.102,20.000,,,,,,
J9246,"Inj., evomela, 1 mg",1 MG,18.498,20.000,,,,,,
J9248,Inj melphalan (hepzato) 1 mg,1 MG,773.800,20.000,,,,,,
J9260,Inj methotrexate sodium 50mg,50 MG,2.584,20.000,,,,,,
J9261,Nelarabine injection,50 MG,63.184,20.000,,,,,,
J9263,Oxaliplatin,0.5 MG,0.049,20.000,,,,,,AMP-based payment limit
J9264,Paclitaxel protein bound,1 MG,13.064,20.000,,,,,,
J9266,Pegaspargase injection,1 EA,27070.534,19.208,,,,,,Inflation-adjusted coinsurance
J9267,Paclitaxel injection,1 MG,0.126,20.000,,,,,,
J9268,Pentostatin injection,10 MG,2673.431,17.794,,,,,,Inflation-adjusted coinsurance
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,338.532,20.000,,,,,,
J9271,Inj pembrolizumab,1 MG,59.349,20.000,,,,,,
J9272,"Inj, dostarlimab-gxly, 10 mg",10 MG,240.135,20.000,,,,,,
J9273,"Inj tisotu vedotin-tftv, 1mg",1 MG,188.651,18.869,,,,,,Inflation-adjusted coinsurance
J9274,"Inj, tebentafusp-tebn, 1 mcg",1 MCG,214.756,20.000,,,,,,
J9280,Mitomycin injection,5 MG,25.602,20.000,,,,,,
J9281,Mitomycin instillation,1 MG,312.995,20.000,,,,,,
J9286,"Inj glofitamab gxbm, 2.5 mg",2.5 MG,2772.798,20.000,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,27.693,20.000,,,,,,
J9294,"Inj pemetrexed, hospira 10mg",10 MG,3.860,20.000,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.731,20.000,,,,,,
J9296,Inj pemetrexed (accord) 10mg,10 mg,9.736,20.000,,,,,,Added April 2025
J9297,Inj pemetrexed (sandoz) 10mg,10 MG,1.739,20.000,,,,,,
J9298,Inj nivol relatlimab 3mg/1mg,3 mg/1 mg,194.077,20.000,,,,,,
J9299,"Injection, nivolumab",1 MG,32.352,20.000,,,,,,
J9301,Obinutuzumab inj,10 MG,75.212,20.000,,,,,,
J9303,Panitumumab injection,10 MG,164.923,18.817,,,,,,Inflation-adjusted coinsurance
J9304,"Inj. pemetrexed, 10 mg",10 MG,46.350,20.000,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,3.771,20.000,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,16.229,20.000,,,,,,
J9307,Pralatrexate injection,1 MG,373.768,20.000,,,,,,
J9308,"Injection, ramucirumab",5 MG,73.368,20.000,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,132.725,20.000,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,37.526,20.000,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,76.433,20.000,,,,,,
J9314,Inj pemetrexed (teva) 10mg,10 MG,8.370,20.000,,,,,,
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,62.993,20.000,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,35.800,20.000,,,,,,
J9319,Inj romidepsin lyophil 0.1mg,0.1 MG,31.541,20.000,,,,,,
J9321,Inj epcoritamab-bysp 0.16 mg,0.16 MG,54.861,20.000,,,,,,
J9323,Inj pemetrexed ditromethamin,10 mg,10.343,20.000,,,,,,Added April 2025
J9324,"Inj, pemrydi rtu, 10 mg",10 MG,81.057,20.000,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,70.376,19.381,,,,,,Inflation-adjusted coinsurance
J9328,Temozolomide injection,1 MG,10.406,20.000,,,,,,
J9330,Temsirolimus injection,1 MG,30.317,20.000,,,,,,
J9331,Inj sirolimus prot part 1 mg,1 MG,117.632,19.400,,,,,,Inflation-adjusted coinsurance
J9332,Inj efgartigimod 2mg,2 MG,32.375,20.000,,,,,,
J9333,Inj ronzanolixizum-noli 1 mg,1 MG,22.842,20.000,,,,,,
J9334,Inj efgart-alfa 2mg hya-qvfc,2 MG,33.371,20.000,,,,,,
J9340,Thiotepa injection,15 MG,245.049,20.000,,,,,,
J9345,"Inj, retifanlimab-dlwr, 1 mg",1 MG,29.736,20.000,,,,,,
J9347,"Inj, tremelimumab-actl, 1 mg",1 MG,138.244,20.000,,,,,,
J9348,"Inj. naxitamab-gqgk, 1 mg",1 MG,641.829,20.000,,,,,,
J9349,"Inj., tafasitamab-cxix",2 MG,13.925,20.000,,,,,,
J9350,"Inj mosunetuzumab-axgb, 1 mg",1 MG,640.956,20.000,,,,,,
J9351,Topotecan injection,0.1 MG,1.273,20.000,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,363.832,20.000,,,,,,
J9353,"Inj. margetuximab-cmkb, 5 mg",5 MG,48.530,20.000,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,41.105,20.000,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,75.692,20.000,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,62.916,20.000,,,,,,
J9357,Valrubicin injection,200 MG,1444.550,20.000,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,28.901,20.000,,,,,,
J9359,Inj lon tesirin-lpyl 0.075mg,0.075 MG,211.995,20.000,,,,,,
J9360,Vinblastine sulfate inj,1 MG,5.136,20.000,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,8.196,20.000,,,,,,
J9380,Inj teclistamab cqyv 0.5 mg,0.5 MG,32.419,20.000,,,,,,
J9381,Inj teplizumab mzwv 5 mcg,5 MCG,37.307,20.000,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,6.586,20.000,,,,,,
J9394,"Inj, fulvestrant (fresenius)",25 MG,3.322,20.000,,,,,,
J9395,"Injection, fulvestrant",25 MG,6.895,20.000,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.298,20.000,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.615,20.000,,,95,10.615,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,53.077,20.000,,,95,53.077,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.231,20.000,,,95,21.231,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.077,20.000,,,95,53.077,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.328,20.000,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.328,20.000,,,,,,
Q0162,Ondansetron oral,1 MG,0.013,20.000,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,1.476,20.000,,,,,,
Q0224,"Inj, pemivibart, 4500 mg",4500 MG,6583.500,0.000,95,6583.500,,,,See COVID-19 vaccine pricing webpage for payment effective dates 
Q0249,Tocilizumab for covid-19,1 MG,7.569,0.000,95,7.569,,,,See COVID-19 vaccine pricing webpage for payment effective dates
Q2041,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,502840.728,18.977,,,,,,Inflation-adjusted coinsurance
Q2042,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,578771.123,17.740,,,,,,Inflation-adjusted coinsurance
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),57017.103,20.000,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,150.409,20.000,,,,,,
Q2053,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,489399.157,19.498,,,,,,Inflation-adjusted coinsurance
Q2054,Lisocabtagene mara car pos t,"Up to 110 million CAR-positive viable T cells, per therapeutic dose",516442.285,19.475,,,,,,Inflation-adjusted coinsurance
Q2055,Idecabtagene vicleucel car,UP TO 510 MILLION AUTOLOGOUS ANTI-BCMA CAR-POSITIVE VIABLE T CELLS,527622.462,19.490,,,,,,Inflation-adjusted coinsurance
Q2056,Ciltacabtagene car-pos t,up to 100 million autologous b-cell maturation antigen (bcma) directed car-positive t cells,553169.299,18.987,,,,,,Inflation-adjusted coinsurance
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,148.764,20.000,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.708,20.000,,,,,,
Q4101,Apligraf,1 SQ CM,30.363,20.000,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,12.011,20.000,,,,,,
Q4103,Oasis burn matrix,1 SQ CM,12.530,20.000,,,,,,
Q4104,Integra bmwd,1 SQ CM,49.792,20.000,,,,,,
Q4105,Integra drt or omnigraft,1 SQ CM,23.248,20.000,,,,,,
Q4108,Integra matrix,1 SQ CM,50.477,20.000,,,,,,
Q4110,Primatrix,1 SQ CM,65.405,20.000,,,,,,
Q4111,Gammagraft,1 SQ CM,7.600,20.000,,,,,,
Q4114,Integra flowable wound matri,1 CC,1494.346,20.000,,,,,,
Q4115,Alloskin,1 SQ CM,12.384,20.000,,,,,,
Q4118,Matristem micromatrix,1 MG,2.553,20.000,,,,,,
Q4121,Theraskin,1 SQ CM,51.787,20.000,,,,,,
Q4123,Alloskin,1 SQ CM,71.550,20.000,,,,,,Added April 2025
Q4124,Oasis tri-layer wound matrix,1 SQ CM,9.092,20.000,,,,,,
Q4126,Memoderm/derma/tranz/integup,1 SQ CM,63.304,20.000,,,,,,
Q4127,Talymed,1 SQ CM,68.487,20.000,,,,,,
Q4128,Flexhd/allopatchhd/sq cm,1 SQ CM,24.467,20.000,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,37.502,20.000,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,136.366,20.000,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,102.184,20.000,,,,,,
Q4138,"Biodfence dryflex, 1cm",1 SQ CM,94.255,20.000,,,,,,
Q4140,Biodfence 1cm,1 SQ CM,168.919,20.000,,,,,,
Q4141,"Alloskin ac, 1 cm",1 SQ CM,37.865,20.000,,,,,,
Q4143,"Repriza, 1cm",1 SQ CM,33.920,20.000,,,,,,Added April 2025
Q4148,Neox neox rt or clarix cord,1 SQ CM,128.431,20.000,,,,,,
Q4150,Allowrap ds or dry 1 sq cm,1 SQ CM,82.762,20.000,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,136.475,20.000,,,,,,
Q4152,Dermapure 1 square cm,1 SQ CM,54.623,20.000,,,,,,
Q4153,"Dermavest, plurivest sq cm",1 SQ CM,128.080,20.000,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,133.660,20.000,,,,,,
Q4155,Neoxflo or clarixflo 1 mg,1 MG,26.309,20.000,,,,,,
Q4156,Neox 100 or clarix 100,1 SQ CM,64.750,20.000,,,,,,
Q4158,"Kerecis omega3, per sq cm",1 SQ CM,63.618,20.000,,,,,,
Q4159,Affinity1 square cm,1 SQ CM,262.929,20.000,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,92.651,20.000,,,,,,
Q4161,Bio-connekt per square cm,1 SQ CM,1853.655,20.000,,,,,,Added April 2025
Q4163,"Woundex, bioskin, per sq cm",1 SQ CM,182.181,20.000,,,,,,
Q4164,"Helicoll, per square cm",1 SQ CM,322.151,20.000,,,,,,Added April 2025
Q4166,"Cytal, per square centimeter",1 SQ CM,21.495,20.000,,,,,,
Q4170,"Cygnus, per sq cm",1 SQ CM,444.740,20.000,,,,,,Added April 2025
Q4171,"Interfyl, 1 mg",1 MG,12.125,20.000,,,,,,
Q4173,Palingen or palingen xplus,1 SQ CM,360.508,20.000,,,,,,Added April 2025
Q4175,Miroderm,1 SQ CM,68.556,20.000,,,,,,
Q4178,"Floweramniopatch, per sq cm",1 SQ CM,92.030,20.000,,,,,,
Q4180,"Revita, per sq cm",1 SQ CM,1030.144,20.000,,,,,,Added April 2025
Q4184,Cellesta or duo per sq cm,1 SQ CM,80.040,20.000,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,158.334,20.000,,,,,,
Q4187,Epicord 1 sq cm,1 SQ CM,247.017,20.000,,,,,,
Q4188,Amnioarmor 1 sq cm,1 SQ CM,493.303,20.000,,,,,,
Q4190,Artacent ac 1 sq cm,1 SQ CM,177.494,20.000,,,,,,
Q4191,Restorigin 1 sq cm,1 SQ CM,940.152,20.000,,,,,,
Q4193,Coll-e-derm 1 sq cm,1 SQ CM,1608.269,20.000,,,,,,Added April 2025
Q4194,Novachor 1 sq cm,1 SQ CM,719.368,20.000,,,,,,
Q4195,Puraply 1 sq cm,1 SQ CM,100.174,20.000,,,,,,
Q4196,Puraply am 1 sq cm,1 SQ CM,105.464,20.000,,,,,,
Q4197,Puraply xt 1 sq cm,1 SQ CM,73.535,20.000,,,,,,
Q4199,"Cygnus matrix, per sq cm",1 SQ CM,332.422,20.000,,,,,,
Q4201,Matrion 1 sq cm,1 SQ CM,86.346,20.000,,,,,,
Q4203,"Derma-gide, 1 sq cm",1 SQ CM,300.181,20.000,,,,,,
Q4204,Xwrap 1 sq cm,1 SQ CM,2929.017,20.000,,,,,,Added April 2025
Q4205,Membrane graft or wrap sq cm,1 SQ CM,1055.970,20.000,,,,,,
Q4217,Woundfix biowound plus xplus,1 SQ CM,273.512,20.000,,,,,,
Q4221,Amniowrap2 per sq cm,1 SQ CM,2014.000,20.000,,,,,,Added April 2025
Q4222,"Progenamatrix, per sq cm",1 SQ CM,135.925,20.000,,,,,,
Q4225,"Amnio or derma tl, per sq cm",1 SQ CM,1387.085,20.000,,,,,,Added April 2025
Q4227,Amniocore per sq cm,1 SQ CM,1192.500,20.000,,,,,,Added April 2025
Q4229,Cogenex amnio memb per sq cm,1 SQ CM,501.553,20.000,,,,,,
Q4231,"Corplex p, per cc",1 CC,656.136,20.000,,,,,,
Q4232,"Corplex, per sq cm",1 SQ CM,206.483,20.000,,,,,,
Q4234,"Xcellerate, per sq cm",1 SQ CM,247.916,20.000,,,,,,
Q4235,Amniorepair or altiply sq cm,1 SQ CM,94.927,20.000,,,,,,
Q4236,Carepatch per sq cm,1 SQ CM,482.715,20.000,,,,,,
Q4238,"Derm-maxx, per sq cm",1 SQ CM,1644.991,20.000,,,,,,
Q4239,Amnio-maxx or lite per sq cm,1 SQ CM,2349.924,20.000,,,,,,Added April 2025
Q4248,Dermacyte amn mem allo sq cm,1 SQ CM,2797.108,20.000,,,,,,Added April 2025
Q4250,Amnioamp-mp per sq cm,1 SQ CM,2863.134,20.000,,,,,,Added April 2025
Q4252,"Vendaje, per square centimet",1 SQ CM,99.110,20.000,,,,,,
Q4253,Zenith amniotic membrane psc,1 SQ CM,71.498,20.000,,,,,,
Q4256,"Mlg complet, per sq cm",1 SQ CM,935.023,20.000,,,,,,
Q4257,"Relese, per sq cm",1 SQ CM,494.942,20.000,,,,,,
Q4258,"Enverse, per sq cm",1 SQ CM,71.815,20.000,,,,,,
Q4259,Celera per sq cm,1 SQ CM,975.262,20.000,,,,,,
Q4262,"Dual layer impax, per sq cm",1 SQ CM,169.857,20.000,,,,,,
Q4263,"Surgraft tl, per sq cm",1 SQ CM,1712.999,20.000,,,,,,Added April 2025
Q4264,"Cocoon membrane, per sq cm",1 SQ CM,478.060,20.000,,,,,,Added April 2025
Q4265,Neostim tl per sq cm,1 SQ CM,1750.263,20.000,,,,,,
Q4266,Neostim per sq cm,1 SQ CM,989.673,20.000,,,,,,
Q4267,Neostim dl per sq cm,1 SQ CM,274.606,20.000,,,,,,
Q4269,Surgraft xt per sq cm,1 SQ CM,2862.000,20.000,,,,,,Added April 2025
Q4270,Complete sl per sq cm,1 SQ CM,3370.800,20.000,,,,,,Added April 2025
Q4271,Complete ft per sq cm,1 SQ CM,1399.124,20.000,,,,,,
Q4274,"Esano ac, per sq cm",1 SQ CM,1838.291,20.000,,,,,,Added April 2025
Q4275,"Esano aca, per sq cm",1 SQ CM,2676.500,20.000,,,,,,Added April 2025
Q4276,"Orion, per sq cm",1 SQ CM,464.342,20.000,,,,,,
Q4278,"Epieffect, per sq cm",1 SQ CM,246.046,20.000,,,,,,
Q4279,"Vendaje ac, per sq cm",1 SQ CM,2385.000,20.000,,,,,,
Q4280,Xcell amnio matrix per sq cm,1 SQ CM,3246.048,20.000,,,,,,
Q4281,Barrera slor dl per sq cm,1 SQ CM,560.296,20.000,,,,,,
Q4282,Cygnus dual per sq cm,1 SQ CM,487.314,20.000,,,,,,
Q4283,"Biovance tri or 3l, sq cm",1 SQ CM,550.643,20.000,,,,,,
Q4289,"Revoshield+ amnio, per sq cm",1 SQ CM,1602.229,20.000,,,,,,
Q4290,Membrane wrap hydr per sq cm,1 SQ CM,1841.001,20.000,,,,,,Added April 2025
Q4293,"Acesso dl, per sq cm",1 SQ CM,1584.700,20.000,,,,,,Added April 2025
Q4294,"Amnio quad-core, per sq cm",1 SQ CM,2650.000,20.000,,,,,,Added April 2025
Q4295,"Amnio tri-core, per sq cm",1 SQ CM,2332.000,20.000,,,,,,Added April 2025
Q4296,"Rebound matrix, per sq cm",1 SQ CM,1476.130,20.000,,,,,,Added April 2025
Q4297,"Emerge matrix, per sq cm",1 SQ CM,1748.223,20.000,,,,,,
Q4298,"Amnicore pro, per sq cm",1 SQ CM,2279.000,20.000,,,,,,
Q4299,"Amnicore pro+, per sq cm",1 SQ CM,2597.000,20.000,,,,,,Added April 2025
Q4300,"Acesso tl, per sq cm",1 SQ CM,2114.700,20.000,,,,,,
Q4301,"Activate matrix, per sq cm",1 SQ CM,1896.761,20.000,,,,,,
Q4302,"Complete aca, per sq cm",1 SQ CM,2008.700,20.000,,,,,,
Q4303,"Complete aa, per sq cm",1 SQ CM,3397.401,20.000,,,,,,
Q4304,"Grafix plus, per sq cm",1 SQ CM,753.463,20.000,,,,,,
Q4309,"Via matrix, per sq cm",1 SQ CM,1323.965,20.000,,,,,,Added April 2025
Q4310,"Procenta, per 100 mg",100 MG,2213.138,20.000,,,,,,
Q4313,"Dermabind fm, per sq cm",1 SQ CM,3337.231,20.000,,,,,,Added April 2025
Q4319,"Sanograft, per sq cm",1 SQ CM,2650.000,20.000,,,,,,Added April 2025
Q4322,"Caregraft, per sq cm",1 SQ CM,1855.000,20.000,,,,,,Added April 2025
Q4323,"Alloply, per sq cm",1 SQ CM,1643.000,20.000,,,,,,Added April 2025
Q4325,"Acapatch, per sq cm",1 SQ CM,2067.000,20.000,,,,,,Added April 2025
Q4328,"Most, per sq cm",1 SQ CM,3710.000,20.000,,,,,,Added April 2025
Q4332,"Axolotl dualgraft, per sq cm",1 SQ CM,1696.165,20.000,,,,,,Added April 2025
Q4343,Dermacyte ac matrx per sq cm,1 SQ CM,2952.100,20.000,,,,,,Added April 2025
Q5101,"Injection, zarxio",1 MCG,0.333,20.000,,,,,,8% of reference add-on applied
Q5103,"Injection, inflectra",10 MG,15.912,20.000,,,,,,8% of reference add-on applied
Q5104,"Injection, renflexis",10 MG,27.845,20.000,,,,,,8% of reference add-on applied
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.707,20.000,,,,,,8% of reference add-on applied
Q5106,Inj retacrit non-esrd use,1000 UNITS,7.070,20.000,,,,,,8% of reference add-on applied
Q5107,Inj mvasi 10 mg,10 MG,29.824,20.000,,,,,,8% of reference add-on applied
Q5108,"Injection, fulphila",0.5 MG,112.895,20.000,,,,,,
Q5110,Nivestym,1 MCG,0.287,20.000,,,,,,8% of reference add-on applied
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,163.604,20.000,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,28.740,20.000,,,,,,8% of reference add-on applied
Q5113,Inj herzuma 10 mg,10 MG,73.905,20.000,,,,,,8% of reference add-on applied
Q5114,Inj ogivri 10 mg,10 MG,46.816,20.000,,,,,,8% of reference add-on applied
Q5115,Inj truxima 10 mg,10 MG,34.759,20.000,,,,,,8% of reference add-on applied
Q5116,"Inj., trazimera, 10 mg",10 MG,24.931,20.000,,,,,,8% of reference add-on applied
Q5117,"Inj., kanjinti, 10 mg",10 MG,27.905,20.000,,,,,,AMP-based payment limit
Q5118,"Inj., zirabev, 10 mg",10 MG,26.943,20.000,,,,,,8% of reference add-on applied
Q5119,"Inj ruxience, 10 mg",10 MG,24.943,20.000,,,,,,8% of reference add-on applied
Q5120,Inj pegfilgrastim-bmez 0.5mg,0.5 MG,24.711,20.000,,,,,,
Q5121,"Inj. avsola, 10 mg",10 MG,19.749,20.000,,,,,,8% of reference add-on applied
Q5122,"Inj, nyvepria",0.5 MG,134.252,20.000,,,,,,
Q5123,"Inj. riabni, 10 mg",10 MG,33.087,20.000,,,,,,8% of reference add-on applied
Q5124,"Inj. byooviz, 0.1 mg",0.1 MG,85.569,20.000,,,,,,8% of reference add-on applied
Q5125,"Inj, releuko 1 mcg",1 MCG,0.425,20.000,,,,,,8% of reference add-on applied
Q5126,Inj alymsys 10 mg,10 MG,46.054,20.000,,,,,,8% of reference add-on applied
Q5127,"Inj, stimufend, 0.5 mg",0.5 MG,251.245,20.000,,,,,,
Q5128,"Inj, cimerli, 0.1 mg",0.1 MG,146.761,20.000,,,,,,
Q5129,"Inj, vegzelma, 10 mg",10 MG,48.080,20.000,,,,,,8% of reference add-on applied
Q5130,"Inj, fylnetra, 0.5 mg",0.5 MG,164.154,20.000,,,,,,
Q5133,"Inj, tofidence, 1 mg",1 MG,5.971,20.000,,,,,,8% of reference add-on applied
Q5135,"Inj, tyenne, 1 mg",1 MG,4.065,20.000,,,,,,8% of reference add-on applied
Q5147,"Inj, aflibercept-ayyh, 1 mg",1 MG,795.861,20.000,,,,,,Added April 2025
Q9950,Inj sulf hexa lipid microsph,1 ML,18.723,20.000,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,41.881,20.000,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,41.881,20.000,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.075,20.000,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.286,20.000,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.219,20.000,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,0.934,20.000,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.407,20.000,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.143,20.000,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1925.231,20.000,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1925.231,20.000,,,,,,
