Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective October 1, 2024 through December 31, 2024",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q24 ASP data.,,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,
J9281,Mitomycin instillation,1 MG,307.342,20.000,,,,,,,
J9286,"Inj glofitamab gxbm, 2.5 mg",2.5 MG,2701.038,20.000,,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,54.651,20.000,,,,,,,
J9294,"Inj pemetrexed, hospira 10mg",10 MG,0.618,20.000,,,,,,AMP-based payment limit,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.731,20.000,,,,,,,
J9297,Inj pemetrexed (sandoz) 10mg,10 MG,1.284,20.000,,,,,,,
J9298,Inj nivol relatlimab 3mg/1mg,3 mg/1 mg,190.461,20.000,,,,,,,
J9299,"Injection, nivolumab",1 MG,31.750,20.000,,,,,,,
J9301,Obinutuzumab inj,10 MG,74.588,20.000,,,,,,,
J9303,Panitumumab injection,10 MG,159.326,19.348,,,,,,Inflation-adjusted coinsurance,
J9304,"Inj. pemetrexed, 10 mg",10 MG,50.830,20.000,,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,4.184,20.000,,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,16.118,20.000,,,,,,,
J9307,Pralatrexate injection,1 MG,373.768,19.895,,,,,,Inflation-adjusted coinsurance,
J9308,"Injection, ramucirumab",5 MG,71.071,20.000,,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,129.781,20.000,,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,36.942,20.000,,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,77.314,20.000,,,,,,,
J9314,Inj pemetrexed (teva) 10mg,10 MG,5.519,20.000,,,,,,,
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,64.576,20.000,,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,34.668,20.000,,,,,,,
J9319,Inj romidepsin lyophil 0.1mg,0.1 MG,29.863,20.000,,,,,,,
J9321,Inj epcoritamab-bysp 0.16 mg,0.16 MG,54.169,20.000,,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,70.361,19.255,,,,,,Inflation-adjusted coinsurance,
J9328,Temozolomide injection,1 MG,10.398,20.000,,,,,,,
J9330,Temsirolimus injection,1 MG,32.210,20.000,,,,,,,
J9331,Inj sirolimus prot part 1 mg,1 MG,114.205,19.848,,,,,,Inflation-adjusted coinsurance,
J9332,Inj efgartigimod 2mg,2 MG,32.569,20.000,,,,,,,
J9333,Inj ronzanolixizum-noli 1 mg,1 MG,22.797,20.000,,,,,,,
J9334,Inj efgart-alfa 2mg hya-qvfc,2 MG,33.128,20.000,,,,,,,
J9340,Thiotepa injection,15 MG,209.016,20.000,,,,,,,
J9345,"Inj, retifanlimab-dlwr, 1 mg",1 MG,29.199,20.000,,,,,,,
J9347,"Inj, tremelimumab-actl, 1 mg",1 MG,135.448,20.000,,,,,,,
J9348,"Inj. naxitamab-gqgk, 1 mg",1 MG,642.146,19.580,,,,,,Inflation-adjusted coinsurance,
J9349,"Inj., tafasitamab-cxix",2 MG,13.709,20.000,,,,,,,
J9350,"Inj mosunetuzumab-axgb, 1 mg",1 MG,635.465,20.000,,,,,,,
J9351,Topotecan injection,0.1 MG,1.619,20.000,,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,362.824,20.000,,,,,,,
J9353,"Inj. margetuximab-cmkb, 5 mg",5 MG,48.208,20.000,,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,40.445,20.000,,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,77.940,20.000,,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,63.787,20.000,,,,,,,
J9357,Valrubicin injection,200 MG,1437.078,20.000,,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,27.811,20.000,,,,,,,
J9359,Inj lon tesirin-lpyl 0.075mg,0.075 MG,206.375,20.000,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,4.433,20.000,,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,8.213,20.000,,,,,,,
J9380,Inj teclistamab cqyv 0.5 mg,0.5 MG,31.980,20.000,,,,,,,
J9381,Inj teplizumab mzwv 5 mcg,5 MCG,36.904,20.000,,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,7.593,20.000,,,,,,,
J9394,"Inj, fulvestrant (fresenius)",25 MG,53.000,12.482,,,,,,Inflation-adjusted coinsurance,
J9395,"Injection, fulvestrant",25 MG,7.506,20.000,,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,6.504,20.000,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.615,20.000,,,95,10.615,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,53.077,20.000,,,95,53.077,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.231,20.000,,,95,21.231,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.077,20.000,,,95,53.077,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.338,20.000,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.338,20.000,,,,,,,
Q0162,Ondansetron oral,1 MG,0.013,20.000,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,2.417,20.000,,,,,,,
Q0224,"Inj, pemivibart, 4500 mg",4500 MG,6583.500,0.000,95,6583.500,,,,See COVID-19 vaccine pricing webpage for payment effective dates ,
Q0249,Tocilizumab for COVID-19,1 MG,7.569,0.000,95,7.569,,,,See COVID-19 vaccine pricing webpage for payment effective dates,
Q2041,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,489455.958,19.365,,,,,,Inflation-adjusted coinsurance,
Q2042,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,529192.855,19.272,,,,,,Inflation-adjusted coinsurance,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),55015.225,20.000,,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,133.080,20.000,,,,,,,
Q2053,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,460530.402,20.000,,,,,,,
Q2054,Lisocabtagene mara car pos t,"Up to 110 million CAR-positive viable T cells, per therapeutic dose",516726.076,19.334,,,,,,Inflation-adjusted coinsurance,
Q2055,Idecabtagene vicleucel car,UP TO 510 MILLION AUTOLOGOUS ANTI-BCMA CAR-POSITIVE VIABLE T CELLS,526587.593,19.397,,,,,,Inflation-adjusted coinsurance,
Q2056,Ciltacabtagene car-pos t,up to 100 million autologous b-cell maturation antigen (bcma) directed car-positive t cells,527123.433,19.792,,,,,,Inflation-adjusted coinsurance,
Q3027,Inj beta interferon im 1 mcg,1 MCG,56.230,20.000,,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,148.334,20.000,,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.753,20.000,,,,,,,
Q4101,Apligraf,1 SQ CM,30.572,20.000,,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,12.252,20.000,,,,,,,
Q4103,Oasis burn matrix,1 SQ CM,12.601,20.000,,,,,,,
Q4104,Integra bmwd,1 SQ CM,50.134,20.000,,,,,,,
Q4105,Integra drt or omnigraft,1 SQ CM,34.679,20.000,,,,,,,
Q4108,Integra matrix,1 SQ CM,46.902,20.000,,,,,,,
Q4110,Primatrix,1 SQ CM,65.405,20.000,,,,,,,
Q4111,Gammagraft,1 SQ CM,7.234,20.000,,,,,,,
Q4114,Integra flowable wound matri,1 CC,1583.766,20.000,,,,,,,
Q4115,Alloskin,1 SQ CM,13.578,20.000,,,,,,,
Q4118,Matristem micromatrix,1 MG,2.556,20.000,,,,,,,
Q4121,Theraskin,1 SQ CM,48.865,20.000,,,,,,,
Q4124,Oasis tri-layer wound matrix,1 SQ CM,9.162,20.000,,,,,,,
Q4126,Memoderm/derma/tranz/integup,1 SQ CM,87.514,20.000,,,,,,,
Q4127,Talymed,1 SQ CM,79.066,20.000,,,,,,,
Q4128,Flexhd/allopatchhd/sq cm,1 SQ CM,30.500,20.000,,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,151.128,20.000,,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,136.960,20.000,,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,107.604,20.000,,,,,,,
Q4143,"Repriza, 1cm",1 SQ CM,33.920,20.000,,,,,,,
Q4147,Architect ecm px fx 1 sq cm,1 SQ CM,147.222,20.000,,,,,,,
Q4148,Neox neox rt or clarix cord,1 SQ CM,129.581,20.000,,,,,,,
Q4150,Allowrap ds or dry 1 sq cm,1 SQ CM,85.862,20.000,,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,139.990,20.000,,,,,,,
Q4152,Dermapure 1 square cm,1 SQ CM,46.327,20.000,,,,,,,
Q4153,"Dermavest, plurivest sq cm",1 SQ CM,154.583,20.000,,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,151.131,20.000,,,,,,,
Q4155,Neoxflo or clarixflo 1 mg,1 MG,26.327,20.000,,,,,,,
Q4156,Neox 100 or clarix 100,1 SQ CM,66.199,20.000,,,,,,,
Q4158,"Kerecis omega3, per sq cm",1 SQ CM,81.460,20.000,,,,,,Added October 2024,
Q4159,Affinity1 square cm,1 SQ CM,263.308,20.000,,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,96.396,20.000,,,,,,,
Q4161,Bio-connekt per square cm,1 SQ CM,1855.896,20.000,,,,,,Added October 2024,
Q4163,"Woundex, bioskin, per sq cm",1 SQ CM,180.038,20.000,,,,,,,
Q4164,"Helicoll, per square cm",1 SQ CM,1635.069,20.000,,,,,,,
Q4166,"Cytal, per square centimeter",1 SQ CM,19.771,20.000,,,,,,,
Q4170,"Cygnus, per sq cm",1 SQ CM,131.936,20.000,,,,,,,
Q4171,"Interfyl, 1 mg",1 MG,11.871,20.000,,,,,,,
Q4173,Palingen or palingen xplus,1 SQ CM,343.509,20.000,,,,,,,
Q4175,Miroderm,1 SQ CM,65.512,20.000,,,,,,,
Q4178,"Floweramniopatch, per sq cm",1 SQ CM,101.008,20.000,,,,,,,
Q4180,"Revita, per sq cm",1 SQ CM,254.986,20.000,,,,,,,
Q4184,Cellesta or duo per sq cm,1 SQ CM,624.340,20.000,,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,158.489,20.000,,,,,,,
Q4187,Epicord 1 sq cm,1 SQ CM,244.898,20.000,,,,,,,
Q4188,Amnioarmor 1 sq cm,1 SQ CM,722.664,20.000,,,,,,,
Q4190,Artacent ac 1 sq cm,1 SQ CM,237.777,20.000,,,,,,,
Q4191,Restorigin 1 sq cm,1 SQ CM,1262.974,20.000,,,,,,,
Q4193,Coll-e-derm 1 sq cm,1 SQ CM,2067.000,20.000,,,,,,Added October 2024,
Q4194,Novachor 1 sq cm,1 SQ CM,860.970,20.000,,,,,,Added October 2024,
Q4196,Puraply am 1 sq cm,1 SQ CM,105.350,20.000,,,,,,,
Q4197,Puraply xt 1 sq cm,1 SQ CM,95.424,20.000,,,,,,,
Q4199,"Cygnus matrix, per sq cm",1 SQ CM,342.906,20.000,,,,,,,
Q4201,Matrion 1 sq cm,1 SQ CM,96.281,20.000,,,,,,,
Q4204,Xwrap 1 sq cm,1 SQ CM,2989.200,20.000,,,,,,Added October 2024,
Q4205,Membrane graft or wrap sq cm,1 SQ CM,1310.446,20.000,,,,,,,
Q4217,Woundfix biowound plus xplus,1 SQ CM,372.578,20.000,,,,,,,
Q4221,Amniowrap2 per sq cm,1 SQ CM,2014.000,20.000,,,,,,,
Q4222,"Progenamatrix, per sq cm",1 SQ CM,147.379,20.000,,,,,,,
Q4225,"Amnio or derma tl, per sq cm",1 SQ CM,1537.000,20.000,,,,,,Added October 2024,
Q4227,Amniocore per sq cm,1 SQ CM,1038.800,20.000,,,,,,,
Q4229,Cogenex amnio memb per sq cm,1 SQ CM,936.442,20.000,,,,,,,
Q4232,"Corplex, per sq cm",1 SQ CM,251.851,20.000,,,,,,,
Q4234,"Xcellerate, per sq cm",1 SQ CM,546.813,20.000,,,,,,,
Q4235,Amniorepair or altiply sq cm,1 SQ CM,136.359,20.000,,,,,,,
Q4236,Carepatch per sq cm,1 SQ CM,484.407,20.000,,,,,,,
Q4238,"Derm-maxx, per sq cm",1 SQ CM,929.207,20.000,,,,,,,
Q4239,Amnio-maxx or lite per sq cm,1 SQ CM,2464.699,20.000,,,,,,,
Q4248,Dermacyte amn mem allo sq cm,1 SQ CM,1107.700,20.000,,,,,,,
Q4252,"Vendaje, per square centimet",1 SQ CM,86.020,20.000,,,,,,,
Q4253,Zenith amniotic membrane psc,1 SQ CM,144.956,20.000,,,,,,,
Q4256,"Mlg complet, per sq cm",1 SQ CM,966.161,20.000,,,,,,,
Q4257,"Relese, per sq cm",1 SQ CM,561.883,20.000,,,,,,,
Q4258,"Enverse, per sq cm",1 SQ CM,67.672,20.000,,,,,,,
Q4259,Celera per sq cm,1 SQ CM,1290.099,20.000,,,,,,,
Q4262,"Dual layer impax, per sq cm",1 SQ CM,314.039,20.000,,,,,,,
Q4263,"Surgraft tl, per sq cm",1 SQ CM,531.779,20.000,,,,,,,
Q4265,Neostim tl per sq cm,1 SQ CM,2114.700,20.000,,,,,,,
Q4266,Neostim per sq cm,1 SQ CM,1542.651,20.000,,,,,,,
Q4267,Neostim dl per sq cm,1 SQ CM,380.426,20.000,,,,,,,
Q4268,Surgraft ft per sq cm,1 SQ CM,919.140,20.000,,,,,,,
Q4271,Complete ft per sq cm,1 SQ CM,1591.400,20.000,,,,,,,
Q4276,"Orion, per sq cm",1 SQ CM,884.673,20.000,,,,,,,
Q4278,"Epieffect, per sq cm",1 SQ CM,312.786,20.000,,,,,,,
Q4279,"Vendaje ac, per sq cm",1 SQ CM,2385.000,20.000,,,,,,Added October 2024,
Q4280,Xcell amnio matrix per sq cm,1 SQ CM,3180.000,20.000,,,,,,,
Q4281,Barrera slor dl per sq cm,1 SQ CM,829.647,20.000,,,,,,,
Q4282,Cygnus dual per sq cm,1 SQ CM,649.020,20.000,,,,,,,
Q4283,"Biovance tri or 3l, sq cm",1 SQ CM,800.004,20.000,,,,,,,
Q4290,Membrane wrap hydr per sq cm,1 SQ CM,1961.000,20.000,,,,,,Added October 2024,
Q4293,"Acesso dl, per sq cm",1 SQ CM,1584.700,20.000,,,,,,Added October 2024,
Q4294,"Amnio quad-core, per sq cm",1 SQ CM,2279.000,20.000,,,,,,,
Q4295,"Amnio tri-core, per sq cm",1 SQ CM,2067.000,20.000,,,,,,,
Q4296,"Rebound matrix, per sq cm",1 SQ CM,2279.000,20.000,,,,,,Added October 2024,
Q4297,"Emerge matrix, per sq cm",1 SQ CM,2279.000,20.000,,,,,,Added October 2024,
Q4299,"Amnicore pro+, per sq cm",1 SQ CM,2491.000,20.000,,,,,,,
Q4300,"Acesso tl, per sq cm",1 SQ CM,2114.700,20.000,,,,,,Added October 2024,
Q4301,"Activate matrix, per sq cm",1 SQ CM,2385.000,20.000,,,,,,Added October 2024,
Q4302,"Complete aca, per sq cm",1 SQ CM,2008.700,20.000,,,,,,Added October 2024,
Q4303,"Complete aa, per sq cm",1 SQ CM,3460.882,20.000,,,,,,Added October 2024,
Q4304,"Grafix plus, per sq cm",1 SQ CM,1164.741,20.000,,,,,,,
Q4310,"Procenta, per 100 mg",100 MG,2438.326,20.000,,,,,,Added October 2024,
Q4332,"Axolotl dualgraft, per sq cm",1 SQ CM,1722.500,20.000,,,,,,,
Q5101,"Injection, zarxio",1 MCG,0.362,20.000,,,,,,,
Q5103,"Injection, inflectra",10 MG,13.618,20.000,,,,,,8% of reference add-on applied,
Q5104,"Injection, renflexis",10 MG,27.182,20.000,,,,,,8% of reference add-on applied,
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.762,20.000,,,,,,,
Q5106,Inj retacrit non-esrd use,1000 UNITS,7.618,20.000,,,,,,,
Q5107,Inj mvasi 10 mg,10 MG,26.585,20.000,,,,,,8% of reference add-on applied,
Q5108,"Injection, fulphila",0.5 MG,135.534,20.000,,,,,,,
Q5110,Nivestym,1 MCG,0.270,20.000,,,,,,8% of reference add-on applied,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,143.377,20.000,,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,34.165,20.000,,,,,,8% of reference add-on applied,
Q5113,Inj herzuma 10 mg,10 MG,60.437,20.000,,,,,,8% of reference add-on applied,
Q5114,Inj ogivri 10 mg,10 MG,54.158,20.000,,,,,,8% of reference add-on applied,
Q5115,Inj truxima 10 mg,10 MG,33.594,20.000,,,,,,8% of reference add-on applied,
Q5116,"Inj., trazimera, 10 mg",10 MG,19.170,20.000,,,,,,8% of reference add-on applied,
Q5117,"Inj., kanjinti, 10 mg",10 MG,24.332,20.000,,,,,,8% of reference add-on applied,
Q5118,"Inj., zirabev, 10 mg",10 MG,23.586,20.000,,,,,,8% of reference add-on applied,
Q5119,"Inj ruxience, 10 mg",10 MG,22.437,20.000,,,,,,8% of reference add-on applied,
Q5121,"Inj. avsola, 10 mg",10 MG,21.290,20.000,,,,,,8% of reference add-on applied,
Q5122,"Inj, nyvepria",0.5 MG,96.548,20.000,,,,,,,
Q5123,"Inj. riabni, 10 mg",10 MG,38.645,20.000,,,,,,8% of reference add-on applied,
Q5124,"Inj. byooviz, 0.1 mg",0.1 MG,170.799,20.000,,,,,,,
Q5125,"Inj, releuko 1 mcg",1 MCG,0.472,20.000,,,,,,,
Q5126,Inj alymsys 10 mg,10 MG,56.856,20.000,,,,,,8% of reference add-on applied,
Q5127,"Inj, stimufend, 0.5 mg",0.5 MG,305.659,20.000,,,,,,,
Q5128,"Inj, cimerli, 0.1 mg",0.1 MG,201.011,20.000,,,,,,,
Q5129,"Inj, vegzelma, 10 mg",10 MG,56.824,20.000,,,,,,8% of reference add-on applied,
Q5130,"Inj, fylnetra, 0.5 mg",0.5 MG,186.186,20.000,,,,,,,
Q9950,Inj sulf hexa lipid microsph,1 ML,18.648,20.000,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,40.920,20.000,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,40.920,20.000,,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.073,20.000,,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.217,20.000,,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,1.555,20.000,,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.379,20.000,,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.141,20.000,,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1943.058,20.000,,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1943.058,20.000,,,,,,,
