Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective October 1, 2025 through December 31, 2025",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q25 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J9045,Carboplatin injection,50 MG,2.471,20.000,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,55.647,17.843,,,,,,Inflation-adjusted coinsurance
J9049,"Inj, bortezomib, hospira",0.1 MG,1.466,20.000,,,,,,
J9050,Carmustine injection,100 MG,238.456,20.000,,,,,,
J9054,Inj bortezomib boruzu 0.1 mg,0.1 MG,26.150,20.000,,,,,,Added October 2025
J9055,Cetuximab injection,10 MG,78.369,20.000,,,,,,
J9056,"Inj, vivimusta, 1 mg",1 MG,29.852,20.000,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,2.294,20.000,,,,,,
J9061,"Inj, amivantamab-vmjw",2 MG,22.540,18.669,,,,,,Inflation-adjusted coinsurance
J9063,"Inj, elahere, 1 mg",1 MG,69.486,20.000,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,10.678,20.000,,,,,,
J9071,Inj cyclophosphamd auromedic,5 MG,0.630,20.000,,,,,,
J9072,Inj cyclophos frindovyx 5 mg,5 MG,9.105,20.000,,,,,,
J9073,Inj cyclophos dr reddys 5 mg,5 MG,0.784,20.000,,,,,,AMP-based payment limit
J9074,"Inj, cyclophosphamd, sandoz",5 MG,3.936,20.000,,,,,,
J9075,"Inj, cyclophosphamide, nos",5 MG,0.481,20.000,,,,,,
J9076,"Inj, cyclophos (baxter) 5mg",5 MG,5.014,20.000,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.830,20.000,,,,,,
J9118,Inj. calaspargase pegol-mknl,10 UNIT,82.075,20.000,,,,,,
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,29.293,20.000,,,,,,
J9120,Dactinomycin injection,0.5 MG,328.338,20.000,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,3.447,20.000,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,55.567,19.924,,,,,,Inflation-adjusted coinsurance
J9145,"Injection, daratumumab 10 mg",10 MG,71.371,19.807,,,,,,Inflation-adjusted coinsurance
J9150,Daunorubicin injection,10 MG,21.699,20.000,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,256.087,19.424,,,,,,Inflation-adjusted coinsurance
J9155,Degarelix injection,1 MG,4.448,20.000,,,,,,
J9171,Docetaxel injection,1 MG,0.626,20.000,,,,,,
J9172,"Docetaxel (docivyx), 1 mg",1 MG,50.778,20.000,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,85.120,20.000,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,7.885,20.000,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,36.743,19.401,,,,,,Inflation-adjusted coinsurance
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,2.112,20.000,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,89.344,20.000,,,,,,
J9181,Etoposide injection,10 MG,0.941,20.000,,,,,,
J9185,Fludarabine phosphate inj,50 MG,68.197,20.000,,,,,,
J9190,Fluorouracil injection,500 MG,1.990,20.000,,,,,,
J9196,Inj gemcitabine hcl (accord),200 MG,5.290,18.430,,,,,,Inflation-adjusted coinsurance
J9200,Floxuridine injection,500 MG,4128.019,20.000,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.128,20.000,,,,,,
J9202,Goserelin acetate implant,3.6 MG,733.665,20.000,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,236.616,20.000,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,248.497,20.000,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,65.999,20.000,,,,,,
J9206,Irinotecan injection,20 MG,1.751,20.000,,,,,,AMP-based payment limit
J9207,Ixabepilone injection,1 MG,139.212,19.748,,,,,,Inflation-adjusted coinsurance
J9208,Ifosfamide injection,1 GM,25.204,20.000,,,,,,
J9209,Mesna injection,200 MG,1.859,20.000,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,384.848,20.000,,,,,,
J9211,Idarubicin hcl injection,5 MG,36.670,20.000,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,176.447,20.000,,,,,,
J9223,"Inj. lurbinectedin, 0.1 mg",0.1 MG,207.127,20.000,,,,,,
J9226,Supprelin la implant,50 MG,45020.650,20.000,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,81.900,20.000,,,,,,
J9228,Ipilimumab injection,1 MG,183.479,20.000,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2698.053,20.000,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,95.901,20.000,,,,,,
J9246,"Inj., evomela, 1 mg",1 MG,18.497,20.000,,,,,,
J9248,Inj melphalan (hepzato) 1 mg,1 MG,795.000,20.000,,,,,,
J9260,Inj methotrexate sodium 50mg,50 MG,2.816,20.000,,,,,,
J9261,Nelarabine injection,50 MG,79.862,20.000,,,,,,
J9263,Oxaliplatin,0.5 MG,0.083,20.000,,,,,,
J9264,Paclitaxel protein bound,1 MG,10.543,20.000,,,,,,
J9266,Pegaspargase injection,1 EA,28424.059,18.591,,,,,,Inflation-adjusted coinsurance
J9267,Paclitaxel injection,1 MG,0.135,20.000,,,,,,
J9268,Pentostatin injection,10 MG,2608.157,18.535,,,,,,Inflation-adjusted coinsurance
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,356.930,19.516,,,,,,Inflation-adjusted coinsurance
J9271,Inj pembrolizumab,1 MG,60.291,20.000,,,,,,
J9272,"Inj, dostarlimab-gxly, 10 mg",10 MG,243.712,20.000,,,,,,
J9273,"Inj tisotu vedotin-tftv, 1mg",1 MG,188.760,19.165,,,,,,Inflation-adjusted coinsurance
J9274,"Inj, tebentafusp-tebn, 1 mcg",1 MCG,217.088,20.000,,,,,,
J9276,"Inj zanidatamab-hrii, 2 mg",2 MG,25.046,20.000,,,,,,
J9280,Mitomycin injection,5 MG,20.348,20.000,,,,,,
J9281,Mitomycin instillation,1 MG,318.531,20.000,,,,,,
J9286,"Inj glofitamab gxbm, 2.5 mg",2.5 MG,2767.882,20.000,,,,,,
J9289,Inj nivolumab 2 mg hyaluron,2 MG,27.362,20.000,,,,,,Added October 2025
J9292,"Inj, pemetrexed dipotassium",10 MG,82.342,20.000,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,23.877,20.000,,,,,,
J9294,"Inj pemetrexed, hospira 10mg",10 MG,3.547,20.000,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.731,20.000,,,,,,
J9296,Inj pemetrexed (accord) 10mg,10 mg,9.736,20.000,,,,,,
J9297,Inj pemetrexed (sandoz) 10mg,10 MG,1.754,15.508,,,,,,Inflation-adjusted coinsurance
J9298,Inj nivol relatlimab 3mg/1mg,3 mg/1 mg,197.832,20.000,,,,,,
J9299,"Injection, nivolumab",1 MG,32.964,20.000,,,,,,
J9301,Obinutuzumab inj,10 MG,78.996,20.000,,,,,,
J9303,Panitumumab injection,10 MG,173.030,18.227,,,,,,Inflation-adjusted coinsurance
J9304,"Inj. pemetrexed, 10 mg",10 MG,46.321,20.000,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,4.355,20.000,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,17.017,19.500,,,,,,Inflation-adjusted coinsurance
J9307,Pralatrexate injection,1 MG,392.629,19.377,,,,,,Inflation-adjusted coinsurance
J9308,"Injection, ramucirumab",5 MG,74.359,20.000,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,136.666,20.000,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,36.693,20.000,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,75.220,20.000,,,,,,
J9314,Inj pemetrexed (teva) 10mg,10 MG,15.543,18.512,,,,,,Inflation-adjusted coinsurance
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,62.098,20.000,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,36.276,20.000,,,,,,
J9318,Inj romidepsin non-lyo 0.1mg,0.1 MG,28.517,20.000,,,,,,
J9319,Inj romidepsin lyophil 0.1mg,0.1 MG,30.777,20.000,,,,,,
J9321,Inj epcoritamab-bysp 0.16 mg,0.16 MG,55.841,20.000,,,,,,
J9323,Inj pemetrexed ditromethamin,10 mg,0.125,20.000,,,,,,
J9324,"Inj, pemrydi rtu, 10 mg",10 MG,75.808,20.000,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,73.935,18.748,,,,,,Inflation-adjusted coinsurance
J9328,Temozolomide injection,1 MG,10.389,20.000,,,,,,
J9329,"Inj, tislelizumab-jsgr",1 MG,57.445,20.000,,,,,,
J9330,Temsirolimus injection,1 MG,26.712,20.000,,,,,,
J9331,Inj sirolimus prot part 1 mg,1 MG,84.572,20.000,,,,,,
J9332,Inj efgartigimod 2mg,2 MG,32.147,20.000,,,,,,
J9333,Inj rozanolixizum-noli 1 mg,1 MG,23.165,20.000,,,,,,
J9334,Inj efgart-alfa 2mg hya-qvfc,2 MG,33.888,20.000,,,,,,
J9342,Inj thiotepa nos 1 mg,1 MG,10.537,20.000,,,,,,
J9345,"Inj, retifanlimab-dlwr, 1 mg",1 MG,30.556,20.000,,,,,,
J9347,"Inj, tremelimumab-actl, 1 mg",1 MG,140.897,20.000,,,,,,
J9348,"Inj. naxitamab-gqgk, 1 mg",1 MG,686.002,20.000,,,,,,
J9349,"Inj., tafasitamab-cxix",2 MG,14.311,20.000,,,,,,
J9350,"Inj mosunetuzumab-axgb, 1 mg",1 MG,654.629,20.000,,,,,,
J9351,Topotecan injection,0.1 MG,2.541,20.000,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,391.070,20.000,,,,,,
J9353,"Inj. margetuximab-cmkb, 5 mg",5 MG,52.486,19.994,,,,,,Inflation-adjusted coinsurance
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,42.160,19.870,,,,,,Inflation-adjusted coinsurance
J9355,Inj trastuzumab excl biosimi,10 MG,75.025,20.000,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,61.436,20.000,,,,,,
J9357,Valrubicin injection,200 MG,1323.345,20.000,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,29.978,19.873,,,,,,Inflation-adjusted coinsurance
J9359,Inj lon tesirin-lpyl 0.075mg,0.075 MG,216.903,20.000,,,,,,
J9360,Vinblastine sulfate inj,1 MG,5.300,20.000,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,8.222,20.000,,,,,,
J9380,Inj teclistamab cqyv 0.5 mg,0.5 MG,33.575,19.759,,,,,,Inflation-adjusted coinsurance
J9381,Inj teplizumab mzwv 5 mcg,5 MCG,37.662,20.000,,,,,,
J9382,Inj zenocutuzumab-zbco 1 mg,1 MG,32.910,20.000,,,,,,Added October 2025
J9390,Vinorelbine tartrate inj,10 MG,7.682,20.000,,,,,,
J9394,"Inj, fulvestrant (fresenius)",25 MG,26.769,20.000,,,,,,
J9395,"Injection, fulvestrant",25 MG,6.728,20.000,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,7.880,20.000,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.615,20.000,,,95,10.615,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,53.077,20.000,,,95,53.077,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.231,20.000,,,95,21.231,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.077,20.000,,,95,53.077,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.324,20.000,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.324,20.000,,,,,,
Q0162,Ondansetron oral,1 MG,0.014,20.000,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,1.352,20.000,,,,,,
Q0224,"Inj, pemivibart, 4500 mg",4500 MG,7239.000,0.000,95,7239.000,,,,See COVID-19 vaccine pricing webpage for payment effective dates 
Q0249,Tocilizumab for covid-19,1 MG,7.569,0.000,95,7.569,,,,See COVID-19 vaccine pricing webpage for payment effective dates
Q2041,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,533230.171,18.187,,,,,,Inflation-adjusted coinsurance
Q2042,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,591726.201,17.633,,,,,,Inflation-adjusted coinsurance
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),55272.324,20.000,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,108.468,20.000,,,,,,
Q2053,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,489304.608,19.819,,,,,,Inflation-adjusted coinsurance
Q2054,Lisocabtagene mara car pos t,"Up to 110 million CAR-positive viable T cells, per therapeutic dose",562538.185,18.170,,,,,,Inflation-adjusted coinsurance
Q2055,Idecabtagene vicleucel car,UP TO 510 MILLION AUTOLOGOUS ANTI-BCMA CAR-POSITIVE VIABLE T CELLS,557317.934,18.751,,,,,,Inflation-adjusted coinsurance
Q2056,Ciltacabtagene car-pos t,up to 100 million autologous b-cell maturation antigen (bcma) directed car-positive t cells,565868.945,18.863,,,,,,Inflation-adjusted coinsurance
Q2057,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,770620.000,20.000,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,158.916,20.000,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.854,20.000,,,,,,
Q4101,Apligraf,1 SQ CM,30.230,20.000,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,11.884,20.000,,,,,,
Q4103,Oasis burn matrix,1 SQ CM,12.492,20.000,,,,,,
Q4104,Integra bmwd,1 SQ CM,51.003,20.000,,,,,,
Q4105,Integra drt or omnigraft,1 SQ CM,26.944,20.000,,,,,,
Q4108,Integra matrix,1 SQ CM,38.543,20.000,,,,,,
Q4110,Primatrix,1 SQ CM,65.405,20.000,,,,,,
Q4111,Gammagraft,1 SQ CM,7.872,20.000,,,,,,
Q4114,Integra flowable wound matri,1 CC,1494.410,20.000,,,,,,
Q4115,Alloskin,1 SQ CM,12.861,20.000,,,,,,
Q4118,Matristem micromatrix,1 MG,2.544,20.000,,,,,,
Q4121,Theraskin,1 SQ CM,52.752,20.000,,,,,,
Q4123,Alloskin,1 SQ CM,71.550,20.000,,,,,,
Q4124,Oasis tri-layer wound matrix,1 SQ CM,2.486,20.000,,,,,,
Q4126,Memoderm/derma/tranz/integup,1 SQ CM,62.414,20.000,,,,,,
Q4127,Talymed,1 SQ CM,68.487,20.000,,,,,,
Q4128,Flexhd/allopatchhd/sq cm,1 SQ CM,29.912,20.000,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,106.700,20.000,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,138.740,20.000,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,101.716,20.000,,,,,,
Q4138,"Biodfence dryflex, 1cm",1 SQ CM,98.107,20.000,,,,,,
Q4140,Biodfence 1cm,1 SQ CM,161.624,20.000,,,,,,
Q4141,"Alloskin ac, 1 cm",1 SQ CM,106.968,20.000,,,,,,
Q4143,"Repriza, 1cm",1 SQ CM,33.920,20.000,,,,,,
Q4145,"Epifix, inj, 1mg",1 MG,19.478,20.000,,,,,,
Q4148,Neox neox rt or clarix cord,1 SQ CM,123.802,20.000,,,,,,
Q4150,Allowrap ds or dry 1 sq cm,1 SQ CM,78.169,20.000,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,134.886,20.000,,,,,,
Q4152,Dermapure 1 square cm,1 SQ CM,50.715,20.000,,,,,,
Q4153,"Dermavest, plurivest sq cm",1 SQ CM,137.927,20.000,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,131.899,20.000,,,,,,
Q4155,Neoxflo or clarixflo 1 mg,1 MG,26.624,20.000,,,,,,
Q4156,Neox 100 or clarix 100,1 SQ CM,65.881,20.000,,,,,,
Q4158,"Kerecis omega3, per sq cm",1 SQ CM,67.273,20.000,,,,,,
Q4159,Affinity1 square cm,1 SQ CM,204.955,20.000,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,2784.378,20.000,,,,,,
Q4161,Bio-connekt per square cm,1 SQ CM,1590.540,20.000,,,,,,
Q4163,"Woundex, bioskin, per sq cm",1 SQ CM,182.181,20.000,,,,,,
Q4164,"Helicoll, per square cm",1 SQ CM,1640.929,20.000,,,,,,
Q4166,"Cytal, per square centimeter",1 SQ CM,19.970,20.000,,,,,,
Q4169,"Artacent wound, per sq cm",1 SQ CM,2068.472,20.000,,,,,,
Q4170,"Cygnus, per sq cm",1 SQ CM,39.313,20.000,,,,,,
Q4171,"Interfyl, 1 mg",1 MG,10.092,20.000,,,,,,
Q4173,Palingen or palingen xplus,1 SQ CM,349.015,20.000,,,,,,
Q4175,Miroderm,1 SQ CM,91.539,20.000,,,,,,
Q4178,"Floweramniopatch, per sq cm",1 SQ CM,89.407,20.000,,,,,,
Q4180,"Revita, per sq cm",1 SQ CM,656.124,20.000,,,,,,
Q4184,Cellesta or duo per sq cm,1 SQ CM,80.040,20.000,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,151.165,20.000,,,,,,
Q4187,Epicord 1 sq cm,1 SQ CM,245.302,20.000,,,,,,
Q4188,Amnioarmor 1 sq cm,1 SQ CM,487.586,20.000,,,,,,
Q4190,Artacent ac 1 sq cm,1 SQ CM,112.317,20.000,,,,,,
Q4191,Restorigin 1 sq cm,1 SQ CM,655.301,20.000,,,,,,
Q4193,Coll-e-derm 1 sq cm,1 SQ CM,1393.120,20.000,,,,,,
Q4194,Novachor 1 sq cm,1 SQ CM,663.626,20.000,,,,,,
Q4195,Puraply 1 sq cm,1 SQ CM,97.940,20.000,,,,,,
Q4196,Puraply am 1 sq cm,1 SQ CM,101.031,20.000,,,,,,
Q4197,Puraply xt 1 sq cm,1 SQ CM,70.696,20.000,,,,,,
Q4199,"Cygnus matrix, per sq cm",1 SQ CM,111.152,20.000,,,,,,
Q4201,Matrion 1 sq cm,1 SQ CM,76.089,20.000,,,,,,
Q4203,"Derma-gide, 1 sq cm",1 SQ CM,1052.887,20.000,,,,,,
Q4204,Xwrap 1 sq cm,1 SQ CM,3692.141,20.000,,,,,,
Q4205,Membrane graft or wrap sq cm,1 SQ CM,1237.284,20.000,,,,,,
Q4217,Woundfix biowound plus xplus,1 SQ CM,318.000,20.000,,,,,,
Q4221,Amniowrap2 per sq cm,1 SQ CM,1961.000,20.000,,,,,,
Q4222,"Progenamatrix, per sq cm",1 SQ CM,145.487,20.000,,,,,,
Q4225,"Amnio or derma tl, per sq cm",1 SQ CM,1427.450,20.000,,,,,,
Q4227,Amniocore per sq cm,1 SQ CM,1172.558,20.000,,,,,,
Q4229,Cogenex amnio memb per sq cm,1 SQ CM,461.355,20.000,,,,,,
Q4232,"Corplex, per sq cm",1 SQ CM,109.436,20.000,,,,,,
Q4234,"Xcellerate, per sq cm",1 SQ CM,553.935,20.000,,,,,,
Q4235,Amniorepair or altiply sq cm,1 SQ CM,87.977,20.000,,,,,,
Q4236,Carepatch per sq cm,1 SQ CM,449.407,20.000,,,,,,
Q4238,"Derm-maxx, per sq cm",1 SQ CM,1452.253,20.000,,,,,,
Q4239,Amnio-maxx or lite per sq cm,1 SQ CM,1902.622,20.000,,,,,,
Q4248,Dermacyte amn mem allo sq cm,1 SQ CM,555.202,20.000,,,,,,
Q4249,"Amniply, per sq cm",1 SQ CM,1969.887,20.000,,,,,,
Q4250,Amnioamp-mp per sq cm,1 SQ CM,2979.555,20.000,,,,,,
Q4252,"Vendaje, per square centimet",1 SQ CM,53.000,20.000,,,,,,
Q4253,Zenith amniotic membrane psc,1 SQ CM,75.790,20.000,,,,,,
Q4256,"Mlg complet, per sq cm",1 SQ CM,735.045,20.000,,,,,,
Q4257,"Relese, per sq cm",1 SQ CM,915.087,20.000,,,,,,
Q4258,"Enverse, per sq cm",1 SQ CM,89.746,20.000,,,,,,
Q4259,Celera per sq cm,1 SQ CM,713.501,20.000,,,,,,
Q4262,"Dual layer impax, per sq cm",1 SQ CM,99.027,20.000,,,,,,
Q4263,"Surgraft tl, per sq cm",1 SQ CM,1815.780,20.000,,,,,,
Q4264,"Cocoon membrane, per sq cm",1 SQ CM,372.888,20.000,,,,,,
Q4265,Neostim tl per sq cm,1 SQ CM,1386.446,20.000,,,,,,
Q4266,Neostim per sq cm,1 SQ CM,540.301,20.000,,,,,,
Q4267,Neostim dl per sq cm,1 SQ CM,323.214,20.000,,,,,,
Q4268,Surgraft ft per sq cm,1 SQ CM,452.707,20.000,,,,,,Added October 2025
Q4269,Surgraft xt per sq cm,1 SQ CM,1804.956,20.000,,,,,,Added October 2025
Q4270,Complete sl per sq cm,1 SQ CM,3319.849,20.000,,,,,,
Q4271,Complete ft per sq cm,1 SQ CM,1141.337,20.000,,,,,,
Q4274,"Esano ac, per sq cm",1 SQ CM,1881.500,20.000,,,,,,
Q4275,"Esano aca, per sq cm",1 SQ CM,2707.297,20.000,,,,,,
Q4276,"Orion, per sq cm",1 SQ CM,271.779,20.000,,,,,,
Q4278,"Epieffect, per sq cm",1 SQ CM,210.553,20.000,,,,,,
Q4279,"Vendaje ac, per sq cm",1 SQ CM,2122.721,20.000,,,,,,
Q4280,Xcell amnio matrix per sq cm,1 SQ CM,2355.854,20.000,,,,,,
Q4281,Barrera slor dl per sq cm,1 SQ CM,411.156,20.000,,,,,,
Q4282,Cygnus dual per sq cm,1 SQ CM,336.608,20.000,,,,,,
Q4283,"Biovance tri or 3l, sq cm",1 SQ CM,455.736,20.000,,,,,,
Q4289,"Revoshield+ amnio, per sq cm",1 SQ CM,1523.045,20.000,,,,,,
Q4290,Membrane wrap hydr per sq cm,1 SQ CM,1867.014,20.000,,,,,,
Q4293,"Acesso dl, per sq cm",1 SQ CM,1584.700,20.000,,,,,,
Q4294,"Amnio quad-core, per sq cm",1 SQ CM,3363.808,20.000,,,,,,
Q4295,"Amnio tri-core, per sq cm",1 SQ CM,2905.453,20.000,,,,,,
Q4296,"Rebound matrix, per sq cm",1 SQ CM,838.471,20.000,,,,,,
Q4297,"Emerge matrix, per sq cm",1 SQ CM,1302.299,20.000,,,,,,
Q4298,"Amnicore pro, per sq cm",1 SQ CM,2634.149,20.000,,,,,,
Q4299,"Amnicore pro+, per sq cm",1 SQ CM,3161.240,20.000,,,,,,
Q4300,"Acesso tl, per sq cm",1 SQ CM,2122.737,20.000,,,,,,
Q4301,"Activate matrix, per sq cm",1 SQ CM,1798.114,20.000,,,,,,
Q4302,"Complete aca, per sq cm",1 SQ CM,1239.897,20.000,,,,,,
Q4303,"Complete aa, per sq cm",1 SQ CM,3368.389,20.000,,,,,,
Q4304,"Grafix plus, per sq cm",1 SQ CM,447.461,20.000,,,,,,
Q4309,"Via matrix, per sq cm",1 SQ CM,880.025,20.000,,,,,,
Q4310,"Procenta, per 100 mg",100 MG,1391.605,20.000,,,,,,
Q4312,"Acesso ac, per sq cm",1 SQ CM,2411.764,20.000,,,,,,Added October 2025
Q4313,"Dermabind fm, per sq cm",1 SQ CM,3312.515,20.000,,,,,,
Q4314,"Reeva, per sq cm",1 SQ CM,2332.000,20.000,,,,,,Added October 2025
Q4316,"Amchoplast, per sq cm",1 SQ CM,4227.966,20.000,,,,,,
Q4317,"Vitograft, per sq cm",1 SQ CM,4770.000,20.000,,,,,,Added October 2025
Q4319,"Sanograft, per sq cm",1 SQ CM,2809.000,20.000,,,,,,Added October 2025
Q4320,"Pellograft, per sq cm",1 SQ CM,103.026,20.000,,,,,,Added October 2025
Q4321,"Renograft, per sq cm",1 SQ CM,3816.000,20.000,,,,,,Added October 2025
Q4322,"Caregraft, per sq cm",1 SQ CM,1825.619,20.000,,,,,,
Q4323,"Alloply, per sq cm",1 SQ CM,1563.145,20.000,,,,,,
Q4325,"Acapatch, per sq cm",1 SQ CM,1707.805,20.000,,,,,,
Q4326,"Woundplus, per sq cm",1 SQ CM,1062.719,20.000,,,,,,
Q4328,"Most, per sq cm",1 SQ CM,3440.627,20.000,,,,,,
Q4331,"Axolotl graft, per sq cm",1 SQ CM,1589.715,20.000,,,,,,
Q4332,"Axolotl dualgraft, per sq cm",1 SQ CM,1681.333,20.000,,,,,,
Q4339,"Artacent vericlen, per sq cm",1 SQ CM,2055.340,20.000,,,,,,
Q4340,"Simpligraft, per sq cm",1 SQ CM,1377.894,20.000,,,,,,Added October 2025
Q4341,"Simplimax, per sq cm",1 SQ CM,3524.112,20.000,,,,,,
Q4342,"Theramend, per sq cm",1 SQ CM,2271.193,20.000,,,,,,
Q4343,Dermacyte ac matrx per sq cm,1 SQ CM,2952.100,20.000,,,,,,
Q4344,"Tri membrane wrap, per sq cm",1 SQ CM,3574.386,20.000,,,,,,
Q4345,Matrix hd allogrft per sq cm,1 SQ CM,2650.000,20.000,,,,,,Added October 2025
Q4346,Shelter dm matrix per sq cm,1 SQ CM,3663.787,20.000,,,,,,Added October 2025
Q4347,Rampart dl matrix per sq cm,1 SQ CM,3099.433,20.000,,,,,,Added October 2025
Q4348,Sentry sl matrix per sq cm,1 SQ CM,2034.877,20.000,,,,,,Added October 2025
Q4350,Palisade dm matrix per sq cm,1 SQ CM,3608.093,20.000,,,,,,Added October 2025
Q4353,Xceed tl matrix per sq cm,1 SQ CM,4148.840,20.000,,,,,,Added October 2025
Q4355,Abio xpl abio xpl hy p sq cm,1 SQ CM,2835.716,20.000,,,,,,Added October 2025
Q4357,"Xwrap plus, per sq cm",1 SQ CM,4770.000,20.000,,,,,,
Q4358,"Xwrap dual, per sq cm",1 SQ CM,5893.344,20.000,,,,,,Added October 2025
Q4359,"Choriply, per sq cm",1 SQ CM,2779.320,20.000,,,,,,Added October 2025
Q4361,"Epixpress, per sq cm",1 SQ CM,2120.000,20.000,,,,,,
Q4367,"Amniocore sl, per sq cm",1 SQ CM,752.393,20.000,,,,,,
Q5099,"Inj ustekinumab-stba, 1 mg",1 MG,12.642,20.000,,,,,,Added October 2025 - 8% of reference add-on applied
Q5100,"Inj ustekinumab-kfce, 1 mg",1 MG,24.979,20.000,,,,,,Added October 2025 - 8% of reference add-on applied
Q5101,"Injection, zarxio",1 MCG,0.458,20.000,,,,,,8% of reference add-on applied
Q5103,"Injection, inflectra",10 MG,19.990,20.000,,,,,,8% of reference add-on applied
Q5104,"Injection, renflexis",10 MG,26.999,20.000,,,,,,8% of reference add-on applied
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.785,20.000,,,,,,8% of reference add-on applied
Q5106,Inj retacrit non-esrd use,1000 UNITS,7.851,20.000,,,,,,8% of reference add-on applied
Q5107,Inj mvasi 10 mg,10 MG,27.862,20.000,,,,,,8% of reference add-on applied
Q5108,"Injection, fulphila",0.5 MG,99.128,20.000,,,,,,
Q5110,Nivestym,1 MCG,0.304,20.000,,,,,,8% of reference add-on applied
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,106.334,20.000,,,,,,
