6/18/2024:
80661-0010-01:	1p1cpee -> 8y356xa	Aluminum sesquichlorohydrate 37500 mg Bottle [Myhealth Mood Care Unissex] 	37500 mg
51414-0107-01:	a0qmer8 -> 7cf8z8r	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab] 	9 mg
68599-1182-02:	a0qmer8 -> 7cf8z8r	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab] 	9 mg
82942-1003-01:	a0qmer8 -> 7cf8z8r	Hydrocortisone 10 mg/mL Topical Cream [Hydrocortistab] 	9 mg
00924-5204-02:	a73dms8 -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
00924-5204-03:	a73dms8 -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
00924-5204-04:	a73dms8 -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
00924-5204-05:	a73dms8 -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
50332-0048-01:	a73dms8 -> 4tekpg3	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	21; 210 mg; mg
50332-0048-07:	a73dms8 -> 4tekpg3	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	21; 210 mg; mg
59050-0414-20:	a73dms8 -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
69139-0203-01:	a73dms8 -> nq7c2ns	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	18; 180 mg; mg
00404-0122-02:	a7k7fn6 -> hk84aeq	Ethanol 0.665 mL/mL Medicated Pad 	1.26 mL
47682-0350-33:	a7k7fn6 -> hk84aeq	Ethanol 0.665 mL/mL Medicated Pad 	1.26 mL
61010-2017-01:	a7k7fn6 -> hk84aeq	Ethanol 0.665 mL/mL Medicated Pad 	1.26 mL
50552-0002-01:	a7sv7f2 -> mt1n3es	Benzalkonium chloride 1.55 mg/mL Medicated Pad 	0.78 mg
68025-0065-07:	a7yy7yr -> 75etgbt	250 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.25 mg
68025-0065-30:	a7yy7yr -> 75etgbt	250 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.25 mg
68025-0066-30:	a7yy7yr -> n6r8k5z	500 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.5 mg
51532-5400-01:	ab7b99e -> fr33cj3	Hydrogen peroxide 30 mg/mL Topical Spray 	1.77 mL
00498-0750-35:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [IU]; mg; [IU]
50814-0007-01:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [IU]; mg; [IU]
52410-3025-03:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
53329-0087-87:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
55681-0216-01:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 U; mg; U
61010-5600-01:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
69968-0634-01:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [IU]; mg; [IU]
72976-0009-01:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
72976-0563-02:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
77338-0302-53:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
81417-0003-01:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
82749-0302-53:	asn17q8 -> d3sxs93	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	360; 3.15; 4500 [USP'U]; mg; [USP'U]
63710-0005-01:	atsa8ey -> 5mfhz3h	Ethanol 0.7 mL/mL Topical Gel 	0.35 L
77251-0003-03:	atsa8ey -> 5mfhz3h	Ethanol 0.7 mL/mL Topical Gel 	0.35 L
51811-0400-20:	avygjzz -> b5vqd12	Ethanol 0.7 mL/mL Topical Gel 	20.3 mg
51811-0400-21:	avygjzz -> b5vqd12	Ethanol 0.7 mL/mL Topical Gel 	20.3 mg
51811-0400-25:	avygjzz -> b5vqd12	Ethanol 0.7 mL/mL Topical Gel 	20.3 mg
34645-5501-00:	awtw70q -> xqbecy5	Povidone-iodine 75 mg/mL Medicated Pad [Betadine] 	3.38 mg
34645-5502-00:	awtw70q -> 34qdz1a	Povidone-iodine 75 mg/mL Medicated Pad [Betadine] 	1.72 mg
00498-0143-04:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
00536-1103-01:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
34645-3008-03:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
39892-0101-01:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
51142-0444-01:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
65517-0001-01:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
65517-0002-01:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
81085-0002-01:	b5ptq3s -> c172p1x	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.28 mL
50814-0038-01:	bbk1mdf -> 4tq55tm	Benzocaine 60 mg/mL / ethanol 0.6 mL/mL Medicated Pad 	90; 9 mg; mg
00924-5610-00:	bgx7fs7 -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
00924-5618-00:	bgx7fs7 -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 U; mg; U
50382-0023-01:	bgx7fs7 -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
55305-0123-03:	bgx7fs7 -> fcc2cks	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	200; 2.5; 2500 [IU]; mg; [IU]
65585-0372-03:	bmayebs -> qcar4q5	Ethanol 0.6 mL/mL Topical Spray 	70.8 mL
65585-0372-06:	bmayebs -> a85wk1c	Ethanol 0.6 mL/mL Topical Spray 	480 mL
65585-0372-08:	bmayebs -> 5t33vkp	Ethanol 0.6 mL/mL Topical Spray 	142.2 mL
67777-0121-13:	bsbvp4q -> dw7zq9k	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.4 mL
67777-0121-14:	bsbvp4q -> dw7zq9k	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.4 mL
78434-0110-16:	btwyd6r -> 8wm6vr3	Ethanol 0.8 mL/mL Topical Solution 	0.38 L
00498-0801-01:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
00498-0801-02:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
00498-0801-03:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
00498-0801-32:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
00498-0801-33:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
00498-0801-34:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
42961-0220-02:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
42961-0220-03:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
42961-0220-04:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
50332-0042-01:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
50332-0042-02:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
50332-0042-04:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
67777-0003-01:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
71927-0015-02:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
71927-0015-03:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
71927-0018-02:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
71927-0018-03:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
71927-0018-04:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
82940-0220-01:	bxm92e6 -> 7hb41wa	Hydrocortisone acetate 10 mg/mL Topical Cream [Carmol HC] 	9 mg
50804-0007-01:	c172p1x -> qmn3p6v	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.03 mL
41250-0822-99:	c66gzyd -> 5eardde	Witch hazel 860 mg/mL Topical Solution 	0.2 KG
75205-0258-04:	cg40t0p -> g4xpvdh	Ethanol 0.8 mL/mL Topical Solution 	0.1 L
78434-0110-04:	cg40t0p -> g4xpvdh	Ethanol 0.8 mL/mL Topical Solution 	0.1 L
50332-0050-00:	cgqffqe -> fxgfr26	Benzocaine 200 mg/mL / menthol 10 mg/mL Medicated Pad [Medicaine Sting] 	120; 6 mg; mg
50332-0050-04:	cgqffqe -> fxgfr26	Benzocaine 200 mg/mL / menthol 10 mg/mL Medicated Pad [Medicaine Sting] 	120; 6 mg; mg
61333-0207-01:	ck16ts5 -> z5kgp0s	Benzalkonium chloride 1.33 mg/mL Medicated Pad 	1.06 mg
61010-3111-01:	ck9nc4n -> jafxf0w	Ethanol 0.665 mL/mL Topical Solution 	1.26 mL
00259-2102-05:	d0c88ds -> 2kf0zm5	Dimethicone 20 mg/mL Topical Cream [Mederma Stretch Mark Therapy] 	10 mg
73744-0267-04:	d6kgrke -> yb8emyv	Ethanol 0.7 mL/mL Topical Gel 	0.17 L
73744-0268-04:	d6kgrke -> yb8emyv	Ethanol 0.7 mL/mL Topical Gel 	0.17 L
75205-0258-08:	dbdzcrb -> kz684mt	Ethanol 0.8 mL/mL Topical Solution 	0.2 L
37205-0871-43:	ded6x7s -> p0apyv1	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0.01 KG
69396-0001-09:	dedt6jp -> 8jv9jay	Clotrimazole 10 mg/mL Topical Cream [Canesten] 	9 mg
70815-0003-10:	djm7edy -> qj7yttt	Camphor 0.0259 mg/mg / Capsicum extract 0.0329 mg/mg Medicated Patch 	7.77; 9.87 mg; mg
70815-0003-25:	djm7edy -> 48wf9g2	Camphor 0.0259 mg/mg / Capsicum extract 0.0329 mg/mg Medicated Patch 	15.54; 19.74 mg; mg
11822-0871-04:	dkejpmc -> 1dwyjfn	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0 KG
41190-0871-43:	dkejpmc -> 1dwyjfn	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0 KG
55316-0871-43:	dkejpmc -> 1dwyjfn	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0 KG
68025-0066-07:	dqbbq2c -> 3v6bc2a	500 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.5 mg
68025-0083-07:	dqbbq2c -> apvv1yk	750 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.75 mg
68025-0083-30:	dqbbq2c -> apvv1yk	750 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.75 mg
10356-0120-30:	e2a2v6h -> apt46ag	Hydrocortisone 0.01 mg/mg Topical Ointment [Aquaphor Itch Relief] 	9 mg
82167-0000-01:	e319xwp -> ahvk62v	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.08 mL
50814-0041-01:	ecmd37n -> tx32cmh	Benzocaine 60 mg/mL / ethanol 0.6 mL/mL Medicated Pad 	108; 10.8 mg; mg
00924-5204-01:	epkatwy -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
59050-0101-01:	epkatwy -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
71734-0340-01:	epkatwy -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
72976-0010-01:	epkatwy -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
73694-0101-01:	epkatwy -> bsz2yap	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	24; 240 mg; mg
51811-0400-40:	epnb7kn -> nqn5t53	Ethanol 0.7 mL/mL Topical Gel 	82.6 mg
51811-0400-41:	epnb7kn -> nqn5t53	Ethanol 0.7 mL/mL Topical Gel 	82.6 mg
67777-0116-10:	et37fjc -> sfjs5df	Bacitracin 450 [USP'U] Packet 	450 [USP'U]
77093-0300-06:	exf9477 -> fntc6j7	Isopropyl alcohol 0.7 mL/mL Topical Solution 	0.33 L
83165-0001-00:	ezhrz6q -> 404sm4s	Ethanol 0.7 mL/mL Medicated Pad 	0.43 mL
52261-0006-03:	f3k38h1 -> 92sza41	Ethanol 0.8 mL/mL Topical Gel 	0.4 L
73744-0268-06:	f83792m -> d02p056	Ethanol 0.7 mL/mL Topical Gel 	0.04 L
74446-0330-02:	f83792m -> d02p056	Ethanol 0.7 mL/mL Topical Gel 	0.04 L
00404-0172-50:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
00404-0400-47:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
00904-6679-67:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
00904-7023-67:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
00904-8804-67:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
50382-0006-11:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
50382-0006-21:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
53329-0089-86:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
57896-0145-14:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
59898-0720-01:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
59898-0720-02:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
59898-0720-03:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
63517-0220-01:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 U
65923-0390-20:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
65923-0390-44:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [IU]
67777-0008-10:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
69396-0008-09:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
69396-0098-09:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
69396-0104-09:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
69396-0104-25:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
69842-0163-10:	fa6k30y -> mt46s5y	Bacitracin zinc 0.5 UNT/mg Topical Ointment 	450 [USP'U]
00924-5202-01:	fbm08zg -> 10nb93c	Benzocaine 60 mg/mL / isopropyl alcohol 0.6 mL/mL Medicated Pad 	20.4; 204 mg; mg
52261-0006-01:	fcpcazj -> yejht18	Ethanol 0.8 mL/mL Topical Gel 	0.24 L
47593-0624-38:	ftg6cv5 -> 59hg8qk	Ethanol 0.8 mL/mL Topical Solution 	0.4 L
77251-0001-02:	ftg6cv5 -> 1z4a7dp	Ethanol 0.8 mL/mL Topical Solution 	0 L
77251-0001-04:	ftg6cv5 -> 59hg8qk	Ethanol 0.8 mL/mL Topical Solution 	0.4 L
47682-0035-99:	fxa0pvx -> gstksnq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.5 mL
67777-0121-16:	fxa0pvx -> gstksnq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.5 mL
82098-0814-10:	fxa0pvx -> gstksnq	Isopropyl alcohol 0.7 mL/mL Medicated Pad 	0.5 mL
72663-0560-34:	g2zkh5q -> w8th9h1	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	3; 1.75; 0.4 mg; mg; mg
37205-0871-45:	g3b6tg1 -> 7n6qmpd	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0.03 KG
42961-0107-02:	g4zgyn2 -> zptamrb	Benzocaine 200 mg/mL / menthol 10 mg/mL Medicated Pad [Medicaine Sting] 	0.1; 0.01 mg; mg
34645-4008-03:	g87hebc -> 8d5m6ap	Povidone-iodine 100 mg/mL Medicated Pad [Betadine] 	0.04 mg
83165-0002-00:	geqdx5j -> 4kw9yp6	Benzalkonium chloride 1.3 mg/mL Medicated Pad [Sani-Hands Basics] 	0.81 mg
73744-0258-02:	gjh8tnw -> sd1qj4p	Ethanol 0.8 mL/mL Topical Spray 	0.05 L
69191-0500-06:	gmncnpr -> kzf1f6f	Lidocaine 0.04 mg/mg Topical Gel [Sonacaine] 	24 mg
77039-0023-01:	gnwssqx -> cn298d3	Ethanol 0.65 mL/mL Medicated Pad 	0.2 mL
47682-0321-02:	gqsqzsr -> p829nch	Menthol 70 mg/mL Topical Spray 	4.13 mg
71441-0180-10:	hsvqm3m -> 3f21g4x	Ethanol 0.75 mL/mL Medicated Pad 	0.61 mL
73943-0951-01:	jat1c2a -> 3hmqah6	Benzalkonium chloride 1 mg/mL Topical Solution [Clean Force] 	0.01 mg
51672-4174-06:	jcxkw6v -> 2kajdm5	Imiquimod 37.5 mg/mL Topical Cream [Zyclara] 	9.38 mg
99207-0270-28:	jcxkw6v -> 2kajdm5	Imiquimod 37.5 mg/mL Topical Cream [Zyclara] 	9.38 mg
78149-0201-02:	jggcqgh -> evqr1yt	Isopropyl alcohol 0.75 mL/mL Medicated Pad 	525 mg
42851-0085-30:	jhkss0g -> jsrfty3	Salicylic acid 20 mg/mL Medicated Pad [Stri-Dex] 	16 mg
42851-0085-60:	jhkss0g -> jsrfty3	Salicylic acid 20 mg/mL Medicated Pad [Stri-Dex] 	16 mg
69771-0011-05:	jwfe407 -> b6kpnhq	Menthol 0.05 mg/mg Medicated Patch [Absorbine] 	0.77 mg
69771-0012-05:	jwfe407 -> 2ajtwtx	Menthol 0.05 mg/mg Medicated Patch [Absorbine] 	1.54 mg
37205-0976-43:	jwjn7h0 -> g0y7bxe	Ethanol 0.7 mL/mL Topical Solution 	0 L
52261-0902-01:	jy11s8v -> az078zm	Isopropyl alcohol 0.7 mL/mL Topical Gel 	0.08 L
41190-0871-45:	k08t139 -> 1dwyjfn	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0 KG
55316-0871-45:	k08t139 -> 1dwyjfn	Hydrogen peroxide 30 mg/mL Topical Solution [Proxacol] 	0 KG
00168-0432-24:	k1tynhf -> 6sj8wer	Imiquimod 50 mg/mL Topical Cream [Aldara] 	12.5 mg
45802-0368-53:	k1tynhf -> 6sj8wer	Imiquimod 50 mg/mL Topical Cream [Aldara] 	12.5 mg
45802-0368-62:	k1tynhf -> 6sj8wer	Imiquimod 50 mg/mL Topical Cream [Aldara] 	12.5 mg
51672-4145-06:	k1tynhf -> 6sj8wer	Imiquimod 50 mg/mL Topical Cream [Aldara] 	12.5 mg
68462-0536-70:	k1tynhf -> 6sj8wer	Imiquimod 50 mg/mL Topical Cream [Aldara] 	12.5 mg
17518-0030-03:	k29aqhc -> a4sv92f	Dimethicone 13 mg/mL Topical Cream 	16.38 mg
51811-0100-57:	k69r8xc -> anw77z7	Ethanol 0.665 mL/mL Topical Spray 	19.3 mL
77251-0001-07:	k6a9r4g -> kz684mt	Ethanol 0.8 mL/mL Topical Solution 	0.2 L
78434-0110-08:	k6a9r4g -> kz684mt	Ethanol 0.8 mL/mL Topical Solution 	0.2 L
71584-0109-01:	k9q8e88 -> 1ds1b86	Benzocaine 60 mg/mL / ethanol 0.6 mL/mL Medicated Pad 	0.3; 30 mL; mg
73744-0269-02:	k9tshry -> ms884m2	Isopropyl alcohol 0.7 mL/mL Topical Gel 	0.66 L
65585-0378-03:	kmj5wev -> 43r1k4t	Ethanol 0.6 mL/mL Topical Gel 	70.8 mL
99207-0270-01:	kr75fe2 -> 9ygs3mc	Imiquimod 37.5 mg/mL Topical Cream [Zyclara] 	9.38 mg
13811-0090-32:	kr8w6dd -> 75etgbt	250 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.25 mg
13811-0091-32:	kr8w6dd -> n6r8k5z	500 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.5 mg
13811-0092-32:	kr8w6dd -> apvv1yk	750 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.75 mg
13811-0093-32:	kr8w6dd -> dqbbq2c	1000 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	1 mg
70700-0143-35:	kr8w6dd -> 75etgbt	250 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.25 mg
70700-0144-35:	kr8w6dd -> n6r8k5z	500 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.5 mg
70700-0145-35:	kr8w6dd -> dqbbq2c	1000 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	1 mg
70700-0194-35:	kr8w6dd -> apvv1yk	750 mg estradiol 0.001 mg/mg Topical Gel [Divigel] 	0.75 mg
47682-0225-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
47682-0250-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
47682-0255-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
47682-0308-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
47682-0320-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
47682-0330-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
69396-0107-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
73408-0225-02:	krvpyz0 -> kks9b20	Lidocaine HCl 20 mg/mL Topical Spray [Pro Pet Skin Relief] 	1182 mg
61010-1112-02:	ksw7esg -> 7f9eqdn	Ethanol 0.665 mL/mL Topical Gel 	22.61 mL
61010-1112-03:	ksw7esg -> 7f9eqdn	Ethanol 0.665 mL/mL Topical Gel 	22.61 mL
61010-1112-08:	ksw7esg -> 7f9eqdn	Ethanol 0.665 mL/mL Topical Gel 	22.61 mL
61010-8700-01:	ksw7esg -> xeey8q4	Ethanol 0.665 mL/mL Topical Gel 	532 mg
42961-0222-01:	m058420 -> f6ftv4t	Bacitracin 0.4 UNT/mg / neomycin 0.0035 mg/mg / polymyxin B 5 UNT/mg Topical Ointment [Mycitracin Triple Antibiotic] 	280; 3.5; 3500 [IU]; mg; [IU]
51811-0400-31:	m29r5fe -> f83792m	Ethanol 0.7 mL/mL Topical Gel 	41.3 mg
83086-0001-01:	m437h5t -> jep69pc	Benzalkonium chloride 2.6 mg/mL Medicated Pad 	0.03 mg
86818-0004-02:	m4q7cr0 -> khdybek	Benzalkonium chloride 2 mg/mL Medicated Pad 	1.48 mg
86818-0004-04:	m4q7cr0 -> khdybek	Benzalkonium chloride 2 mg/mL Medicated Pad 	1.48 mg
86818-0004-06:	m4q7cr0 -> khdybek	Benzalkonium chloride 2 mg/mL Medicated Pad 	1.48 mg
