NDC,RXCUI,QUMI Code,Package Count,Supplier,Description,Dosage Form,Dosage Route,Strength,Measure,ANDA,Generic Description,DEA
22840-9433-02,2203600,gswsh12,1,"Greer Laboratories, Inc.",Box elder maple pollen extract 25 mg/mL / hard maple pollen extract 25 mg/mL Vial,Vial,INJECTABLE,250; 250,mg; mg,BLA101833,ACER NEGUNDO POLLEN; ACER SACCHARUM POLLEN,
00268-8105-10,967532,gszeytr,1,"ALK-Abello, Inc.",Rhodotorula mucilaginosa allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,525,mg,BLA103753,RHODOTORULA MUCILAGINOSA,
00268-1298-10,852032,gt06j7y,1,"ALK-Abello, Inc.",Mugwort sage pollen extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,ARTEMISIA VULGARIS POLLEN,
22840-5314-02,852032,gt06j7y,1,"Greer Laboratories, Inc.",Mugwort sage pollen extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,ARTEMISIA VULGARIS POLLEN,
65044-2413-02,852032,gt06j7y,1,Jubilant HollisterStier LLC,Mugwort sage pollen extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103888,ARTEMISIA VULGARIS POLLEN,
00942-6305-03,1493204,gt1e517,1,"Fenwal, Inc.",Anticoagulant citrate phosphate dextrose adenine 17.3; 188.0; 2000.0; 140.0; 1660 mg; mg; mg; mg; mg Bag [Cpda-1],Bag,INJECTABLE,17.3; 188; 2000; 140; 1660,mg; mg; mg; mg; mg,BN770420,"ADENINE; ANHYDROUS CITRIC ACID; DEXTROSE MONOHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE; TRISODIUM CITRATE DIHYDRATE",
00942-6322-04,1493204,gt1e517,1,"Fenwal, Inc.",Anticoagulant citrate phosphate dextrose adenine 17.3; 188.0; 2000.0; 140.0; 1660 mg; mg; mg; mg; mg Bag [Cpda-1],Bag,INJECTABLE,17.3; 188; 2000; 140; 1660,mg; mg; mg; mg; mg,BN770420,"ADENINE; ANHYDROUS CITRIC ACID; DEXTROSE MONOHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE; TRISODIUM CITRATE DIHYDRATE",
00942-9394-01,1493204,gt1e517,1,"Fenwal, Inc.",Anticoagulant citrate phosphate dextrose adenine (cpda-1) solution 17.3; 188.0; 2000.0; 140.0; 1660 mg; mg; mg; mg; mg Bag [Cpda-1],Bag,INJECTABLE,17.3; 188; 2000; 140; 1660,mg; mg; mg; mg; mg,BN770420,"ADENINE; ANHYDROUS CITRIC ACID; DEXTROSE MONOHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE; TRISODIUM CITRATE DIHYDRATE",
00942-9398-02,1493204,gt1e517,1,"Fenwal, Inc.",Anticoagulant citrate phosphate dextrose adenine 17.3; 188.0; 2000.0; 140.0; 1660 mg; mg; mg; mg; mg Bag [Cpda-1],Bag,INJECTABLE,17.3; 188; 2000; 140; 1660,mg; mg; mg; mg; mg,BN770420,"ADENINE; ANHYDROUS CITRIC ACID; DEXTROSE MONOHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE; TRISODIUM CITRATE DIHYDRATE",
66302-0014-01,1606278,gt9gdcd,1,United Therapeutics Corporation,5 mL dinutuximab 3.5 mg/mL Vial [Unituxin],Vial,INJECTABLE,17.5,mg,BLA125516,DINUTUXIMAB,
65044-5003-01,995771,gtc09qp,1,Jubilant HollisterStier LLC,Alternaria alternata allergenic extract 100 mg/mL / Cladosporium cladosporioides allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500; 500,mg; mg,BLA103888,ALTERNARIA ALTERNATA; CLADOSPORIUM CLADOSPORIOIDES,
22840-9425-05,2203678,gtec9ta,1,"Greer Laboratories, Inc.",Oneseed juniper pollen extract 25 mg/mL / Rocky Mountain juniper pollen extract 25 mg/mL Bottle,Bottle,INJECTABLE,125; 125,mg; mg,BLA101833,JUNIPERUS MONOSPERMA POLLEN; JUNIPERUS SCOPULORUM POLLEN,
22840-5714-02,2102751,gv3hes5,1,"Greer Laboratories, Inc.",Celery allergenic extract 25 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA101833,CELERY,
22840-5767-05,2102756,gv3hes5,1,"Greer Laboratories, Inc.",Channel catfish allergenic extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,CHANNEL CATFISH,
22840-9648-02,2101494,gv48jy0,1,"Greer Laboratories, Inc.",Mucor circinelloides f. lusitanicus allergenic extract 25 mg/mL / Mucor plumbeus allergenic extract 25 mg/mL Vial,Vial,INJECTABLE,250; 250,mg; mg,BLA101833,MUCOR CIRCINELLOIDES F. LUSITANICUS; MUCOR PLUMBEUS,
22840-9661-02,2101496,gv48jy0,1,"Greer Laboratories, Inc.",Mucor circinelloides f. lusitanicus allergenic extract 25 mg/mL / Rhizopus stolonifer allergenic extract 25 mg/mL Vial,Vial,INJECTABLE,250; 250,mg; mg,BLA101833,MUCOR CIRCINELLOIDES F. LUSITANICUS; RHIZOPUS STOLONIFER,
44206-0300-01,628221,gvecx62,1,CSL Behring AG,Human rho(d) immune globulin 1500 [IU] Syringe [Rhophylac],Syringe,INJECTABLE,1500,[IU],BLA125070,HUMAN RHO(D) IMMUNE GLOBULIN,
44206-0300-10,628221,gvecx62,10,CSL Behring AG,Human rho(d) immune globulin 1500 [IU] Syringe [Rhophylac],Syringe,INJECTABLE,1500,[IU],BLA125070,HUMAN RHO(D) IMMUNE GLOBULIN,
22840-4411-04,1013904,gvgnc0w,1,"Greer Laboratories, Inc.",English walnut pollen extract 40000 UNT/mL Vial,Vial,INJECTABLE,2000000,[PNU],BLA101833,JUGLANS REGIA POLLEN,
76075-0101-01,1806940,gvmy5ee,1,"Onyx Pharmaceuticals, Inc.",Carfilzomib 60 mg Vial [Kyprolis],Vial,INJECTABLE,60,mg,NDA202714,CARFILZOMIB,
00409-1060-01,1728077,gvnk528,1,"Hospira, Inc.",Pemetrexed 100 mg Vial [Alimta],Vial,INJECTABLE,105,mg,NDA208746,PEMETREXED TROMETHAMINE ANHYDROUS,
00270-1317-02,485261,gvnn878,10,BRACCO DIAGNOSTICS INC,Iopamidol 51000 mg Bottle [Isovue],Bottle,INJECTABLE,51000,mg,NDA018735,IOPAMIDOL,
25021-0682-20,238082,gvy0cd1,10,Sagent Pharmaceuticals,Ketamine 10 mg/mL Vial [Ketalar],Vial,INJECTABLE,200,mg,ANDA216809,KETAMINE HCl,2I
42023-0113-10,238082,gvy0cd1,10,"Par Pharmaceutical, Inc.",Ketamine 10 mg/mL Vial [Ketalar],Vial,INJECTABLE,200,mg,NDA016812,KETAMINE HCl,2I
55150-0438-10,238082,gvy0cd1,10,AuroMedics Pharma LLC,Ketamine 10 mg/mL Vial [Ketalar],Vial,INJECTABLE,200,mg,ANDA076092,KETAMINE HCl,2I
65219-0184-20,238082,gvy0cd1,10,"Fresenius Kabi USA, LLC",Ketamine 10 mg/mL Vial [Ketalar],Vial,INJECTABLE,200,mg,ANDA215808,KETAMINE HCl,2I
67457-0181-20,238082,gvy0cd1,10,Mylan Institutional LLC,Ketamine 10 mg/mL Vial [Ketalar],Vial,INJECTABLE,200,mg,ANDA076092,KETAMINE HCl,2I
68083-0504-10,238082,gvy0cd1,10,Gland Pharma Limited,Ketamine 10 mg/mL Vial [Ketalar],Vial,INJECTABLE,200,mg,ANDA216809,KETAMINE HCl,2I
00169-4130-13,2398841,gw0r3mx,1,Novo Nordisk,3 mL semaglutide 1.34 mg/mL Pen Injector [Ozempic],Pen Injector,INJECTABLE,4.02,mg,NDA209637,SEMAGLUTIDE,
50090-5949-00,2398841,gw0r3mx,1,A-S Medication Solutions,3 mL semaglutide 1.34 mg/mL Pen Injector [Ozempic],Pen Injector,INJECTABLE,4.02,mg,NDA209637,SEMAGLUTIDE,
22840-1529-01,2102423,gw7434x,1,"Greer Laboratories, Inc.",Kapok tree fiber allergenic extract 1 mg/mL Vial,Vial,INJECTABLE,5,mg,BLA101833,CEIBA PENTANDRA FIBER,
22840-1554-01,2102428,gw7434x,1,"Greer Laboratories, Inc.",Cottonseed allergenic extract 1 mg/mL Vial,Vial,INJECTABLE,5,mg,BLA101833,COTTON SEED,
00268-6116-06,892371,gwej6s5,1,"ALK-Abello, Inc.",Carrot allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,CARROT,
00268-6120-06,892375,gwej6s5,1,"ALK-Abello, Inc.",Celery allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,CELERY,
00268-6123-06,904636,gwew4vh,1,"ALK-Abello, Inc.",Cinnamon allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,CINNAMON,
25682-0031-01,2632953,gwfxhy6,1,Alexion Pharmaceuticals Inc.,3.5 mL ravulizumab-cwvz 70 mg/mL Cartridge [Ultomiris],Cartridge,INJECTABLE,3.5,mL,BLA761108,,
00019-1333-27,828744,gx6gfd1,20,Liebel-Flarsheim Company LLC,Ioversol 92625 mg Syringe [Optiray],Syringe,INJECTABLE,92625,mg,NDA019710,IOVERSOL,
00019-1333-81,828744,gx6gfd1,20,Liebel-Flarsheim Company LLC,Ioversol 92625 mg Syringe [Optiray],Syringe,INJECTABLE,92625,mg,NDA019710,IOVERSOL,
00019-1333-87,828744,gx6gfd1,20,Liebel-Flarsheim Company LLC,Ioversol 92625 mg Syringe [Optiray],Syringe,INJECTABLE,92625,mg,NDA019710,IOVERSOL,
11994-0121-19,1495600,gx8rb89,1,"Lantheus Medical Imaging, Inc.",Gallium citrate ga-67 19.8 MCI Vial [Gallium],Vial,INJECTABLE,19.8,MCI,NDA017478,GALLIUM CITRATE GA-67,
65044-5221-01,966966,gxb45np,1,Jubilant HollisterStier LLC,Phoma exigua var. exigua allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103888,PHOMA EXIGUA VAR. EXIGUA,
60505-6132-08,1797528,gxdpx2y,1,Apotex Corp.,40 mL oxaliplatin 5 mg/mL Vial,Vial,INJECTABLE,200,mg,ANDA204368,OXALIPLATIN,
67184-0510-01,1797528,gxdpx2y,1,"Qilu Pharmaceutical Co., Ltd.",40 mL oxaliplatin 5 mg/mL Vial,Vial,INJECTABLE,200,mg,ANDA204368,OXALIPLATIN,
68083-0314-01,1797528,gxdpx2y,1,Gland Pharma Limited,40 mL oxaliplatin 5 mg/mL Vial,Vial,INJECTABLE,200,mg,ANDA207325,OXALIPLATIN,
00268-6102-06,895579,gxdzrxm,1,"ALK-Abello, Inc.",Apricot allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,APRICOT,
22840-5781-02,895573,gxdzrxm,1,"Greer Laboratories, Inc.",Almond allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,ALMOND,
00268-0723-10,2059344,gxgzbjs,1,"ALK-Abello, Inc.",Mixed feathers 50.0; 500.0; 500 mg; mg; mg Vial,Vial,INJECTABLE,50; 500; 500,mg; mg; mg,BLA103753,ANAS PLATYRHYNCHOS FEATHER; ANSER ANSER FEATHER; GALLUS GALLUS FEATHER,
00268-0620-50,895050,gxng74g,1,"ALK-Abello, Inc.",Dog skin extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000,[PNU],BLA103753,CANIS LUPUS FAMILIARIS SKIN,
22840-1106-04,895050,gxng74g,1,"Greer Laboratories, Inc.",Dog skin extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000,[PNU],BLA101833,CANIS LUPUS FAMILIARIS SKIN,
49702-0264-23,2588077,gxr88zh,1,ViiV Healthcare Company,3 mL cabotegravir 200 mg/mL Vial [Apretude],Vial,INJECTABLE,3,mL,NDA215499,,
66733-0948-23,1657658,gxskx92,1,ImClone LLC,50 mL cetuximab 2 mg/mL Vial [Erbitux],Vial,INJECTABLE,100,mg,BLA125084,CETUXIMAB,
57894-0060-03,972767,gy1kez4,1,"Janssen Biotech, Inc.",Ustekinumab 90 mg/mL Syringe [Stelara],Syringe,INJECTABLE,90,mg/mL,BLA125261,USTEKINUMAB,
57894-0060-04,972767,gy1kez4,1,"Janssen Biotech, Inc.",Ustekinumab 90 mg/mL Syringe [Stelara],Syringe,INJECTABLE,90,mg/mL,BLA125261,USTEKINUMAB,
57894-0061-03,972767,gy1kez4,1,"Janssen Biotech, Inc.",Ustekinumab 90 mg Syringe [Stelara],Syringe,INJECTABLE,90,mg,BLA125261,USTEKINUMAB,
57894-0061-04,972767,gy1kez4,1,"Janssen Biotech, Inc.",Ustekinumab 90 mg Syringe [Stelara],Syringe,INJECTABLE,90,mg,BLA125261,USTEKINUMAB,
00990-7925-09,1356493,gy5hj4a,12,ICU Medical Inc.,Dextrose monohydrate and sodium chloride 50000.0; 3000 mg; mg Bag [Dextrose And Sodium Chloride],Bag,INJECTABLE,50000; 3000,mg; mg,NDA017799,DEXTROSE MONOHYDRATE; SODIUM CHLORIDE,
63323-0867-10,1356493,gy5hj4a,10,"Fresenius Kabi USA, LLC",Dextrose monohydrate and sodium chloride 50000.0; 3000 mg; mg Bag [Dextrose And Sodium Chloride],Bag,INJECTABLE,50000; 3000,mg; mg,ANDA211194,DEXTROSE MONOHYDRATE; SODIUM CHLORIDE,
11994-0090-05,1489657,gzbbqa9,1,"Lantheus Medical Imaging, Inc.",Technetium tc99m generator 5000 MCI Vial [Technelite],Vial,INJECTABLE,5000,MCI,NDA017771,TECHNETIUM TC-99M SODIUM PERTECHNETATE,
11994-0091-05,1489657,gzbbqa9,1,"Lantheus Medical Imaging, Inc.",Technetium tc99m generator 5000 MCI Vial [Technelite],Vial,INJECTABLE,5000,MCI,NDA017771,TECHNETIUM TC-99M SODIUM PERTECHNETATE,
22840-5334-05,1115810,gzgm1y6,1,"Greer Laboratories, Inc.",Saltbush pollen extract 25 mg/mL Bottle,Bottle,INJECTABLE,125,mg,BLA101833,ATRIPLEX WRIGHTII POLLEN,
00338-1073-02,309985,gznymqe,18,Baxter Healthcare Corporation,250 mL dobutamine 1 mg/mL Bag,Bag,INJECTABLE,250,mg,NDA020255,DOBUTAMINE HCl,
00409-2346-32,309985,gznymqe,12,"Hospira, Inc.",250 mL dobutamine 1 mg/mL Bag,Bag,INJECTABLE,250,mg,NDA020201,DOBUTAMINE HCl,
51662-1566-01,309985,gznymqe,1,"HF Acquisition Co LLC, DBA HealthFirst",250 mL dobutamine 1 mg/mL Bag,Bag,INJECTABLE,250,mg,NDA020255,DOBUTAMINE HCl,
00143-9233-05,885205,gzyra23,5,Hikma Pharmaceuticals USA Inc.,2 mL benztropine mesylate 1 mg/mL Vial [Cogentin],Vial,INJECTABLE,2,mg,ANDA209442,BENZTROPINE MESYLATE,
63323-0970-02,885205,gzyra23,5,"Fresenius Kabi USA, LLC",2 mL benztropine mesylate 1 mg/mL Vial [Cogentin],Vial,INJECTABLE,2,mg,ANDA090233,BENZTROPINE MESYLATE,
68382-0860-10,885205,gzyra23,5,Zydus Pharmaceuticals USA Inc.,2 mL benztropine mesylate 1 mg/mL Vial [Cogentin],Vial,INJECTABLE,2,mg,ANDA091525,BENZTROPINE MESYLATE,
68475-0512-02,885205,gzyra23,5,Navinta LLC,2 mL benztropine mesylate 1 mg/mL Vial [Cogentin],Vial,INJECTABLE,2,mg,ANDA091525,BENZTROPINE MESYLATE,
22840-5630-05,2101452,h006j1h,1,"Greer Laboratories, Inc.",Penicillium digitatum allergenic extract 12.5 mg/mL Bottle,Bottle,INJECTABLE,62.5,mg,BLA101833,PENICILLIUM DIGITATUM,
22840-1575-04,889527,h0bj7dc,1,"Greer Laboratories, Inc.",Corn pollen extract 40000 UNT/mL Vial,Vial,INJECTABLE,2000000,[PNU],BLA101833,ZEA MAYS POLLEN,
22840-9425-04,2203678,h0bpp21,1,"Greer Laboratories, Inc.",Oneseed juniper pollen extract 25 mg/mL / Rocky Mountain juniper pollen extract 25 mg/mL Vial,Vial,INJECTABLE,1250; 1250,mg; mg,BLA101833,JUNIPERUS MONOSPERMA POLLEN; JUNIPERUS SCOPULORUM POLLEN,
00404-9985-10,1868473,h0e4xd5,1,"Henry Schein, Inc.",10 mL sodium bicarbonate 42 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,420,mg,ANDA202679,SODIUM BICARBONATE,
00409-5534-14,1868470,h0e4xd5,10,"Hospira, Inc.",Sodium bicarbonate 42 mg/mL Syringe,Syringe,INJECTABLE,420,mg,ANDA202679,SODIUM BICARBONATE,
51662-1310-01,1868473,h0e4xd5,1,"HF Acquisition Co LLC, DBA HealthFirst",10 mL sodium bicarbonate 42 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,420,mg,,SODIUM BICARBONATE,
51662-1310-03,1868473,h0e4xd5,10,"HF Acquisition Co LLC, DBA HealthFirst",10 mL sodium bicarbonate 42 mg/mL Prefilled Syringe,Prefilled Syringe,INJECTABLE,420,mg,,SODIUM BICARBONATE,
22840-9328-05,2104632,h0gg208,1,"Greer Laboratories, Inc.",English plantain pollen extract 25 mg/mL / sheep sorrel pollen extract 25 mg/mL Bottle,Bottle,INJECTABLE,125; 125,mg; mg,BLA101833,PLANTAGO LANCEOLATA POLLEN; RUMEX ACETOSELLA POLLEN,
65044-0856-04,1925105,h13wqeg,1,Jubilant HollisterStier LLC,"Pollens - grasses, southern grass mix 500000.0; 500000.0; 50000.0; 500000.0; 500000.0; 500000.0; 250 [BAU]; [BAU]; [BAU]; [BAU]; [BAU]; [BAU]; mg Vial",Vial,INJECTABLE,500000; 500000; 50000; 500000; 500000; 500000; 250,[BAU]; [BAU]; [BAU]; [BAU]; [BAU]; [BAU]; mg,BLA103888,AGROSTIS GIGANTEA POLLEN; ANTHOXANTHUM ODORATUM POLLEN; CYNODON DACTYLON POLLEN; DACTYLIS GLOMERATA POLLEN; PHLEUM PRATENSE POLLEN; POA PRATENSIS POLLEN; SORGHUM HALEPENSE POLLEN,
22840-2680-04,968400,h166xmk,1,"Greer Laboratories, Inc.",Trichoderma harzianum allergenic extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000,[PNU],BLA101833,TRICHODERMA HARZIANUM,
50242-0040-62,1657209,h16t6et,1,"Genentech, Inc.",Omalizumab 150 mg Vial [Xolair],Vial,INJECTABLE,150,mg,BLA103976,OMALIZUMAB,
50242-0040-86,1657209,h16t6et,1,"Genentech, Inc.",Omalizumab 150 mg Vial [Xolair],Vial,INJECTABLE,150,mg,BLA103976,OMALIZUMAB,
65250-0266-04,1191508,h178vkp,4,"Pacira Pharmaceuticals, Inc.",20 mL bupivacaine liposome 13.3 mg/mL Vial [Exparel],Vial,INJECTABLE,266,mg,NDA022496,BUPIVACAINE,
65250-0266-09,1191508,h178vkp,10,"Pacira Pharmaceuticals, Inc.",20 mL bupivacaine liposome 13.3 mg/mL Vial [Exparel],Vial,INJECTABLE,266,mg,NDA022496,BUPIVACAINE,
66658-0113-03,2643436,h182xrs,3,Swedish Orphan Biovitrum AB (publ),Palifermin 5.16 mg Vial [Kepivance],Vial,INJECTABLE,5.16,mg,BLA125103,PALIFERMIN,
66658-0113-06,2643436,h182xrs,6,Swedish Orphan Biovitrum AB (publ),Palifermin 5.16 mg Vial [Kepivance],Vial,INJECTABLE,5.16,mg,BLA125103,PALIFERMIN,
39822-1030-02,1747294,h19gppb,3,"XGen Pharmaceuticals DJB, Inc.",2 mL ibuprofen 10 mg/mL Vial [Neoprofen],Vial,INJECTABLE,20,mg,ANDA202402,IBUPROFEN LYSINE,
55292-0122-52,1747294,h19gppb,3,Recordati Rare Diseases Inc.,2 mL ibuprofen 10 mg/mL Vial [Neoprofen],Vial,INJECTABLE,20,mg,NDA021903,IBUPROFEN LYSINE,
66993-0490-36,1747294,h19gppb,3,Prasco Laboratories,2 mL ibuprofen 10 mg/mL Vial [Neoprofen],Vial,INJECTABLE,20,mg,NDA021903,IBUPROFEN LYSINE,
00245-0809-38,1738576,h1gnr2j,4,"Upsher-Smith laboratories, LLC",0.5 mL sumatriptan 6 mg/mL Auto-Injector [Zembrace],Auto-Injector,INJECTABLE,3,mg,NDA208223,SUMATRIPTAN SUCCINATE,
76045-0105-20,1317825,h1jwmd2,24,"Fresenius Kabi USA, LLC",Ketorolac tromethamine 60 mg Syringe,Syringe,INJECTABLE,60,mg,ANDA203242,KETOROLAC TROMETHAMINE,
22840-9645-02,2101520,h1mpyc8,1,"Greer Laboratories, Inc.",Candida albicans allergenic extract 25 mg/mL / neurospora intermedia allergenic extract 25 mg/mL Vial,Vial,INJECTABLE,250; 250,mg; mg,BLA101833,CANDIDA ALBICANS; NEUROSPORA INTERMEDIA,
65044-1801-02,995757,h1q922x,1,Jubilant HollisterStier LLC,American basswood pollen extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103888,TILIA AMERICANA POLLEN,
51754-2500-01,1872065,h23dpy0,1,"EXELA PHARMA SCIENCES, LLC",250 mL ganciclovir 2 mg/mL Bag,Bag,INJECTABLE,500,mg,NDA209347,GANCICLOVIR,
51754-2500-03,1872065,h23dpy0,10,"EXELA PHARMA SCIENCES, LLC",250 mL ganciclovir 2 mg/mL Bag,Bag,INJECTABLE,500,mg,NDA209347,GANCICLOVIR,
22840-5773-02,2198988,h2581yk,1,"Greer Laboratories, Inc.",Atlantic mackerel allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,ATLANTIC MACKEREL,
61755-0018-01,2461539,h2cvtrh,1,"Regeneron Pharmaceuticals, Inc.",14.5 mL atoltivimab-ebgn 16.7 mg/mL / maftivimab-ebgn 16.7 mg/mL / odesivimab-ebgn 16.7 mg/mL Vial [Inmazeb],Vial,INJECTABLE,241.7; 241.7; 241.7,mg; mg; mg,BLA761169,ATOLTIVIMAB; MAFTIVIMAB; ODESIVIMAB,
13533-0706-22,1661220,h2fg117,1,"GRIFOLS USA, LLC","Alpha 1-proteinase inhibitor, human 1 mg Vial [Prolastin]",Vial,INJECTABLE,20,mL,BLA103174,,
44567-0600-04,309710,h2pep3s,4,"WG Critical Care, LLC",2 mL dexmedetomidine 0.1 mg/mL Vial [Precedex],Vial,INJECTABLE,0.4,mg,NDA206628,DEXMEDETOMIDINE HCl,
22840-1230-02,2103115,h2s0mkh,1,"Greer Laboratories, Inc.",Velvet grass pollen extract 20000 UNT/mL Vial,Vial,INJECTABLE,200000,[PNU],BLA101833,HOLCUS LANATUS POLLEN,
00069-0520-02,2644526,h2zj204,1,Pfizer Laboratories Div Pfizer Inc,1.2 mL somatrogon-ghla 50 mg/mL Pen Injector [Ngenla],Pen Injector,INJECTABLE,60,mg,BLA761184,SOMATROGON,
22840-5627-04,967947,h3petmq,1,"Greer Laboratories, Inc.",Neurospora intermedia allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,NEUROSPORA INTERMEDIA,
00009-4992-02,1662285,h3qz1fc,10,Pharmacia & Upjohn Company LLC,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,NDA021131,LINEZOLID,
00009-5140-04,1662285,h3qz1fc,10,Pharmacia & Upjohn Company LLC,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,NDA021131,LINEZOLID,
00009-7807-02,1662285,h3qz1fc,10,Pharmacia & Upjohn Company LLC,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,NDA021131,LINEZOLID,
00143-9534-10,1662285,h3qz1fc,10,Hikma Pharmaceuticals USA Inc.,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA206454,LINEZOLID,
00409-4883-01,1662285,h3qz1fc,10,"Hospira, Inc.",300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,NDA206473,LINEZOLID,
00409-4883-10,1662285,h3qz1fc,10,"Hospira, Inc.",300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,NDA206473,LINEZOLID,
00781-3433-95,1662285,h3qz1fc,10,Sandoz Inc,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA200904,LINEZOLID,
25021-0169-87,1662285,h3qz1fc,10,Sagent Pharmaceuticals,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA204696,LINEZOLID,
55150-0242-51,1662285,h3qz1fc,10,Eugia US LLC,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA206917,LINEZOLID,
57664-0683-57,1662285,h3qz1fc,10,"Sun Pharmaceutical Industries, Inc.",300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA207354,LINEZOLID,
63323-0713-13,1662285,h3qz1fc,10,"Fresenius Kabi USA, LLC",300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA204764,LINEZOLID,
66298-5140-01,1662286,h3qz1fc,1,Fresenius Kabi Norge As,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,NDA021131,LINEZOLID,
66298-7131-03,1662285,h3qz1fc,1,Fresenius Kabi Norge AS,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA204764,LINEZOLID,
66298-7807-01,1662286,h3qz1fc,1,Fresenius Kabi Norge As,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,NDA021131,LINEZOLID,
66794-0219-43,1662285,h3qz1fc,10,Piramal Critical Care Inc,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA207001,LINEZOLID,
66794-0236-43,1662285,h3qz1fc,10,Piramal Critical Care Inc.,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA207001,LINEZOLID,
67457-0843-30,1662285,h3qz1fc,10,Mylan Institutional LLC,300 mL linezolid 2 mg/mL Bag [Zyvox],Bag,INJECTABLE,600,mg,ANDA205154,LINEZOLID,
22840-3450-04,1044261,h3r18mw,1,"Greer Laboratories, Inc.",Yellow pine pollen extract 100 mg/mL Vial,Vial,INJECTABLE,5000,mg,BLA101833,PINUS PONDEROSA POLLEN,
22840-0040-09,1192764,h3s70y5,1,"Greer Laboratories, Inc.",American house dust mite allergenic extract 15000 AU/mL / European house dust mite allergenic extract 15000 AU/mL Vial,Vial,INJECTABLE,750000; 750000,[AU]; [AU],BLA101834,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,
